timestamp,DA_Price,actual_load,forecast_load,solar_generation,wind_on_generation,wind_off_generation,fossil_hard_coal_generation,fossil_gas_generation
2022-02-09 09,200.0,60647.46,64563.33,67.52,6567.91,8214.24,9494.21,20225.12
2022-02-09 10,179.9,60089.75,63857.340000000004,126.91,6498.17,8108.59,8922.77,19383.03
2022-02-09 11,180.1,58682.369999999995,62591.81,163.54,6278.68,7939.21,8529.07,19099.489999999998
2022-02-09 12,174.36,57631.76,61297.56,150.04,6029.38,7157.610000000001,8672.38,19459.8
2022-02-09 13,180.04,57866.020000000004,61080.630000000005,146.31,6074.36,6678.12,8807.23,19786.63
2022-02-09 14,182.1,58181.619999999995,61488.51,131.47,5571.34,6355.32,8774.779999999999,21091.88
2022-02-09 15,180.1,58828.91,62554.43,84.13,4820.17,5054.35,8936.869999999999,23195.31
2022-02-09 16,189.95,60552.15,63748.31,43.39,3692.46,3673.94,10361.3,26975.36
2022-02-09 17,219.0,64018.56,65732.62,2.59,2728.41,2506.3,12054.060000000001,28060.49
2022-02-09 18,249.12,63564.76,64694.520000000004,0.0,2118.67,2614.81,12786.630000000001,28826.68
2022-02-09 19,257.28,61133.41,61730.79,0.0,1462.76,2292.21,12975.3,28501.82
2022-02-09 20,219.05,58324.12,58650.81,0.0,1314.69,2093.5699999999997,12699.8,28249.41
2022-02-09 21,206.99,55054.380000000005,55483.48,0.0,1292.79,2415.54,11863.23,27348.66
2022-02-09 22,206.7,51504.73,52103.17,0.0,1515.3400000000001,2334.83,11470.74,26501.65
2022-02-09 23,185.86,48465.79,49647.99,0.0,1677.76,2157.42,9745.64,25029.85
2022-02-10 00,199.9,45924.06,47310.65,0.0,1825.01,3054.1800000000003,9202.86,23559.370000000003
2022-02-10 01,192.61,44301.229999999996,45468.49,0.0,1707.71,2605.61,8973.79,22653.2
2022-02-10 02,185.1,43114.1,44398.0,0.0,1181.71,1741.8,8939.59,22156.59
2022-02-10 03,172.23,42906.82,43880.869999999995,0.0,1160.66,1176.83,8881.17,21087.45
2022-02-10 04,172.91,42805.479999999996,43935.26,0.0,1102.27,930.75,8967.01,22100.03
2022-02-10 05,174.88,44626.770000000004,45496.77,0.0,1174.2,865.96,9019.779999999999,24942.43
2022-02-10 06,184.3,48921.13,49137.8,0.0,1185.04,1082.6,9944.66,28707.77
2022-02-10 07,233.46,55983.34,55231.31,0.0,1234.74,902.69,11215.3,30249.1
2022-02-10 08,240.32,60873.67,60121.31,10.24,1140.11,900.39,11916.45,31247.29
2022-02-10 09,219.08,61907.95,61664.770000000004,71.55000000000001,1176.89,1351.94,11380.74,31180.68
2022-02-10 10,180.1,60151.29,60648.8,221.49,1355.2,1991.2800000000002,10033.400000000001,29512.14
2022-02-10 11,205.0,57094.69,59297.54,395.03000000000003,1760.55,2515.9300000000003,9080.84,28022.18
2022-02-10 12,195.0,55420.14,58360.2,457.57,2404.34,2991.0,8817.16,28084.600000000002
2022-02-10 13,165.0,56054.47,57970.07,380.27,2491.79,3282.7599999999998,8873.41,28742.72
2022-02-10 14,174.84,56811.55,58144.7,269.09,2744.72,3012.79,8945.880000000001,30425.190000000002
2022-02-10 15,184.55,57900.42,59238.08,184.01,3192.15,2885.44,8936.779999999999,31351.03
2022-02-10 16,195.98,60094.53,60445.479999999996,73.23,3002.3599999999997,3522.66,9385.85,31407.68
2022-02-10 17,215.77,64058.21,62522.36,7.17,2945.25,3871.54,10198.99,31521.06
2022-02-10 18,219.06,64333.67,62213.72,0.0,3177.55,4972.88,10478.86,30482.17
2022-02-10 19,170.38,62270.259999999995,60148.55,0.0,3409.34,5824.01,9726.86,27406.31
2022-02-10 20,169.9,59296.9,57619.39,0.0,3609.5,6783.52,8962.369999999999,21245.05
2022-02-10 21,183.0,55896.850000000006,55121.380000000005,0.0,4295.75,7653.0,8630.69,18265.72
2022-02-10 22,160.1,52186.06,51982.09,0.0,4760.96,8154.46,8856.54,14087.03
2022-02-10 23,131.9,48944.45,49084.41,0.0,5641.22,8328.73,8850.81,10717.92
2022-02-11 00,173.28,46473.27,46931.9,0.0,5997.5599999999995,8345.56,8792.529999999999,9861.0
2022-02-11 01,175.84,44786.15,45648.11,0.0,6562.51,8447.21,8306.61,10277.779999999999
2022-02-11 02,168.54,43696.71,44538.880000000005,0.0,6948.83,8550.64,7398.98,10318.060000000001
2022-02-11 03,163.94,43242.91,43546.01,0.0,7423.030000000001,8507.06,6576.99,9973.24
2022-02-11 04,165.0,43353.9,43659.34,0.0,7942.87,8364.32,6090.04,10327.119999999999
2022-02-11 05,171.3,44457.46,45145.06,0.0,8067.14,7972.3099999999995,6183.69,12267.31
2022-02-11 06,196.95,48722.49,49307.159999999996,0.0,8041.01,6987.64,6175.3,17246.61
2022-02-11 07,220.7,55244.89,55819.19,0.0,7804.31,7189.02,6151.200000000001,20078.88
2022-02-11 08,218.61,59657.61,60584.82,20.12,7490.6,7641.68,6088.07,20391.510000000002
2022-02-11 09,170.12,58852.13,60754.71,123.63,7340.14,6638.530000000001,6049.7,19380.67
2022-02-11 10,137.73,54990.44,58264.1,246.13,6765.35,6926.21,5982.1,16539.3
2022-02-11 11,122.09,51542.92,56082.39,416.55,6222.02,5176.97,5491.030000000001,15622.6
2022-02-11 12,124.06,49674.71,55338.04,408.55,5109.33,4071.45,5540.6,15508.83
2022-02-11 13,124.9,49543.91,55878.68,361.40999999999997,3519.54,3194.7,5650.61,15778.59
2022-02-11 14,134.0,50540.01,57514.45,375.61,2677.5099999999998,1571.97,5710.860000000001,18719.83
2022-02-11 15,167.6,52886.97,59001.729999999996,292.27,1947.04,1149.34,6284.7,22795.84
2022-02-11 16,191.92,56842.229999999996,60264.26,118.91,1234.46,643.42,6882.5599999999995,29946.45
2022-02-11 17,220.57,62231.66,62263.09,17.03,749.19,249.0,8577.67,33566.6
2022-02-11 18,243.35,63823.44,61310.43,0.0,483.1,83.52,9594.66,35015.82
2022-02-11 19,241.18,61611.17,58191.95,0.0,356.06,16.13,9340.16,35739.06
2022-02-11 20,221.31,58783.86,55471.43,0.0,328.09000000000003,86.93,9323.83,34962.56
2022-02-11 21,212.8,55368.85,52652.34,0.0,327.36,255.31,10319.23,33675.31
2022-02-11 22,205.44,51870.76,49968.82,0.0,357.21,759.98,10453.7,32377.33
2022-02-11 23,189.15,49225.45,48004.44,0.0,747.83,1488.5,10999.43,29320.239999999998
2022-02-12 00,195.91,46529.81,46391.85,0.0,1305.38,2494.27,10460.59,28162.91
2022-02-12 01,187.2,44528.729999999996,44894.35,0.0,2016.3,3406.19,8000.26,22941.79
2022-02-12 02,184.89,43257.4,43889.8,0.0,2693.86,3966.17,6043.03,18750.78
2022-02-12 03,170.24,42780.1,43358.090000000004,0.0,3460.21,4776.42,4576.0,13102.58
2022-02-12 04,166.0,42776.509999999995,43354.01,0.0,4029.45,5411.08,3208.4,9422.14
2022-02-12 05,158.2,43425.65,43897.28,0.0,4957.84,5950.889999999999,3165.2,9165.77
2022-02-12 06,161.1,45345.79,45273.29,0.0,5543.93,6041.73,3160.4,9435.09
2022-02-12 07,150.0,48532.14,47418.52,0.19,5610.82,6547.61,3213.2,8760.9
2022-02-12 08,191.2,50425.39,49444.64,42.010000000000005,5545.91,7287.6900000000005,3388.8,10985.7
2022-02-12 09,211.9,49419.08,50049.22,281.06,5246.37,7657.17,3476.4,10621.08
2022-02-12 10,115.88,45695.72,49567.47,543.9499999999999,5033.76,7049.47,2982.4,6448.93
2022-02-12 11,106.16,42644.25,47866.81,715.06,4664.360000000001,6863.25,2896.4,6029.52
2022-02-12 12,112.28,40550.68,46948.69,786.1,4892.88,7043.79,2735.2,5996.4400000000005
2022-02-12 13,107.56,39511.71,46372.99,727.16,5420.56,6740.65,2703.2,6197.889999999999
2022-02-12 14,95.77,40834.87,46925.03,627.13,5758.4,6948.17,2701.2,6373.09
2022-02-12 15,160.0,43369.270000000004,48653.01,478.22,5788.33,7981.1,2908.0,8301.79
2022-02-12 16,171.56,48570.33,49695.42,185.48,4228.74,7644.37,3738.4,11568.67
2022-02-12 17,194.89,55458.14,51867.8,16.31,5210.24,7875.44,3832.0,13973.880000000001
2022-02-12 18,222.0,58016.509999999995,52621.84,0.0,5585.21,7900.34,4408.799999999999,14884.0
2022-02-12 19,199.97,56341.44,51415.96,0.0,5676.43,7903.74,4575.6,14592.86
2022-02-12 20,218.0,53921.6,49829.59,0.0,6381.41,7733.74,4651.6,13649.67
2022-02-12 21,160.0,51392.53,48224.86,0.0,6694.25,8599.81,3814.4,9791.0
2022-02-12 22,157.5,49090.63,47377.229999999996,0.0,6673.25,8400.98,3712.0,9432.9
2022-02-12 23,140.0,46498.3,46409.36,0.0,6677.46,8322.04,3827.6,8530.15
2022-02-13 00,180.0,44309.91,45169.86,0.0,7058.62,8668.119999999999,3755.2,6800.030000000001
2022-02-13 01,170.0,42630.08,43926.1,0.0,6990.1,8648.43,3786.4,6046.35
2022-02-13 02,148.0,41863.64,42865.16,0.0,7174.63,8400.65,3509.2,5107.46
2022-02-13 03,148.0,41065.45,42299.82,0.0,6967.67,8198.93,3361.6000000000004,5656.12
2022-02-13 04,162.42,41233.03,42270.78,0.0,6526.08,7967.47,3109.6,5675.16
2022-02-13 05,149.2,41874.630000000005,42714.29,0.0,6219.74,8082.2,2974.8,5753.99
2022-02-13 06,168.88,42697.119999999995,43713.28,0.0,6724.889999999999,8049.24,2905.6,6138.23
2022-02-13 07,147.92,44042.58,45111.24,0.32,6736.54,8303.2,2906.0,6423.88
2022-02-13 08,149.9,45639.24,46853.35,75.14,6560.46,8535.95,3011.6,6410.37
2022-02-13 09,134.0,46623.130000000005,48595.78,190.32999999999998,6727.5199999999995,8554.56,3024.4,6046.26
2022-02-13 10,100.0,44958.19,48850.880000000005,353.12,6697.81,7912.87,2722.3999999999996,6217.68
2022-02-13 11,89.9,42268.92,48239.740000000005,411.15999999999997,6642.8099999999995,6619.83,2721.2,5996.89
2022-02-13 12,95.92,41070.77,48477.490000000005,542.36,6897.639999999999,6587.28,2735.2,5685.43
2022-02-13 13,45.5,41995.13,48229.96,606.39,7335.639999999999,6651.27,2734.0,5873.639999999999
2022-02-13 14,66.0,43006.75,48093.85,503.82,7282.29,6676.8,2724.4,6012.8
2022-02-13 15,81.78,45328.649999999994,49302.45,255.76,7459.07,6713.950000000001,2735.2000000000003,6184.44
2022-02-13 16,104.73,49111.59,51308.11,116.46,7671.8,8628.55,3254.4,6369.85
2022-02-13 17,125.0,54891.03,54772.06,14.58,7950.35,8607.67,4460.4,7389.38
2022-02-13 18,203.6,57055.34,55974.63,1.76,8231.08,8662.03,5610.0,8908.99
2022-02-13 19,236.0,55116.82,54186.87,1.76,8331.95,8656.79,5978.4,9392.15
2022-02-13 20,179.21,52991.27,52411.74,1.76,8294.42,8602.5,5854.4,8006.44
2022-02-13 21,160.0,50257.81,50737.399999999994,1.76,8260.77,8622.68,5378.8,7379.91
2022-02-13 22,133.1,47735.87,49238.8,1.76,8166.490000000001,8607.73,4989.6,7388.14
2022-02-13 23,109.9,44694.3,47357.08,1.76,8157.97,8537.77,4843.6,7276.610000000001
2022-02-14 00,180.0,42415.1,45621.81,1.76,8287.11,8522.4,3886.0,6972.15
2022-02-14 01,149.9,41167.6,44321.97,1.76,8231.67,8542.69,3523.6000000000004,6049.03
2022-02-14 02,118.99,40559.36,43483.46,1.76,8233.82,8543.69,3414.8,5852.07
2022-02-14 03,110.0,40349.65,43200.68,1.76,8111.63,8529.0,3267.6,6212.99
2022-02-14 04,108.95,40726.53,43521.33,1.76,8329.210000000001,8534.97,3190.4,6432.35
2022-02-14 05,111.76,42851.240000000005,45386.78,1.76,8228.33,8523.380000000001,3300.8,7825.35
2022-02-14 06,160.1,47199.73,49588.68,1.76,8103.58,8370.210000000001,3850.32,12869.94
2022-02-14 07,198.0,54061.6,54757.98,1.76,8023.95,8396.75,5904.1,18459.93
2022-02-14 08,180.1,58881.8,59927.32,31.83,7731.73,8418.37,7772.98,20151.45
2022-02-14 09,238.0,59600.0,61442.380000000005,57.480000000000004,7616.13,8457.11,9050.82,21088.34
2022-02-14 10,230.0,57579.18,59049.25,113.42,7797.94,8488.23,8776.509999999998,19604.11
2022-02-14 11,226.0,55172.26,56559.46,347.9,7814.1,8497.66,7510.82,17742.97
2022-02-14 12,204.0,52757.72,54095.61,384.48,7853.389999999999,8548.189999999999,7063.38,15788.380000000001
2022-02-14 13,170.0,51177.72,53541.17,354.08,7901.139999999999,8600.0,7264.22,15180.57
2022-02-14 14,124.0,50807.869999999995,54561.68,328.69,7820.599999999999,8595.990000000002,6966.6900000000005,14116.83
2022-02-14 15,160.0,52353.92,56828.11,255.05,7893.37,8590.92,6865.63,15130.869999999999
2022-02-14 16,172.6,55607.020000000004,58886.63,165.49,7452.82,8525.21,7815.65,16614.39
2022-02-14 17,203.45,61305.28,61789.39,25.439999999999998,7885.780000000001,8351.960000000001,10083.33,17226.11
2022-02-14 18,241.79,62569.88,61742.11,0.0,7760.05,8294.48,11030.31,17384.72
2022-02-14 19,214.3,60657.869999999995,59402.369999999995,0.0,7890.59,8041.85,10344.0,16849.56
2022-02-14 20,169.9,57874.38,57102.07,0.0,7952.93,8204.32,9161.17,16149.74
2022-02-14 21,180.1,54552.55,54979.16,0.0,7713.16,5847.51,8109.9,16123.35
2022-02-14 22,182.0,50927.93,52674.479999999996,0.0,6473.66,4633.77,7816.47,15763.48
2022-02-14 23,184.28,47465.89,51060.35,0.0,4712.62,5014.54,7831.0599999999995,15915.68
2022-02-15 00,159.98,45118.4,49179.38,0.0,4491.71,5126.02,7694.43,12280.55
2022-02-15 01,171.8,43528.729999999996,47715.77,0.0,4508.4400000000005,5403.23,7666.610000000001,11734.619999999999
2022-02-15 02,172.0,42514.380000000005,46783.45,0.0,4455.08,5018.389999999999,7768.71,10730.11
2022-02-15 03,178.0,41978.61,46421.64,0.0,4020.3199999999997,4617.95,7996.97,10988.619999999999
2022-02-15 04,190.6,42124.39,46885.04,0.0,3454.93,5633.23,7952.68,10661.3
2022-02-15 05,192.0,43590.68,48147.92,0.0,3178.18,5039.57,8783.55,11704.17
2022-02-15 06,204.2,48414.84,51077.72,0.0,3540.2,4648.7,9782.779999999999,17615.03
2022-02-15 07,234.06,55733.76,56480.05,0.12,3519.91,3959.96,10965.51,22012.41
2022-02-15 08,250.06,59303.4,60710.03,29.35,3400.36,3690.02,11327.08,23287.05
2022-02-15 09,240.0,58437.229999999996,61631.990000000005,136.2,4008.44,4132.96,11458.32,23008.84
2022-02-15 10,220.43,53756.65,60553.119999999995,284.36,4417.54,5827.61,11166.85,21254.370000000003
2022-02-15 11,197.74,49765.75,59476.979999999996,422.23,5822.0,7864.7300000000005,8832.33,16073.09
2022-02-15 12,182.78,48098.369999999995,58360.89,365.17,6758.6,7963.55,6987.61,11389.99
2022-02-15 13,162.28,49597.04,57789.3,540.48,7451.24,7974.710000000001,6506.18,10104.54
2022-02-15 14,178.66,53395.2,57598.39,416.58000000000004,7808.59,8746.42,6841.42,11752.49
2022-02-15 15,172.99,56663.34,58416.99,198.68,8089.23,8743.33,7562.07,14044.130000000001
2022-02-15 16,188.7,59954.56,59668.58,38.699999999999996,8492.529999999999,8695.17,8114.370000000001,15615.01
2022-02-15 17,182.0,63694.43,61062.479999999996,6.17,8717.71,8674.369999999999,9165.42,15356.79
2022-02-15 18,219.04,63392.55,60702.36,3.64,8717.33,8189.009999999999,9910.43,15861.33
2022-02-15 19,277.02,60873.380000000005,58304.92,3.64,8680.970000000001,8540.18,9872.39,16338.24
2022-02-15 20,258.8,57881.8,56387.93,3.64,8349.43,8302.06,8829.82,15024.91
2022-02-15 21,195.97,54447.17,54532.08,3.64,7533.6,7683.43,8049.52,12576.81
2022-02-15 22,221.0,50793.56,52327.17,3.64,6618.96,7770.49,7655.16,12928.1
2022-02-15 23,200.2,47683.18,50180.71,3.64,5763.09,7243.95,7476.95,13722.57
2022-02-16 00,191.84,45052.4,46221.35,3.64,5087.34,7278.1,7683.38,12714.37
2022-02-16 01,206.0,43263.35,44352.05,3.64,4743.49,7719.81,7307.7699999999995,10246.51
2022-02-16 02,188.0,42453.61,43721.17,3.64,5453.639999999999,7228.5,7189.66,8962.73
2022-02-16 03,129.4,42512.880000000005,43366.36,3.64,5684.18,7448.63,6492.54,7081.04
2022-02-16 04,103.87,42805.04,43467.73,3.64,6558.75,7974.4,5284.6900000000005,7325.5
2022-02-16 05,110.67,44098.02,44996.100000000006,3.64,7564.62,8089.860000000001,5116.95,7417.139999999999
2022-02-16 06,132.93,48455.22,49138.59,3.64,8070.86,8519.78,6102.65,9973.16
2022-02-16 07,182.7,55175.96,55337.92,3.64,8446.66,8560.0,7384.450000000001,12139.72
2022-02-16 08,193.9,59588.29,60310.520000000004,16.09,8357.33,8556.57,7629.92,12372.15
2022-02-16 09,174.86,60771.8,61497.76,80.83,8364.41,8569.21,7641.81,12704.93
2022-02-16 10,150.0,58675.659999999996,60414.57,130.45999999999998,8357.529999999999,8544.36,7722.99,11294.98
2022-02-16 11,158.2,57990.520000000004,59069.38,277.15,8407.23,8509.71,7790.650000000001,12779.77
2022-02-16 12,155.09,58257.53,57958.11,221.89,8514.130000000001,8346.82,8028.26,14215.29
2022-02-16 13,158.2,58468.86,57634.83,132.41,8630.65,8434.36,8514.08,14530.0
2022-02-16 14,158.09,58435.93,58407.06,138.28,8650.46,8450.19,8549.8,13192.08
2022-02-16 15,163.27,59119.869999999995,59987.83,69.62,8602.56,8462.18,8229.14,13430.4
2022-02-16 16,160.5,60233.79,62066.45,31.709999999999997,8618.36,8287.93,8280.7,14207.529999999999
2022-02-16 17,177.4,63283.770000000004,65077.93,4.52,8481.54,8029.18,9324.130000000001,14812.01
2022-02-16 18,207.94,62808.8,64777.69,0.0,8207.460000000001,5974.48,10050.69,15012.22
2022-02-16 19,212.76,60454.09,62324.47,0.0,7723.88,4377.9,9377.41,16124.51
2022-02-16 20,179.9,57279.95,59601.72,0.0,6836.73,3967.83,8419.69,15490.31
2022-02-16 21,158.03,53958.08,56654.79,0.0,6037.62,4175.86,6738.5199999999995,12882.130000000001
2022-02-16 22,153.9,50606.990000000005,53479.57,0.0,6604.82,5327.469999999999,6379.5599999999995,9119.34
2022-02-16 23,123.5,47692.17,51077.92,0.0,7748.96,6173.5,5528.6,7487.3
2022-02-17 00,89.9,45427.619999999995,48923.979999999996,0.0,7647.05,7015.18,4611.04,5690.57
2022-02-17 01,68.9,43258.26,47427.57,0.0,7849.78,6911.24,4005.0,4775.63
2022-02-17 02,51.0,41988.700000000004,46261.240000000005,0.0,7427.05,6703.73,4035.92,5266.17
2022-02-17 03,15.21,41243.7,45816.03,0.0,6966.6,6416.99,4015.32,5283.29
2022-02-17 04,15.04,41134.03,45907.85,0.0,5982.59,6216.26,4156.24,5354.71
2022-02-17 05,33.02,42838.14,47364.96,0.0,5774.72,6104.22,4444.08,5421.59
2022-02-17 06,90.93,47795.63,50797.76,0.0,5969.33,6988.35,4743.68,7448.59
2022-02-17 07,144.01,54773.45,56731.729999999996,0.04,6092.780000000001,8056.389999999999,6241.28,9868.96
2022-02-17 08,213.7,57751.51,61782.08,31.199999999999996,6671.36,8229.52,6881.92,11160.06
2022-02-17 09,173.43,56036.66,63636.85,120.92,7442.02,8210.68,6895.16,10082.63
2022-02-17 10,95.06,52121.19,62878.2,222.12,7794.549999999999,7751.21,5023.6,7509.46
2022-02-17 11,101.9,47641.08,61191.24,385.19,8034.5,7853.26,3991.12,7302.49
2022-02-17 12,73.11,46206.35,59752.69,627.97,8050.02,8010.59,3874.64,6668.14
2022-02-17 13,27.93,47116.42,59566.15,629.81,8153.37,8318.48,3910.92,6387.98
2022-02-17 14,42.68,49021.61,59384.83,436.51,8298.699999999999,8268.28,3867.4,7510.88
2022-02-17 15,84.0,52769.119999999995,59975.72,275.63,8469.01,8277.59,4245.04,8675.8
2022-02-17 16,141.79,56780.83,61299.42,111.82,8223.17,8037.959999999999,5497.8,11786.41
2022-02-17 17,162.0,60968.25,63574.880000000005,30.66,8193.82,6003.79,6473.360000000001,17588.52
2022-02-17 18,223.0,62650.95,63440.61,0.0,7771.34,7177.6900000000005,7085.16,19768.73
2022-02-17 19,199.0,61407.48,61551.01,0.0,6532.46,8343.46,7359.280000000001,20388.690000000002
2022-02-17 20,170.1,58435.479999999996,58576.11,0.0,5460.88,8041.28,7526.96,19888.1
2022-02-17 21,165.04,54803.16,55615.77,0.0,6079.68,7552.1,6856.48,17508.64
2022-02-17 22,149.63,51117.03,52247.01,0.0,5895.83,6575.96,6584.88,15026.54
2022-02-17 23,166.85,47800.43,49112.520000000004,0.0,4959.900000000001,5667.92,6747.92,14404.97
2022-02-18 00,180.1,45205.84,47088.45,0.0,4394.42,5463.54,6784.12,12407.369999999999
2022-02-18 01,199.94,43436.35,45485.05,0.0,3981.82,5131.87,6795.6,12469.880000000001
2022-02-18 02,209.99,42420.06,44057.91,0.0,3238.34,4802.8099999999995,6663.68,12920.49
2022-02-18 03,199.96,41830.869999999995,42948.07,0.0,2582.3,4448.93,6548.72,12182.9
2022-02-18 04,143.08,42774.520000000004,42737.25,0.0,3170.6099999999997,6013.92,6245.84,10701.32
2022-02-18 05,119.09,44504.520000000004,43730.49,0.0,3339.95,6255.17,6010.5599999999995,9266.51
2022-02-18 06,140.99,48669.54,47539.229999999996,0.0,4399.37,7256.33,5951.6,11481.64
2022-02-18 07,185.05,55040.05,53448.130000000005,0.0,6352.849999999999,8146.71,6747.72,14825.54
2022-02-18 08,189.28,59094.130000000005,57986.99,9.38,7348.0,7427.219999999999,6792.84,15746.869999999999
2022-02-18 09,173.24,61211.95,57639.81,37.75,8047.11,8241.630000000001,6718.280000000001,15671.07
2022-02-18 10,150.0,61251.59,54340.25,54.01,8395.83,8453.69,6358.4,14112.24
2022-02-18 11,150.0,60465.22,51118.45,91.89,8415.76,8130.21,5934.2,15507.9
2022-02-18 12,164.7,58967.96,49642.25,120.72,8177.5199999999995,7836.49,6335.48,15486.26
2022-02-18 13,180.1,57885.21,50238.78,109.05,8145.0599999999995,5302.85,6645.2,15030.17
2022-02-18 14,199.7,55927.630000000005,52853.38,109.07,6951.08,2268.55,7138.04,17242.66
2022-02-18 15,207.2,53986.57,55456.94,149.59,3685.7200000000003,2184.15,7696.0,17237.370000000003
2022-02-18 16,215.1,55278.28,58456.78,76.56,1913.62,2647.7799999999997,8058.0,20194.36
2022-02-18 17,218.52,59759.44,61834.21,6.199999999999999,1899.7,2453.9900000000002,8150.2,23373.63
2022-02-18 18,242.05,60427.149999999994,62142.100000000006,1.84,1903.99,2467.28,8028.44,25938.79
2022-02-18 19,220.2,57831.490000000005,59810.43,1.84,2577.31,2126.69,7518.36,25913.879999999997
2022-02-18 20,150.0,55002.44,57368.5,1.53,3080.99,2214.6,6542.799999999999,24636.03
2022-02-18 21,150.0,51464.62,54388.21,0.0,3155.1800000000003,2183.29,6221.12,21511.05
2022-02-18 22,180.1,48343.82,51301.91,0.0,3459.57,2396.9700000000003,6263.84,17972.57
2022-02-18 23,164.8,45741.61,49352.63,0.0,3997.34,2620.34,5917.84,16138.94
2022-02-19 00,108.75,43080.5,47005.65,0.0,4726.39,5245.73,4881.2,8773.59
2022-02-19 01,104.61,41542.78,45250.64,0.0,5114.48,7237.01,4181.639999999999,6467.58
2022-02-19 02,94.87,40621.07,43962.07,0.0,5830.48,7901.12,4212.6,6474.43
2022-02-19 03,50.0,40625.72,43023.09,0.0,6907.41,8083.76,4154.8,5099.92
2022-02-19 04,10.96,40539.98,42717.21,0.0,7114.25,8186.34,3990.4,5454.11
2022-02-19 05,69.0,40918.31,43117.03,0.0,7106.99,8255.58,3982.28,5752.24
2022-02-19 06,94.04,42742.91,44315.23,0.0,7115.3,8368.26,3934.16,5636.55
2022-02-19 07,100.03,45932.65,46389.93,1.47,7330.55,8378.529999999999,3931.52,5637.9400000000005
2022-02-19 08,109.9,48230.06,47974.62,75.06,7441.0,8373.1,4294.6,6008.02
2022-02-19 09,105.91,47123.71,47484.41,203.81,7224.51,8324.74,4265.96,6028.28
2022-02-19 10,32.0,44791.29,44822.64,488.09000000000003,7347.2,8213.26,4079.92,5357.98
2022-02-19 11,0.0,43646.58,41269.32,409.19,7351.25,7650.46,3967.8,4967.9
2022-02-19 12,0.0,42112.29,39160.66,383.93,6320.6900000000005,7426.13,3963.12,4635.66
2022-02-19 13,0.0,42893.71,37883.46,473.15999999999997,6333.75,6913.2,3963.3199999999997,4762.81
2022-02-19 14,36.28,46457.38,38964.76,458.53999999999996,7675.18,8280.8,3996.68,5632.530000000001
2022-02-19 15,80.0,49952.259999999995,41847.55,236.79,7482.68,8248.619999999999,4148.76,5865.51
2022-02-19 16,115.74,52408.94,44997.51,74.6,7405.17,8304.09,4885.2,6195.12
2022-02-19 17,118.1,55824.58,48962.04,7.3100000000000005,6608.92,8217.46,6216.4400000000005,8277.95
2022-02-19 18,203.57,56962.66,50431.99,0.0,7245.49,8001.59,6681.0,10476.23
2022-02-19 19,218.91,55195.26,49222.56,0.0,7272.27,7182.87,6843.08,10953.369999999999
2022-02-19 20,157.95,52877.76,47390.91,0.0,7262.7,7020.9800000000005,6869.799999999999,10907.86
2022-02-19 21,174.9,50089.6,45867.82,0.0,6751.1900000000005,6295.45,6832.360000000001,8895.81
2022-02-19 22,156.9,47911.34,45047.19,0.0,5875.33,6194.9,6559.52,8342.06
2022-02-19 23,154.9,45419.770000000004,43827.72,0.0,5578.1,5998.22,6314.24,7886.4
2022-02-20 00,104.38,43781.909999999996,42387.88,0.0,6192.29,3663.56,4898.72,6315.49
2022-02-20 01,99.9,42315.43,41008.82,0.0,5479.88,2379.02,4011.48,6215.51
2022-02-20 02,100.0,41407.43,40131.54,0.0,3440.94,1732.46,3934.48,6756.6
2022-02-20 03,100.18,40429.69,39523.09,0.0,1795.17,2438.95,3916.24,7406.45
2022-02-20 04,89.16,41344.59,39622.1,0.0,2485.81,5987.18,3888.44,6295.39
2022-02-20 05,87.17,41433.659999999996,40391.24,0.0,4776.31,7225.18,3887.08,5895.6
2022-02-20 06,80.0,42257.229999999996,41304.26,0.0,6096.31,7909.51,3889.08,4898.2699999999995
2022-02-20 07,80.08,43760.81,42552.25,0.0,7275.94,8367.64,3866.84,5137.71
2022-02-20 08,88.28,46078.92,43842.130000000005,7.01,7774.46,8391.67,3896.96,5372.200000000001
2022-02-20 09,95.06,48479.95,44829.6,44.54,7852.17,8383.47,3949.2,5540.13
2022-02-20 10,104.71,49689.869999999995,43834.49,102.67,7959.02,8345.9,3940.16,5805.72
2022-02-20 11,105.79,50900.9,41763.85,129.97,7912.71,8343.38,3878.48,5892.37
2022-02-20 12,114.38,51624.43,41042.15,132.12,7865.23,8332.529999999999,4007.16,6602.25
2022-02-20 13,104.04,52191.090000000004,41011.94,91.66,7897.9,8274.38,4046.44,5907.27
2022-02-20 14,99.9,52108.26,41245.94,60.51,7945.48,8146.780000000001,3949.08,5968.5599999999995
2022-02-20 15,103.32,52134.009999999995,43414.82,34.14,7911.02,8175.98,3985.84,6074.85
2022-02-20 16,104.16,52860.92,46939.22,15.39,7799.05,8046.95,3971.48,6249.87
2022-02-20 17,131.26,55790.33,51019.43,0.68,7619.43,6911.97,5003.0,7161.98
2022-02-20 18,179.95,56825.75,52441.54,0.0,7470.83,5337.31,6674.88,8886.0
2022-02-20 19,229.9,54903.72,50584.05,0.0,6971.8,4005.19,7351.96,9767.76
2022-02-20 20,199.9,53071.840000000004,48944.92,0.0,6331.360000000001,3226.94,7290.6,8806.58
2022-02-20 21,166.7,50562.69,47213.270000000004,0.0,5716.95,4899.01,6829.64,8014.53
2022-02-20 22,149.9,48743.98,45752.36,0.0,7114.1,7514.67,5955.52,6459.8099999999995
