timestamp,DA_Price,actual_load,forecast_load,solar_generation,wind_on_generation,wind_off_generation,fossil_hard_coal_generation,fossil_gas_generation
2024-07-26 02,75.01,44613.270000000004,43691.5,0.0,2390.21,12062.66,1175.93,11642.740000000002
2024-07-26 03,77.5,44196.0,43198.770000000004,0.0,3108.51,10782.76,1170.77,10159.04
2024-07-26 04,76.9,44350.28,43156.619999999995,0.0,3674.89,9435.14,1167.07,10211.91
2024-07-26 05,79.99,44819.31,43182.28,0.1,3408.38,7922.53,1256.7,11950.54
2024-07-26 06,94.76,47384.020000000004,43201.630000000005,17.53,2888.23,7039.7,1766.1,13528.77
2024-07-26 07,110.2,50142.51,44955.94,88.74,2481.0,6289.62,1837.1399999999999,13438.26
2024-07-26 08,100.56,53095.159999999996,47026.37,161.05,2506.16,4401.15,1388.57,12788.54
2024-07-26 09,94.8,53767.57,47014.78999999999,278.29999999999995,2269.12,2922.4300000000003,1423.5,12551.86
2024-07-26 10,88.72,53667.54,45391.74,437.27,2116.77,2177.5,1205.33,6815.6
2024-07-26 11,78.19,52949.58,44250.43,806.0799999999999,2034.88,2295.78,1146.77,5025.38
2024-07-26 12,69.16,52558.51,42696.38,775.0699999999999,2030.44,1692.18,1133.97,4429.7
2024-07-26 13,59.4,52212.990000000005,40841.94,1042.6,1994.79,1974.63,1123.94,4351.9400000000005
2024-07-26 14,50.0,51680.96,38859.06,1101.01,2128.9,2148.38,1121.03,4408.95
2024-07-26 15,60.49,51026.58,38547.37,955.1899999999999,2191.04,1634.5900000000001,1188.1100000000001,4639.28
2024-07-26 16,71.14,50906.98,39209.31,983.39,2039.56,1247.31,1195.54,6392.57
2024-07-26 17,88.19,51513.81,41282.259999999995,797.28,1531.52,1561.3400000000001,1350.75,12536.29
2024-07-26 18,94.99,51220.64,44249.97,459.18,1201.58,1809.28,1893.03,22488.68
2024-07-26 19,109.9,51167.84,46326.79,225.24,814.26,1672.41,2403.77,25553.84
2024-07-26 20,146.09,50479.93,49395.18,84.74000000000001,424.46999999999997,1502.85,2879.0299999999997,26194.03
2024-07-26 21,138.39,50738.020000000004,50703.69,13.74,256.32,1441.05,3060.56,26140.989999999998
2024-07-26 22,106.46,50141.53,50208.05,0.0,224.03,1105.91,2879.14,26373.95
2024-07-26 23,97.9,48094.14,48082.67,0.0,223.35,876.76,2966.01,26072.5
2024-07-27 00,103.88,45750.54,44927.65,0.0,197.88,708.62,3009.81,26291.04
2024-07-27 01,103.03,43714.229999999996,42540.130000000005,0.0,188.35,494.25,3016.8,26756.66
2024-07-27 02,96.89,42424.75,41333.86,0.0,187.57,392.86,3039.4,25217.43
2024-07-27 03,94.81,41626.81,41427.56,0.0,199.39,720.74,2819.63,24510.92
2024-07-27 04,92.79,41336.83,41482.490000000005,0.0,255.31,966.4200000000001,2104.02,24318.739999999998
2024-07-27 05,90.19,41167.43,41389.77,1.5699999999999998,268.32,1078.43,1416.47,23957.64
2024-07-27 06,87.09,40394.1,40467.17,66.99000000000001,337.97,1149.3000000000002,1791.13,22956.54
2024-07-27 07,82.41,40569.65,39618.89,237.35000000000002,422.36,1098.1599999999999,1683.67,18291.129999999997
2024-07-27 08,84.69,42134.16,38057.06,510.71000000000004,447.3,953.22,1228.63,10253.29
2024-07-27 09,66.38,43878.979999999996,36277.58,854.85,441.51,722.06,1166.2,6045.57
2024-07-27 10,59.83,45049.43,33062.22,1090.17,460.73,605.5600000000001,986.14,4967.78
2024-07-27 11,39.9,45380.32,29467.81,1316.76,498.11,362.58,905.5,5176.57
2024-07-27 12,28.0,45606.01,27477.34,1347.84,501.42,246.01,895.3,5332.6900000000005
2024-07-27 13,17.8,45557.9,26434.08,1282.99,525.99,151.78,882.1,5338.08
2024-07-27 14,17.92,45163.4,27238.29,1142.6399999999999,466.71,213.73000000000002,911.34,5235.08
2024-07-27 15,32.2,45080.18,28364.14,1113.23,503.26,263.86,1093.06,5315.26
2024-07-27 16,58.56,45531.520000000004,30893.07,882.38,522.15,132.64000000000001,1157.41,7309.78
2024-07-27 17,84.04,46570.479999999996,35420.95,687.91,636.87,223.43,1496.3,14086.98
2024-07-27 18,103.01,46438.229999999996,39939.94,444.36,862.55,545.54,2573.91,21831.64
2024-07-27 19,115.66,46371.92,42366.53,249.91,1201.35,980.02,3045.94,25548.91
2024-07-27 20,121.76,46842.42,44754.57,138.57999999999998,1384.78,1047.3600000000001,3025.24,27449.56
2024-07-27 21,120.43,48150.86,45678.32,13.920000000000002,1482.99,918.79,3066.5,29045.18
2024-07-27 22,107.51,47768.35,45771.1,0.0,1246.6599999999999,967.48,3067.04,28667.27
2024-07-27 23,97.43,45762.07,44670.5,0.0,883.7800000000001,454.90999999999997,3075.33,25429.31
2024-07-28 00,107.0,43909.02,44040.66,0.0,992.8599999999999,1136.46,3038.68,22820.72
2024-07-28 01,94.59,42099.71,42650.17,0.0,955.6,2099.4,2032.43,18496.99
2024-07-28 02,87.6,40819.04,41371.600000000006,0.0,1219.8000000000002,2423.67,1801.1,15429.57
2024-07-28 03,81.53,40257.99,40888.61,0.0,1542.2,2281.63,1346.9,10007.68
2024-07-28 04,80.55,39953.509999999995,40068.32,0.0,1417.87,2682.52,1188.26,7756.84
2024-07-28 05,77.24,39743.729999999996,39481.05,0.64,1506.87,2927.13,1144.24,7458.79
2024-07-28 06,75.53,38672.36,38891.62,48.99,1399.57,2643.51,1120.9,5874.54
2024-07-28 07,67.45,38014.259999999995,39627.92,251.08,1086.97,1597.1599999999999,1098.4,5148.42
2024-07-28 08,25.49,39238.18,40721.21,560.6500000000001,935.11,1031.73,986.36,4301.74
2024-07-28 09,4.84,40589.9,43046.7,852.64,1120.42,588.49,882.6600000000001,3931.19
2024-07-28 10,0.0,41763.47,43317.91,945.92,1178.1100000000001,199.12,895.54,3772.84
2024-07-28 11,-4.9,42543.74,44217.26,1145.5700000000002,1009.66,220.45,897.3,3710.42
2024-07-28 12,-32.91,43388.46,44418.1,1199.3,867.1,195.68,886.8,3767.98
2024-07-28 13,-64.13,43687.42,43361.44,1074.3899999999999,975.15,104.52,892.06,3716.02
2024-07-28 14,-60.0,43665.18,42951.04,1193.12,940.73,54.65,886.9,3589.84
2024-07-28 15,-33.6,43033.71,41902.46,1315.68,907.9,274.57,893.61,3802.4
2024-07-28 16,-13.2,43538.01,43334.33,1155.07,912.42,114.75,882.6,3662.87
2024-07-28 17,-1.91,45041.47,43515.990000000005,934.27,860.5,108.06,1075.4299999999998,3582.59
2024-07-28 18,40.0,45524.75,45087.6,672.33,802.94,83.06,1189.2,5413.05
2024-07-28 19,90.4,45658.57,45371.46,365.33000000000004,671.75,85.64,2052.0,12999.39
2024-07-28 20,109.38,46750.19,46190.42,103.22,604.94,144.54000000000002,2971.94,19925.17
2024-07-28 21,112.38,48231.13,46659.7,10.14,652.1800000000001,197.95,3080.27,21476.46
2024-07-28 22,103.12,48191.06,46989.5,0.0,641.54,478.66999999999996,3022.21,21788.19
2024-07-28 23,83.01,46003.67,45508.1,0.0,798.6600000000001,638.54,2180.07,19151.89
2024-07-29 00,78.06,43912.25,44073.97,0.0,990.96,945.53,1277.47,16127.55
2024-07-29 01,74.42,42610.42,42797.869999999995,0.0,1145.1100000000001,1562.91,1146.67,14278.29
2024-07-29 02,70.8,41690.72,41898.240000000005,0.0,1415.73,2245.9300000000003,1107.87,12519.84
2024-07-29 03,73.04,41128.76,41266.1,0.0,1453.54,2640.57,1115.51,13868.3
2024-07-29 04,76.42,41064.59,40856.69,0.0,1380.69,2456.74,1128.27,14621.33
2024-07-29 05,96.95,41822.59,41165.63,1.21,1162.13,2236.83,1646.13,15496.51
2024-07-29 06,130.9,43721.75,41979.31,54.3,1056.76,2170.15,1989.0,16363.66
2024-07-29 07,109.2,46254.53,41630.21000000001,248.17000000000002,1020.14,2072.88,1659.51,16796.39
2024-07-29 08,90.19,48397.41,40400.42,614.79,714.76,1460.85,1394.17,12854.44
2024-07-29 09,63.2,49892.64,36540.520000000004,973.54,575.55,973.52,1216.6399999999999,6804.8099999999995
2024-07-29 10,12.0,50500.54,32870.39,1206.21,602.24,728.0,465.34000000000003,5361.23
2024-07-29 11,-3.45,50939.369999999995,30037.39,1442.3600000000001,708.41,343.95,0.0,5163.68
2024-07-29 12,-0.23,51094.41,29158.11,1528.9,776.35,118.42999999999999,0.0,5285.27
2024-07-29 13,-3.0,51403.01,28457.170000000002,1563.53,797.12,144.48,0.0,5272.49
2024-07-29 14,-0.98,50908.9,28475.82,1575.87,759.8299999999999,426.85,0.0,5249.46
2024-07-29 15,-0.39,50630.119999999995,28979.38,1515.46,783.94,674.3299999999999,0.0,5155.29
2024-07-29 16,13.4,50423.4,31590.129999999997,1286.67,790.21,1131.02,0.0,5363.41
2024-07-29 17,64.16,51062.86,38111.86,1088.33,837.23,1750.24,0.0,7372.92
2024-07-29 18,95.7,50632.85,43698.71,727.11,931.94,2136.56,0.0,16356.04
2024-07-29 19,119.72,51109.28,46825.72,350.0,843.52,2574.98,0.0,25107.42
2024-07-29 20,172.2,52127.76,48309.21,95.52,709.52,3015.73,0.0,27197.29
2024-07-29 21,130.1,52729.04,48578.4,6.97,1037.97,2930.76,1.04,27243.0
2024-07-29 22,106.97,51900.57,48828.66,0.0,1319.84,2652.62,0.72,27161.27
2024-07-29 23,90.2,48967.2,47758.94,0.0,1536.68,2118.02,0.0,24790.17
2024-07-30 00,76.32,45997.73,45977.17,0.0,1720.8,2383.9,0.0,18747.03
2024-07-30 01,74.19,44297.979999999996,43692.759999999995,0.0,1834.29,2494.8,0.0,17461.84
2024-07-30 02,76.18,43216.64,42136.659999999996,0.0,1484.65,1839.32,0.0,17777.2
2024-07-30 03,80.82,42377.54,40850.119999999995,0.0,1003.94,1242.36,0.0,18407.77
2024-07-30 04,85.38,42331.61,40983.15,0.0,757.22,731.41,0.0,18581.489999999998
2024-07-30 05,100.24,43245.119999999995,42017.93,0.53,554.11,497.15999999999997,0.0,19320.52
2024-07-30 06,110.88,44932.67,42830.85,53.879999999999995,458.21,238.16,0.0,19542.86
2024-07-30 07,108.95,47480.29,44086.35,238.37,385.53,95.78999999999999,0.0,19497.27
2024-07-30 08,98.41,49923.51,43853.06,544.78,414.47,46.62,0.0,16423.47
2024-07-30 09,67.1,51283.35,42029.4,896.75,487.57,29.55,0.0,7216.95
2024-07-30 10,37.52,51867.14,40360.01,1201.93,538.78,25.32,0.0,5280.67
2024-07-30 11,7.84,52115.46,39058.659999999996,1374.87,600.66,303.38,0.0,5339.63
2024-07-30 12,1.0,52298.21,37107.119999999995,1442.35,634.19,711.4100000000001,0.0,5126.32
2024-07-30 13,-0.06,52677.8,36748.38,1503.66,667.44,1187.8799999999999,0.0,5118.360000000001
2024-07-30 14,-0.06,52682.12,36007.92,1467.43,843.03,1929.88,0.0,5197.23
2024-07-30 15,13.11,52368.07,35830.02,1398.91,1045.13,1820.51,0.0,5279.41
2024-07-30 16,40.74,52448.869999999995,36360.44,1153.58,1147.6599999999999,1473.0,0.0,5747.13
2024-07-30 17,77.31,53209.19,37829.46,989.61,1052.45,1063.34,0.0,9314.18
2024-07-30 18,102.19,52686.69,40929.26,646.99,955.79,912.73,0.0,20487.28
2024-07-30 19,126.76,53019.5,44353.4,287.78999999999996,1014.5400000000001,1298.8600000000001,0.08,29075.93
2024-07-30 20,164.68,54108.33,47497.49,92.13,1243.17,1634.69,1.16,30721.870000000003
2024-07-30 21,144.62,54588.96,47908.56,4.550000000000001,1656.17,2340.3,0.0,30036.09
2024-07-30 22,114.59,53368.33,47299.43,0.0,2087.31,2900.51,1.72,30454.79
2024-07-30 23,99.04,50386.0,45604.19,0.0,2090.8,3827.97,0.0,29634.9
2024-07-31 00,98.55,47593.37,44058.740000000005,0.0,2397.3,4598.05,0.0,23261.23
2024-07-31 01,86.2,45510.5,42871.93,0.0,2438.8,3929.66,0.0,19829.82
2024-07-31 02,83.82,44385.38,42015.99,0.0,2238.79,3743.44,0.0,19711.510000000002
2024-07-31 03,77.32,43710.31,41467.94,0.0,1651.83,3727.31,0.0,19592.43
2024-07-31 04,85.1,43236.3,41527.99,0.0,1594.74,3096.08,1.64,21148.17
2024-07-31 05,94.12,43854.4,42166.26,0.39,1453.99,3313.02,0.2,23118.17
2024-07-31 06,105.05,45659.16,43362.520000000004,59.620000000000005,1616.2,5092.8,0.0,22946.57
2024-07-31 07,109.69,48217.06,44673.520000000004,203.24,1751.1599999999999,5786.29,0.0,21478.4
2024-07-31 08,95.26,50403.43,43911.19,456.24,1306.6100000000001,5474.09,0.0,17026.87
2024-07-31 09,78.83,51420.37,42075.22,752.0799999999999,1090.85,4738.93,0.0,10979.05
2024-07-31 10,55.89,51949.18,38544.2,985.53,1074.05,3933.02,0.0,6332.54
2024-07-31 11,33.46,52068.020000000004,37146.36,1130.52,940.9300000000001,3392.16,0.0,6030.360000000001
2024-07-31 12,22.83,52222.12,41492.65,1261.38,930.5,3472.4,0.0,5797.41
2024-07-31 13,11.36,52608.51,30860.56,1390.83,1005.8,4795.08,0.0,6227.08
2024-07-31 14,18.37,52522.08,30348.88,1409.5900000000001,1003.1,5882.82,0.0,6217.24
2024-07-31 15,30.6,52235.229999999996,31003.71,1337.94,1084.27,6227.46,0.0,5977.07
2024-07-31 16,34.06,52484.619999999995,32798.74,1190.0,1093.24,6950.78,0.0,6477.17
2024-07-31 17,75.8,53224.270000000004,37468.69,957.55,1319.54,7587.56,0.0,10855.27
2024-07-31 18,95.89,52670.03,41779.09,611.63,1452.6,7565.8,0.0,20642.5
2024-07-31 19,114.62,52629.64,46410.520000000004,300.85,1670.4,8029.06,0.0,27092.96
2024-07-31 20,133.63,53275.59,50090.31,84.06,1692.58,7369.8099999999995,0.0,29078.739999999998
2024-07-31 21,112.64,54264.51,51901.9,5.85,2062.2,7098.469999999999,0.0,29160.29
2024-07-31 22,104.44,53124.03,52181.55,0.0,2460.9,6007.67,0.0,28281.77
2024-07-31 23,96.56,50224.380000000005,50795.4,0.0,2506.11,5947.41,0.0,23205.77
2024-08-01 00,96.72,47459.02,48870.15,0.0,2626.2799999999997,6824.43,0.0,19862.71
2024-08-01 01,89.8,45538.02,47019.69,0.0,2766.39,6532.3099999999995,0.0,18661.63
2024-08-01 02,86.76,44289.76,45449.33,0.0,2555.5,6356.52,0.0,18239.97
2024-08-01 03,80.4,43476.6,44391.81,0.0,2698.3999999999996,5623.46,0.0,17663.57
2024-08-01 04,86.1,43242.729999999996,43880.21,0.0,2606.37,4771.049999999999,0.0,18777.559999999998
2024-08-01 05,99.1,43841.78,43896.21,0.39,2460.9700000000003,4870.68,0.0,18986.46
2024-08-01 06,114.22,45249.83,43870.49,49.76,2498.02,5125.97,0.0,19191.45
2024-08-01 07,106.99,48322.55,44066.38,221.45,2157.4,5628.79,0.0,19001.57
2024-08-01 08,105.95,51421.369999999995,44603.770000000004,522.63,1715.56,4349.44,0.0,19405.7
2024-08-01 09,90.1,52625.18,42706.08,765.91,1296.64,3504.2,0.0,15579.43
2024-08-01 10,76.95,53220.42,39500.15,967.3499999999999,1274.27,2571.91,0.0,14131.939999999999
2024-08-01 11,67.64,53048.259999999995,36402.68,1204.17,1209.79,1793.21,0.0,13839.7
2024-08-01 12,64.03,52919.43,33451.92,1154.97,1171.69,1264.85,0.0,15115.28
2024-08-01 13,60.34,53166.95,31565.85,1144.17,910.13,1503.6,0.0,12944.95
2024-08-01 14,62.13,53091.22,32252.079999999998,1075.99,792.29,1061.2,13.32,16013.0
2024-08-01 15,70.55,52598.68,33699.51,764.79,907.45,1008.9200000000001,0.0,15927.16
2024-08-01 16,74.24,53189.99,37516.45,475.24,959.19,1494.31,0.0,16648.06
2024-08-01 17,93.78,53892.07,41199.57,296.35,1000.93,2232.24,0.0,19408.15
2024-08-01 18,99.9,52661.08,44574.55,218.11,1216.76,3201.04,0.0,25110.5
2024-08-01 19,115.2,52064.51,47586.88,122.63,1394.77,4305.78,0.0,26829.809999999998
2024-08-01 20,140.1,52216.3,49211.64,52.11,1509.01,4406.11,0.0,26697.28
2024-08-01 21,123.36,52511.25,49496.9,3.52,1443.13,3203.4,0.0,27155.79
2024-08-01 22,111.73,51097.03,49370.11,0.0,1119.78,2151.1,0.0,27852.22
2024-08-01 23,105.33,48619.46,47681.95,0.0,1133.56,1600.01,0.0,24866.5
2024-08-02 00,93.93,46097.270000000004,45969.45,0.0,1289.76,1521.2199999999998,0.0,20794.37
2024-08-02 01,88.87,44196.880000000005,43809.3,0.0,1105.11,1646.43,0.0,19981.510000000002
2024-08-02 02,87.8,43048.96,43115.24,0.0,892.9,1361.9099999999999,0.0,20066.32
2024-08-02 03,82.26,42480.43,43132.11,0.0,657.86,1101.49,0.0,19533.82
2024-08-02 04,86.1,42292.31,43156.619999999995,0.0,604.46,834.49,0.0,20275.1
2024-08-02 05,94.44,43087.06,43362.659999999996,0.1,563.11,718.52,0.0,20742.72
2024-08-02 06,109.51,44677.159999999996,44761.63,39.19,600.36,661.57,0.0,20904.58
2024-08-02 07,119.79,46436.64,46108.94,208.57,624.27,611.9100000000001,0.0,21312.98
2024-08-02 08,112.75,48448.28,47185.53,517.1,580.9300000000001,756.8299999999999,0.0,20391.44
2024-08-02 09,104.42,49278.0,45186.56,830.9100000000001,546.28,537.96,0.0,16613.32
2024-08-02 10,65.1,49812.259999999995,40587.1,1172.73,620.59,299.83,0.0,8574.86
2024-08-02 11,69.08,50289.12,36210.58,1447.8,666.45,138.01,0.0,6996.44
2024-08-02 12,63.84,50249.39,32400.1,1537.26,654.9300000000001,34.95,0.0,7217.83
2024-08-02 13,51.7,50556.01,29869.27,1514.0,650.45,26.96,0.0,6658.049999999999
2024-08-02 14,50.23,50117.21000000001,28470.12,1305.51,676.73,32.87,0.0,6980.98
2024-08-02 15,50.05,49927.54,28878.25,1199.67,575.12,37.88,0.0,6799.7
2024-08-02 16,64.72,50195.42,31134.59,1130.45,573.4300000000001,34.0,0.0,7718.58
2024-08-02 17,76.91,51059.42,36067.759999999995,960.55,540.0699999999999,21.599999999999998,3.2800000000000002,11573.5
2024-08-02 18,99.9,50650.55,40670.07,617.24,506.8,19.2,0.0,21743.44
2024-08-02 19,128.76,50384.28,44380.229999999996,298.78999999999996,424.7,87.81,0.96,26487.94
2024-08-02 20,145.73,51218.3,46618.51,85.89999999999999,421.14,182.75,1.9600000000000002,27039.84
2024-08-02 21,116.92,51650.22,47968.64,4.8,413.34000000000003,553.36,0.36,27137.03
2024-08-02 22,110.9,50530.99,48082.48,0.0,458.14,962.45,0.0,27596.449999999997
2024-08-02 23,99.4,48460.54,46909.54,0.0,538.4399999999999,1812.96,0.0,26133.6
2024-08-03 00,100.16,45903.15,45344.83,0.0,690.81,2591.06,0.0,22320.489999999998
2024-08-03 01,96.33,43977.85,42981.75,0.0,841.53,3477.41,0.0,17281.04
2024-08-03 02,90.7,42641.869999999995,41686.61,0.0,1164.17,3018.7,0.0,13447.66
2024-08-03 03,86.54,41885.29,41069.3,0.0,1206.25,2671.39,0.0,11997.14
2024-08-03 04,83.74,41487.75,40890.9,0.0,1125.24,2532.5,0.0,11693.58
2024-08-03 05,92.1,41453.82,40858.25,0.18,938.8,2460.9700000000003,0.0,11401.39
2024-08-03 06,99.9,41395.78,40092.71,61.38,1003.5,2888.21,0.0,10097.72
2024-08-03 07,92.05,41192.880000000005,37912.19,231.67000000000002,1172.98,2854.67,0.0,8919.369999999999
2024-08-03 08,81.19,42237.72,34552.64,318.43,1366.62,2757.23,0.0,5384.85
2024-08-03 09,62.91,43995.86,30914.83,623.28,1300.98,2398.9300000000003,0.0,4208.21
2024-08-03 10,32.44,44802.64,27825.72,937.45,1452.92,2756.54,0.0,4132.88
2024-08-03 11,20.36,45183.81,25029.32,962.54,1522.73,3574.09,0.0,4078.21
2024-08-03 12,14.66,45854.44,24421.01,1145.73,1922.23,4109.469999999999,0.0,4228.66
2024-08-03 13,6.41,46089.16,24734.09,1135.35,2071.3599999999997,5897.53,0.0,4200.42
2024-08-03 14,4.1,45943.74,25670.55,1052.85,2335.55,6321.969999999999,0.0,4232.59
2024-08-03 15,12.02,46017.66,27615.95,792.0699999999999,2780.86,7395.88,0.0,4229.07
2024-08-03 16,28.8,47059.68,31326.120000000003,725.91,3789.33,8338.9,0.0,4145.16
2024-08-03 17,70.7,48693.19,35772.92,437.09000000000003,4011.37,11408.04,0.0,6142.68
2024-08-03 18,99.9,49003.42,39493.57,248.32,3916.57,12737.26,0.0,13970.25
2024-08-03 19,106.85,48536.85,42251.37,58.2,3616.42,11533.16,0.0,21826.309999999998
2024-08-03 20,119.9,48555.56,44373.79,31.31,3815.29,12152.41,0.0,22810.07
2024-08-03 21,130.85,49049.44,45714.88,1.25,4277.46,8586.55,0.0,23849.02
2024-08-03 22,115.05,48070.19,46039.770000000004,0.0,3900.0299999999997,4497.25,0.0,23910.03
2024-08-03 23,99.9,46210.51,45127.41,0.0,3185.55,2755.13,0.0,19738.87
2024-08-04 00,106.89,43954.65,40764.700000000004,0.0,2404.01,1851.5900000000001,0.0,17362.66
2024-08-04 01,97.65,42430.03,39434.58,0.0,1882.93,2110.12,0.0,13783.08
2024-08-04 02,93.88,41431.95,37935.05,0.0,2297.48,2510.0299999999997,0.0,10071.619999999999
2024-08-04 03,88.05,40893.9,36999.21,0.0,2451.72,2163.79,0.0,6926.04
2024-08-04 04,85.5,40420.36,36742.49,0.0,2817.45,1769.41,0.0,4596.75
2024-08-04 05,79.06,40389.229999999996,36507.33,0.04,2688.05,1757.07,0.0,4427.030000000001
2024-08-04 06,77.7,39434.36,35914.51,40.0,2001.57,1853.8,0.0,4202.95
2024-08-04 07,69.83,38659.509999999995,35537.48,261.07,1455.85,1931.1100000000001,0.0,3726.21
2024-08-04 08,58.98,39340.12,35784.74,538.16,1344.65,1451.26,0.0,3518.38
2024-08-04 09,26.87,40881.79,36475.770000000004,745.88,1353.74,1089.48,0.0,3531.38
2024-08-04 10,8.05,41853.36,35800.56,985.2,1187.1100000000001,542.87,0.0,3524.92
2024-08-04 11,2.05,42655.5,35019.87,1074.85,1133.73,268.02,0.0,3662.55
2024-08-04 12,0.06,43478.29,34844.75,920.45,1089.58,558.95,0.0,3793.69
2024-08-04 13,-0.04,43171.07,34735.36,811.14,1015.2,584.2,0.0,3984.2599999999998
2024-08-04 14,-2.14,43146.42,34860.35,892.05,903.1800000000001,325.87,0.0,3699.74
2024-08-04 15,-0.01,42683.93,35461.72,757.77,999.14,159.37,0.0,3544.52
2024-08-04 16,1.03,43350.94,36466.71,815.62,1195.3,139.64999999999998,0.0,3781.29
2024-08-04 17,22.45,45006.21,39054.53,668.83,937.28,239.48000000000002,0.0,4369.57
2024-08-04 18,72.15,45325.53,41699.479999999996,451.57,897.6,122.84,0.0,7561.93
2024-08-04 19,104.0,45612.26,43107.11,274.24,827.1800000000001,357.4,0.0,13389.91
2024-08-04 20,118.8,47101.18,44513.47,74.83,563.83,288.03999999999996,0.0,18805.21
2024-08-04 21,122.65,48023.380000000005,45344.479999999996,2.2399999999999998,390.09,259.14,0.0,18948.89
2024-08-04 22,111.88,47598.58,45359.950000000004,0.0,335.03,294.65999999999997,0.0,18669.42
2024-08-04 23,102.93,45598.770000000004,44045.93,0.0,320.79,523.8199999999999,0.0,15529.6
2024-08-05 00,103.52,43555.57,42612.22,0.0,349.13,862.05,0.0,14280.83
2024-08-05 01,85.72,42080.35,40944.67,0.0,391.38,1248.99,0.0,12492.42
2024-08-05 02,82.3,41341.04,40104.08,0.0,415.48,1331.27,0.0,13039.779999999999
2024-08-05 03,85.12,40961.68,39507.02,0.0,488.16,1641.38,0.0,13116.619999999999
2024-08-05 04,82.81,40878.82,39524.81,0.0,696.4300000000001,1857.22,54.9,14494.69
2024-08-05 05,97.02,41713.81,39885.93,0.02,768.56,1899.5,429.5,17764.6
2024-08-05 06,118.98,43602.229999999996,41063.759999999995,38.5,911.63,1823.24,603.1,23626.74
2024-08-05 07,137.29,45693.55,41042.06,189.56,958.0,1877.3200000000002,694.61,24622.61
2024-08-05 08,113.42,48346.47,39300.83,433.04,888.6,1885.54,1198.93,23266.83
2024-08-05 09,102.83,49229.88,36251.229999999996,535.91,768.74,2318.33,1278.17,14572.65
2024-08-05 10,73.18,49742.31,32775.119999999995,670.49,786.5799999999999,2073.51,1315.57,6249.92
2024-08-05 11,51.44,50161.64,29975.02,837.16,1036.5500000000002,1791.6,1183.73,4949.65
2024-08-05 12,31.0,50393.94,28490.07,930.67,1075.55,1674.4,1200.97,4798.42
2024-08-05 13,26.0,50467.06,27478.58,584.19,1113.27,1521.33,1157.76,4752.4
2024-08-05 14,3.31,50558.46,27413.55,550.56,1160.48,1370.88,1164.7,4698.21
2024-08-05 15,27.1,50072.71,27521.47,519.5,1147.56,1589.13,1134.82,4546.35
2024-08-05 16,53.89,49976.21,30194.5,730.02,1187.25,1634.74,1148.29,5852.0599999999995
2024-08-05 17,83.6,50999.43,35103.24,785.27,1164.48,1536.46,1362.8,12288.68
2024-08-05 18,102.0,50487.79,40527.740000000005,573.0,811.54,1493.5,1710.51,20938.39
2024-08-05 19,151.34,50961.54,45287.8,271.73,463.04,1170.15,2524.6,26878.989999999998
2024-08-05 20,245.23,52097.71,49171.91,70.75999999999999,367.85,876.87,3074.93,27756.32
2024-08-05 21,170.93,52869.229999999996,50275.74,2.35,411.32,903.76,3044.4,28033.56
2024-08-05 22,119.94,51462.79,49541.6,0.0,330.73,916.63,2965.99,27609.67
2024-08-05 23,102.75,48822.49,46634.28,0.0,344.8,873.98,3035.04,25575.59
2024-08-06 00,101.6,46026.72,43971.93,0.0,442.95,721.33,3013.64,22060.28
2024-08-06 01,93.52,44105.600000000006,42399.83,0.0,643.4100000000001,874.01,2930.87,19999.7
2024-08-06 02,86.61,43197.07,41852.78,0.0,1085.88,1836.54,2714.2,19862.25
2024-08-06 03,82.41,42687.56,41705.79,0.0,1631.06,3248.6099999999997,2216.44,19149.760000000002
2024-08-06 04,83.24,42569.58,42482.57,0.0,1900.49,3962.23,2620.36,19636.870000000003
2024-08-06 05,92.44,43205.5,43979.48,0.05,1848.75,3663.22,3005.93,20535.739999999998
2024-08-06 06,118.84,44919.229999999996,45386.66,32.6,1768.4,3404.74,3020.84,21123.989999999998
2024-08-06 07,124.52,47079.34,47074.64,199.32,1520.06,3008.17,2710.6,20924.23
2024-08-06 08,84.33,49474.03,47126.020000000004,530.63,1260.96,2203.78,2015.33,13674.31
2024-08-06 09,73.69,50756.1,45092.8,897.21,1012.77,1115.99,1502.9299999999998,6489.89
2024-08-06 10,36.04,51498.76,41761.1,1189.56,942.33,516.9300000000001,1094.89,4684.4400000000005
2024-08-06 11,21.11,51636.43,37809.26,1391.78,1054.58,407.92,930.6700000000001,4637.33
2024-08-06 12,15.84,51987.5,33833.76,1519.81,1214.9499999999998,473.95,881.64,4495.84
2024-08-06 13,2.93,52095.229999999996,31698.82,1487.08,1210.43,392.26,901.03,4475.219999999999
2024-08-06 14,4.76,51695.28,30563.27,1418.23,1183.0700000000002,766.2,938.7,4484.69
2024-08-06 15,19.24,52143.17,31761.1,1420.48,1264.95,1220.23,1147.5,4827.75
2024-08-06 16,38.84,52449.36,33726.85,984.2,1087.44,1359.35,1214.04,6032.98
2024-08-06 17,80.75,53055.06,37368.41,689.44,1044.65,1874.4299999999998,1261.24,10791.119999999999
2024-08-06 18,105.0,52717.53,40910.03,588.9200000000001,1205.27,2780.34,1353.64,21822.84
2024-08-06 19,161.39,53135.4,45007.72,250.87,1135.52,3753.46,2555.87,28656.809999999998
2024-08-06 20,228.2,53788.07,47678.94,59.629999999999995,763.38,5856.95,3044.81,29398.2
2024-08-06 21,168.9,54753.3,49724.520000000004,2.06,608.1800000000001,5436.29,2945.86,29614.13
