"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"13/02/2022 00:30 - 13/02/2022 00:45","BZN|NL","10967.69","11281.78"
"13/02/2022 00:45 - 13/02/2022 01:00","BZN|NL","10894.71","11199.47"
"13/02/2022 01:00 - 13/02/2022 01:15","BZN|NL","10802.21","11093.81"
"13/02/2022 01:15 - 13/02/2022 01:30","BZN|NL","10724.10","11023.74"
"13/02/2022 01:30 - 13/02/2022 01:45","BZN|NL","10581.36","10946.78"
"13/02/2022 01:45 - 13/02/2022 02:00","BZN|NL","10522.41","10861.77"
"13/02/2022 02:00 - 13/02/2022 02:15","BZN|NL","10513.65","10793.66"
"13/02/2022 02:15 - 13/02/2022 02:30","BZN|NL","10496.38","10741.83"
"13/02/2022 02:30 - 13/02/2022 02:45","BZN|NL","10458.31","10697.06"
"13/02/2022 02:45 - 13/02/2022 03:00","BZN|NL","10395.30","10632.61"
"13/02/2022 03:00 - 13/02/2022 03:15","BZN|NL","10359.28","10595.28"
"13/02/2022 03:15 - 13/02/2022 03:30","BZN|NL","10238.50","10574.05"
"13/02/2022 03:30 - 13/02/2022 03:45","BZN|NL","10240.33","10568.70"
"13/02/2022 03:45 - 13/02/2022 04:00","BZN|NL","10227.34","10561.79"
"13/02/2022 04:00 - 13/02/2022 04:15","BZN|NL","10208.73","10556.21"
"13/02/2022 04:15 - 13/02/2022 04:30","BZN|NL","10311.32","10560.66"
"13/02/2022 04:30 - 13/02/2022 04:45","BZN|NL","10353.29","10568.58"
"13/02/2022 04:45 - 13/02/2022 05:00","BZN|NL","10359.69","10585.33"
"13/02/2022 05:00 - 13/02/2022 05:15","BZN|NL","10414.44","10608.17"
"13/02/2022 05:15 - 13/02/2022 05:30","BZN|NL","10474.35","10660.95"
"13/02/2022 05:30 - 13/02/2022 05:45","BZN|NL","10477.07","10704.89"
"13/02/2022 05:45 - 13/02/2022 06:00","BZN|NL","10508.77","10740.28"
"13/02/2022 06:00 - 13/02/2022 06:15","BZN|NL","10597.41","10800.52"
"13/02/2022 06:15 - 13/02/2022 06:30","BZN|NL","10648.59","10896.86"
"13/02/2022 06:30 - 13/02/2022 06:45","BZN|NL","10683.89","10975.26"
"13/02/2022 06:45 - 13/02/2022 07:00","BZN|NL","10767.23","11040.64"
"13/02/2022 07:00 - 13/02/2022 07:15","BZN|NL","10919.74","11099.92"
"13/02/2022 07:15 - 13/02/2022 07:30","BZN|NL","10953.26","11223.49"
"13/02/2022 07:30 - 13/02/2022 07:45","BZN|NL","11056.71","11341.25"
"13/02/2022 07:45 - 13/02/2022 08:00","BZN|NL","11112.87","11446.58"
"13/02/2022 08:00 - 13/02/2022 08:15","BZN|NL","11261.05","11539.73"
"13/02/2022 08:15 - 13/02/2022 08:30","BZN|NL","11384.91","11652.83"
"13/02/2022 08:30 - 13/02/2022 08:45","BZN|NL","11463.13","11775.38"
"13/02/2022 08:45 - 13/02/2022 09:00","BZN|NL","11530.15","11885.41"
"13/02/2022 09:00 - 13/02/2022 09:15","BZN|NL","11651.40","12011.32"
"13/02/2022 09:15 - 13/02/2022 09:30","BZN|NL","11656.70","12133.15"
"13/02/2022 09:30 - 13/02/2022 09:45","BZN|NL","11678.29","12214.62"
"13/02/2022 09:45 - 13/02/2022 10:00","BZN|NL","11636.74","12236.69"
"13/02/2022 10:00 - 13/02/2022 10:15","BZN|NL","11546.01","12244.62"
"13/02/2022 10:15 - 13/02/2022 10:30","BZN|NL","11332.46","12250.52"
"13/02/2022 10:30 - 13/02/2022 10:45","BZN|NL","11110.44","12209.32"
"13/02/2022 10:45 - 13/02/2022 11:00","BZN|NL","10969.28","12146.42"
"13/02/2022 11:00 - 13/02/2022 11:15","BZN|NL","10737.96","12115.98"
"13/02/2022 11:15 - 13/02/2022 11:30","BZN|NL","10613.59","12071.11"
"13/02/2022 11:30 - 13/02/2022 11:45","BZN|NL","10507.01","12010.54"
"13/02/2022 11:45 - 13/02/2022 12:00","BZN|NL","10410.36","12042.11"
"13/02/2022 12:00 - 13/02/2022 12:15","BZN|NL","10349.65","12086.99"
"13/02/2022 12:15 - 13/02/2022 12:30","BZN|NL","10260.71","12125.85"
"13/02/2022 12:30 - 13/02/2022 12:45","BZN|NL","10227.90","12138.95"
"13/02/2022 12:45 - 13/02/2022 13:00","BZN|NL","10232.51","12125.70"
"13/02/2022 13:00 - 13/02/2022 13:15","BZN|NL","10358.72","12117.28"
"13/02/2022 13:15 - 13/02/2022 13:30","BZN|NL","10517.21","12074.75"
"13/02/2022 13:30 - 13/02/2022 13:45","BZN|NL","10543.82","12030.07"
"13/02/2022 13:45 - 13/02/2022 14:00","BZN|NL","10575.38","12007.86"
"13/02/2022 14:00 - 13/02/2022 14:15","BZN|NL","10638.57","11980.58"
"13/02/2022 14:15 - 13/02/2022 14:30","BZN|NL","10695.19","11985.61"
"13/02/2022 14:30 - 13/02/2022 14:45","BZN|NL","10782.21","12041.01"
"13/02/2022 14:45 - 13/02/2022 15:00","BZN|NL","10890.78","12086.65"
"13/02/2022 15:00 - 13/02/2022 15:15","BZN|NL","11056.56","12162.37"
"13/02/2022 15:15 - 13/02/2022 15:30","BZN|NL","11229.58","12247.72"
"13/02/2022 15:30 - 13/02/2022 15:45","BZN|NL","11411.55","12384.67"
"13/02/2022 15:45 - 13/02/2022 16:00","BZN|NL","11630.96","12507.69"
"13/02/2022 16:00 - 13/02/2022 16:15","BZN|NL","11869.03","12609.54"
"13/02/2022 16:15 - 13/02/2022 16:30","BZN|NL","12058.36","12672.49"
"13/02/2022 16:30 - 13/02/2022 16:45","BZN|NL","12403.07","12883.75"
"13/02/2022 16:45 - 13/02/2022 17:00","BZN|NL","12781.13","13142.33"
"13/02/2022 17:00 - 13/02/2022 17:15","BZN|NL","13143.33","13317.70"
"13/02/2022 17:15 - 13/02/2022 17:30","BZN|NL","13521.67","13458.55"
"13/02/2022 17:30 - 13/02/2022 17:45","BZN|NL","13966.51","13860.69"
"13/02/2022 17:45 - 13/02/2022 18:00","BZN|NL","14259.52","14135.12"
"13/02/2022 18:00 - 13/02/2022 18:15","BZN|NL","14369.69","14202.15"
"13/02/2022 18:15 - 13/02/2022 18:30","BZN|NL","14316.73","14079.72"
"13/02/2022 18:30 - 13/02/2022 18:45","BZN|NL","14207.87","13902.51"
"13/02/2022 18:45 - 13/02/2022 19:00","BZN|NL","14161.05","13790.25"
"13/02/2022 19:00 - 13/02/2022 19:15","BZN|NL","13979.59","13715.28"
"13/02/2022 19:15 - 13/02/2022 19:30","BZN|NL","13813.75","13619.87"
"13/02/2022 19:30 - 13/02/2022 19:45","BZN|NL","13728.26","13486.85"
"13/02/2022 19:45 - 13/02/2022 20:00","BZN|NL","13595.22","13364.87"
"13/02/2022 20:00 - 13/02/2022 20:15","BZN|NL","13486.23","13321.72"
"13/02/2022 20:15 - 13/02/2022 20:30","BZN|NL","13366.40","13201.33"
"13/02/2022 20:30 - 13/02/2022 20:45","BZN|NL","13158.99","13020.95"
"13/02/2022 20:45 - 13/02/2022 21:00","BZN|NL","12979.65","12867.74"
"13/02/2022 21:00 - 13/02/2022 21:15","BZN|NL","12782.02","12800.30"
"13/02/2022 21:15 - 13/02/2022 21:30","BZN|NL","12656.33","12756.24"
"13/02/2022 21:30 - 13/02/2022 21:45","BZN|NL","12489.79","12663.21"
"13/02/2022 21:45 - 13/02/2022 22:00","BZN|NL","12329.67","12517.65"
"13/02/2022 22:00 - 13/02/2022 22:15","BZN|NL","12185.90","12413.73"
"13/02/2022 22:15 - 13/02/2022 22:30","BZN|NL","12028.54","12376.65"
"13/02/2022 22:30 - 13/02/2022 22:45","BZN|NL","11844.26","12288.44"
"13/02/2022 22:45 - 13/02/2022 23:00","BZN|NL","11677.17","12159.98"
"13/02/2022 23:00 - 13/02/2022 23:15","BZN|NL","11470.33","12046.15"
"13/02/2022 23:15 - 13/02/2022 23:30","BZN|NL","11236.18","11940.26"
"13/02/2022 23:30 - 13/02/2022 23:45","BZN|NL","11091.43","11768.21"
"13/02/2022 23:45 - 14/02/2022 00:00","BZN|NL","10896.36","11602.46"
"14/02/2022 00:00 - 14/02/2022 00:15","BZN|NL","10814.89","11513.02"
"14/02/2022 00:15 - 14/02/2022 00:30","BZN|NL","10640.07","11466.59"
"14/02/2022 00:30 - 14/02/2022 00:45","BZN|NL","10546.53","11375.44"
"14/02/2022 00:45 - 14/02/2022 01:00","BZN|NL","10413.61","11266.76"
"14/02/2022 01:00 - 14/02/2022 01:15","BZN|NL","10359.65","11206.95"
"14/02/2022 01:15 - 14/02/2022 01:30","BZN|NL","10339.64","11125.25"
"14/02/2022 01:30 - 14/02/2022 01:45","BZN|NL","10264.45","11017.05"
"14/02/2022 01:45 - 14/02/2022 02:00","BZN|NL","10203.86","10972.72"
"14/02/2022 02:00 - 14/02/2022 02:15","BZN|NL","10174.79","10916.05"
"14/02/2022 02:15 - 14/02/2022 02:30","BZN|NL","10148.58","10873.91"
"14/02/2022 02:30 - 14/02/2022 02:45","BZN|NL","10124.89","10862.13"
"14/02/2022 02:45 - 14/02/2022 03:00","BZN|NL","10111.10","10831.37"
"14/02/2022 03:00 - 14/02/2022 03:15","BZN|NL","10078.50","10806.29"
"14/02/2022 03:15 - 14/02/2022 03:30","BZN|NL","10102.11","10809.69"
"14/02/2022 03:30 - 14/02/2022 03:45","BZN|NL","10082.52","10793.16"
"14/02/2022 03:45 - 14/02/2022 04:00","BZN|NL","10086.52","10791.54"
"14/02/2022 04:00 - 14/02/2022 04:15","BZN|NL","10124.46","10795.62"
"14/02/2022 04:15 - 14/02/2022 04:30","BZN|NL","10132.11","10832.05"
"14/02/2022 04:30 - 14/02/2022 04:45","BZN|NL","10192.07","10900.17"
"14/02/2022 04:45 - 14/02/2022 05:00","BZN|NL","10277.89","10993.49"
"14/02/2022 05:00 - 14/02/2022 05:15","BZN|NL","10454.37","11095.18"
"14/02/2022 05:15 - 14/02/2022 05:30","BZN|NL","10614.37","11252.51"
"14/02/2022 05:30 - 14/02/2022 05:45","BZN|NL","10776.73","11418.07"
"14/02/2022 05:45 - 14/02/2022 06:00","BZN|NL","11005.77","11621.02"
"14/02/2022 06:00 - 14/02/2022 06:15","BZN|NL","11357.43","11867.64"
"14/02/2022 06:15 - 14/02/2022 06:30","BZN|NL","11663.40","12259.51"
"14/02/2022 06:30 - 14/02/2022 06:45","BZN|NL","11890.78","12598.65"
"14/02/2022 06:45 - 14/02/2022 07:00","BZN|NL","12288.12","12862.88"
"14/02/2022 07:00 - 14/02/2022 07:15","BZN|NL","12868.85","13091.79"
"14/02/2022 07:15 - 14/02/2022 07:30","BZN|NL","13352.59","13441.54"
"14/02/2022 07:30 - 14/02/2022 07:45","BZN|NL","13751.03","13886.49"
"14/02/2022 07:45 - 14/02/2022 08:00","BZN|NL","14089.13","14338.16"
"14/02/2022 08:00 - 14/02/2022 08:15","BZN|NL","14414.69","14675.32"
"14/02/2022 08:15 - 14/02/2022 08:30","BZN|NL","14621.78","14871.10"
"14/02/2022 08:30 - 14/02/2022 08:45","BZN|NL","14844.31","15076.57"
"14/02/2022 08:45 - 14/02/2022 09:00","BZN|NL","15001.02","15304.33"
"14/02/2022 09:00 - 14/02/2022 09:15","BZN|NL","15029.63","15392.93"
"14/02/2022 09:15 - 14/02/2022 09:30","BZN|NL","14963.95","15443.69"
"14/02/2022 09:30 - 14/02/2022 09:45","BZN|NL","14855.30","15380.78"
"14/02/2022 09:45 - 14/02/2022 10:00","BZN|NL","14751.12","15224.98"
"14/02/2022 10:00 - 14/02/2022 10:15","BZN|NL","14617.17","15060.56"
"14/02/2022 10:15 - 14/02/2022 10:30","BZN|NL","14459.46","14815.51"
"14/02/2022 10:30 - 14/02/2022 10:45","BZN|NL","14323.95","14640.08"
"14/02/2022 10:45 - 14/02/2022 11:00","BZN|NL","14178.60","14533.10"
"14/02/2022 11:00 - 14/02/2022 11:15","BZN|NL","14038.41","14435.59"
"14/02/2022 11:15 - 14/02/2022 11:30","BZN|NL","13836.30","14252.88"
"14/02/2022 11:30 - 14/02/2022 11:45","BZN|NL","13667.52","14001.86"
"14/02/2022 11:45 - 14/02/2022 12:00","BZN|NL","13630.03","13869.13"
"14/02/2022 12:00 - 14/02/2022 12:15","BZN|NL","13476.03","13769.20"
"14/02/2022 12:15 - 14/02/2022 12:30","BZN|NL","13236.83","13582.59"
"14/02/2022 12:30 - 14/02/2022 12:45","BZN|NL","13082.72","13412.19"
"14/02/2022 12:45 - 14/02/2022 13:00","BZN|NL","12962.14","13331.63"
"14/02/2022 13:00 - 14/02/2022 13:15","BZN|NL","12891.18","13287.67"
"14/02/2022 13:15 - 14/02/2022 13:30","BZN|NL","12793.63","13382.93"
"14/02/2022 13:30 - 14/02/2022 13:45","BZN|NL","12755.09","13454.53"
"14/02/2022 13:45 - 14/02/2022 14:00","BZN|NL","12737.82","13416.04"
"14/02/2022 14:00 - 14/02/2022 14:15","BZN|NL","12699.58","13440.56"
"14/02/2022 14:15 - 14/02/2022 14:30","BZN|NL","12653.71","13602.25"
"14/02/2022 14:30 - 14/02/2022 14:45","BZN|NL","12736.78","13710.45"
"14/02/2022 14:45 - 14/02/2022 15:00","BZN|NL","12717.80","13808.42"
"14/02/2022 15:00 - 14/02/2022 15:15","BZN|NL","12911.54","13955.60"
"14/02/2022 15:15 - 14/02/2022 15:30","BZN|NL","13019.02","14115.85"
"14/02/2022 15:30 - 14/02/2022 15:45","BZN|NL","13140.75","14283.03"
"14/02/2022 15:45 - 14/02/2022 16:00","BZN|NL","13282.61","14473.63"
"14/02/2022 16:00 - 14/02/2022 16:15","BZN|NL","13530.03","14572.65"
"14/02/2022 16:15 - 14/02/2022 16:30","BZN|NL","13730.99","14566.71"
"14/02/2022 16:30 - 14/02/2022 16:45","BZN|NL","14021.62","14751.66"
"14/02/2022 16:45 - 14/02/2022 17:00","BZN|NL","14324.38","14995.61"
"14/02/2022 17:00 - 14/02/2022 17:15","BZN|NL","14759.57","15178.81"
"14/02/2022 17:15 - 14/02/2022 17:30","BZN|NL","15229.17","15260.28"
"14/02/2022 17:30 - 14/02/2022 17:45","BZN|NL","15547.51","15548.67"
"14/02/2022 17:45 - 14/02/2022 18:00","BZN|NL","15769.03","15801.63"
"14/02/2022 18:00 - 14/02/2022 18:15","BZN|NL","15767.18","15801.73"
"14/02/2022 18:15 - 14/02/2022 18:30","BZN|NL","15692.58","15523.91"
"14/02/2022 18:30 - 14/02/2022 18:45","BZN|NL","15591.23","15273.71"
"14/02/2022 18:45 - 14/02/2022 19:00","BZN|NL","15518.89","15142.76"
"14/02/2022 19:00 - 14/02/2022 19:15","BZN|NL","15370.26","15043.67"
"14/02/2022 19:15 - 14/02/2022 19:30","BZN|NL","15229.48","14898.38"
"14/02/2022 19:30 - 14/02/2022 19:45","BZN|NL","15078.92","14783.26"
"14/02/2022 19:45 - 14/02/2022 20:00","BZN|NL","14979.21","14677.06"
"14/02/2022 20:00 - 14/02/2022 20:15","BZN|NL","14761.67","14527.58"
"14/02/2022 20:15 - 14/02/2022 20:30","BZN|NL","14576.80","14327.80"
"14/02/2022 20:30 - 14/02/2022 20:45","BZN|NL","14373.43","14182.65"
"14/02/2022 20:45 - 14/02/2022 21:00","BZN|NL","14162.48","14064.04"
"14/02/2022 21:00 - 14/02/2022 21:15","BZN|NL","13940.93","13936.97"
"14/02/2022 21:15 - 14/02/2022 21:30","BZN|NL","13746.69","13828.85"
"14/02/2022 21:30 - 14/02/2022 21:45","BZN|NL","13554.40","13707.12"
"14/02/2022 21:45 - 14/02/2022 22:00","BZN|NL","13310.53","13506.22"
"14/02/2022 22:00 - 14/02/2022 22:15","BZN|NL","13075.95","13346.58"
"14/02/2022 22:15 - 14/02/2022 22:30","BZN|NL","12862.82","13270.89"
"14/02/2022 22:30 - 14/02/2022 22:45","BZN|NL","12608.67","13137.26"
"14/02/2022 22:45 - 14/02/2022 23:00","BZN|NL","12380.49","12919.75"
"14/02/2022 23:00 - 14/02/2022 23:15","BZN|NL","12204.79","12860.03"
"14/02/2022 23:15 - 14/02/2022 23:30","BZN|NL","11971.93","12844.12"
"14/02/2022 23:30 - 14/02/2022 23:45","BZN|NL","11775.73","12752.73"
"14/02/2022 23:45 - 15/02/2022 00:00","BZN|NL","11513.44","12603.47"
"15/02/2022 00:00 - 15/02/2022 00:15","BZN|NL","11433.34","12459.63"
"15/02/2022 00:15 - 15/02/2022 00:30","BZN|NL","11360.19","12343.47"
"15/02/2022 00:30 - 15/02/2022 00:45","BZN|NL","11223.38","12236.78"
"15/02/2022 00:45 - 15/02/2022 01:00","BZN|NL","11101.49","12139.50"
"15/02/2022 01:00 - 15/02/2022 01:15","BZN|NL","11028.22","12040.06"
"15/02/2022 01:15 - 15/02/2022 01:30","BZN|NL","10883.31","11972.04"
"15/02/2022 01:30 - 15/02/2022 01:45","BZN|NL","10823.87","11888.21"
"15/02/2022 01:45 - 15/02/2022 02:00","BZN|NL","10793.33","11815.46"
"15/02/2022 02:00 - 15/02/2022 02:15","BZN|NL","10719.45","11745.82"
"15/02/2022 02:15 - 15/02/2022 02:30","BZN|NL","10669.30","11719.55"
"15/02/2022 02:30 - 15/02/2022 02:45","BZN|NL","10589.27","11690.34"
"15/02/2022 02:45 - 15/02/2022 03:00","BZN|NL","10536.36","11627.74"
"15/02/2022 03:00 - 15/02/2022 03:15","BZN|NL","10544.89","11615.71"
"15/02/2022 03:15 - 15/02/2022 03:30","BZN|NL","10494.79","11623.27"
"15/02/2022 03:30 - 15/02/2022 03:45","BZN|NL","10468.70","11595.00"
"15/02/2022 03:45 - 15/02/2022 04:00","BZN|NL","10470.23","11587.66"
"15/02/2022 04:00 - 15/02/2022 04:15","BZN|NL","10460.17","12083.70"
"15/02/2022 04:15 - 15/02/2022 04:30","BZN|NL","10535.01","11577.45"
"15/02/2022 04:30 - 15/02/2022 04:45","BZN|NL","10533.90","11601.19"
"15/02/2022 04:45 - 15/02/2022 05:00","BZN|NL","10595.31","11622.70"
"15/02/2022 05:00 - 15/02/2022 05:15","BZN|NL","10662.10","11677.38"
"15/02/2022 05:15 - 15/02/2022 05:30","BZN|NL","10809.92","11846.29"
"15/02/2022 05:30 - 15/02/2022 05:45","BZN|NL","10954.77","12509.56"
"15/02/2022 05:45 - 15/02/2022 06:00","BZN|NL","11163.89","12114.69"
"15/02/2022 06:00 - 15/02/2022 06:15","BZN|NL","11560.24","12309.79"
"15/02/2022 06:15 - 15/02/2022 06:30","BZN|NL","11887.81","12624.53"
"15/02/2022 06:30 - 15/02/2022 06:45","BZN|NL","12304.02","12937.91"
"15/02/2022 06:45 - 15/02/2022 07:00","BZN|NL","12662.77","13205.49"
"15/02/2022 07:00 - 15/02/2022 07:15","BZN|NL","13250.61","13559.33"
"15/02/2022 07:15 - 15/02/2022 07:30","BZN|NL","13781.79","13919.22"
"15/02/2022 07:30 - 15/02/2022 07:45","BZN|NL","14232.92","14321.35"
"15/02/2022 07:45 - 15/02/2022 08:00","BZN|NL","14468.44","14680.15"
"15/02/2022 08:00 - 15/02/2022 08:15","BZN|NL","14712.29","14948.94"
"15/02/2022 08:15 - 15/02/2022 08:30","BZN|NL","14809.67","15135.69"
"15/02/2022 08:30 - 15/02/2022 08:45","BZN|NL","14872.57","15251.57"
"15/02/2022 08:45 - 15/02/2022 09:00","BZN|NL","14908.87","15373.83"
"15/02/2022 09:00 - 15/02/2022 09:15","BZN|NL","14901.90","15466.04"
"15/02/2022 09:15 - 15/02/2022 09:30","BZN|NL","14751.15","15420.52"
"15/02/2022 09:30 - 15/02/2022 09:45","BZN|NL","14516.81","15395.57"
"15/02/2022 09:45 - 15/02/2022 10:00","BZN|NL","14267.37","15349.86"
"15/02/2022 10:00 - 15/02/2022 10:15","BZN|NL","13882.19","15282.89"
"15/02/2022 10:15 - 15/02/2022 10:30","BZN|NL","13538.28","15192.71"
"15/02/2022 10:30 - 15/02/2022 10:45","BZN|NL","13234.54","15074.76"
"15/02/2022 10:45 - 15/02/2022 11:00","BZN|NL","13101.64","15002.76"
"15/02/2022 11:00 - 15/02/2022 11:15","BZN|NL","12784.43","14992.66"
"15/02/2022 11:15 - 15/02/2022 11:30","BZN|NL","12431.40","14900.00"
"15/02/2022 11:30 - 15/02/2022 11:45","BZN|NL","12270.15","14825.00"
"15/02/2022 11:45 - 15/02/2022 12:00","BZN|NL","12279.77","14759.32"
"15/02/2022 12:00 - 15/02/2022 12:15","BZN|NL","12170.23","14674.03"
"15/02/2022 12:15 - 15/02/2022 12:30","BZN|NL","12089.98","14636.77"
"15/02/2022 12:30 - 15/02/2022 12:45","BZN|NL","11942.86","14570.99"
"15/02/2022 12:45 - 15/02/2022 13:00","BZN|NL","11895.30","14479.10"
"15/02/2022 13:00 - 15/02/2022 13:15","BZN|NL","12063.62","14457.87"
"15/02/2022 13:15 - 15/02/2022 13:30","BZN|NL","12264.78","14440.13"
"15/02/2022 13:30 - 15/02/2022 13:45","BZN|NL","12534.97","14440.17"
"15/02/2022 13:45 - 15/02/2022 14:00","BZN|NL","12733.67","14451.13"
"15/02/2022 14:00 - 15/02/2022 14:15","BZN|NL","13008.19","14385.00"
"15/02/2022 14:15 - 15/02/2022 14:30","BZN|NL","13306.34","14363.38"
"15/02/2022 14:30 - 15/02/2022 14:45","BZN|NL","13434.66","14405.70"
"15/02/2022 14:45 - 15/02/2022 15:00","BZN|NL","13646.01","14444.31"
"15/02/2022 15:00 - 15/02/2022 15:15","BZN|NL","13802.17","14496.19"
"15/02/2022 15:15 - 15/02/2022 15:30","BZN|NL","14066.66","14571.73"
"15/02/2022 15:30 - 15/02/2022 15:45","BZN|NL","14269.99","14633.97"
"15/02/2022 15:45 - 15/02/2022 16:00","BZN|NL","14524.52","14715.10"
"15/02/2022 16:00 - 15/02/2022 16:15","BZN|NL","14675.89","14847.74"
"15/02/2022 16:15 - 15/02/2022 16:30","BZN|NL","14836.09","14862.50"
"15/02/2022 16:30 - 15/02/2022 16:45","BZN|NL","15081.11","14942.29"
"15/02/2022 16:45 - 15/02/2022 17:00","BZN|NL","15361.47","15016.05"
"15/02/2022 17:00 - 15/02/2022 17:15","BZN|NL","15566.10","15082.66"
"15/02/2022 17:15 - 15/02/2022 17:30","BZN|NL","15859.86","15096.23"
"15/02/2022 17:30 - 15/02/2022 17:45","BZN|NL","16083.95","15367.90"
"15/02/2022 17:45 - 15/02/2022 18:00","BZN|NL","16184.52","15515.69"
"15/02/2022 18:00 - 15/02/2022 18:15","BZN|NL","16070.01","15490.76"
"15/02/2022 18:15 - 15/02/2022 18:30","BZN|NL","15887.90","15257.05"
"15/02/2022 18:30 - 15/02/2022 18:45","BZN|NL","15784.25","15051.87"
"15/02/2022 18:45 - 15/02/2022 19:00","BZN|NL","15650.39","14902.68"
"15/02/2022 19:00 - 15/02/2022 19:15","BZN|NL","15427.70","14773.50"
"15/02/2022 19:15 - 15/02/2022 19:30","BZN|NL","15256.62","14629.90"
"15/02/2022 19:30 - 15/02/2022 19:45","BZN|NL","15120.03","14494.89"
"15/02/2022 19:45 - 15/02/2022 20:00","BZN|NL","15069.03","14406.63"
"15/02/2022 20:00 - 15/02/2022 20:15","BZN|NL","14781.85","14311.40"
"15/02/2022 20:15 - 15/02/2022 20:30","BZN|NL","14568.88","14167.07"
"15/02/2022 20:30 - 15/02/2022 20:45","BZN|NL","14356.38","14031.02"
"15/02/2022 20:45 - 15/02/2022 21:00","BZN|NL","14174.69","13878.44"
"15/02/2022 21:00 - 15/02/2022 21:15","BZN|NL","13915.85","13765.78"
"15/02/2022 21:15 - 15/02/2022 21:30","BZN|NL","13723.82","13723.41"
"15/02/2022 21:30 - 15/02/2022 21:45","BZN|NL","13526.73","13611.92"
"15/02/2022 21:45 - 15/02/2022 22:00","BZN|NL","13280.77","13430.97"
"15/02/2022 22:00 - 15/02/2022 22:15","BZN|NL","13010.05","13308.52"
"15/02/2022 22:15 - 15/02/2022 22:30","BZN|NL","12835.18","13166.32"
"15/02/2022 22:30 - 15/02/2022 22:45","BZN|NL","12584.09","13004.19"
"15/02/2022 22:45 - 15/02/2022 23:00","BZN|NL","12364.24","12848.14"
"15/02/2022 23:00 - 15/02/2022 23:15","BZN|NL","12227.89","12747.15"
"15/02/2022 23:15 - 15/02/2022 23:30","BZN|NL","12030.13","12650.69"
"15/02/2022 23:30 - 15/02/2022 23:45","BZN|NL","11820.47","12486.32"
"15/02/2022 23:45 - 16/02/2022 00:00","BZN|NL","11604.69","12296.55"
"16/02/2022 00:00 - 16/02/2022 00:15","BZN|NL","11448.93","11710.45"
"16/02/2022 00:15 - 16/02/2022 00:30","BZN|NL","11335.07","11633.06"
"16/02/2022 00:30 - 16/02/2022 00:45","BZN|NL","11203.03","11507.85"
"16/02/2022 00:45 - 16/02/2022 01:00","BZN|NL","11065.37","11369.99"
"16/02/2022 01:00 - 16/02/2022 01:15","BZN|NL","10936.99","11239.44"
"16/02/2022 01:15 - 16/02/2022 01:30","BZN|NL","10845.79","11107.88"
"16/02/2022 01:30 - 16/02/2022 01:45","BZN|NL","10761.97","11024.89"
"16/02/2022 01:45 - 16/02/2022 02:00","BZN|NL","10718.60","10979.84"
"16/02/2022 02:00 - 16/02/2022 02:15","BZN|NL","10709.37","10959.15"
"16/02/2022 02:15 - 16/02/2022 02:30","BZN|NL","10664.53","10954.06"
"16/02/2022 02:30 - 16/02/2022 02:45","BZN|NL","10570.78","10929.94"
"16/02/2022 02:45 - 16/02/2022 03:00","BZN|NL","10508.93","10878.02"
"16/02/2022 03:00 - 16/02/2022 03:15","BZN|NL","10633.35","10861.33"
"16/02/2022 03:15 - 16/02/2022 03:30","BZN|NL","10628.36","10863.85"
"16/02/2022 03:30 - 16/02/2022 03:45","BZN|NL","10626.29","10825.07"
"16/02/2022 03:45 - 16/02/2022 04:00","BZN|NL","10624.88","10816.11"
"16/02/2022 04:00 - 16/02/2022 04:15","BZN|NL","10699.13","10818.11"
"16/02/2022 04:15 - 16/02/2022 04:30","BZN|NL","10691.70","10846.12"
"16/02/2022 04:30 - 16/02/2022 04:45","BZN|NL","10696.82","10884.50"
"16/02/2022 04:45 - 16/02/2022 05:00","BZN|NL","10717.39","10919.00"
"16/02/2022 05:00 - 16/02/2022 05:15","BZN|NL","10819.40","11026.62"
"16/02/2022 05:15 - 16/02/2022 05:30","BZN|NL","10933.75","11165.02"
"16/02/2022 05:30 - 16/02/2022 05:45","BZN|NL","11094.22","11316.43"
"16/02/2022 05:45 - 16/02/2022 06:00","BZN|NL","11250.65","11488.03"
"16/02/2022 06:00 - 16/02/2022 06:15","BZN|NL","11595.12","11775.92"
"16/02/2022 06:15 - 16/02/2022 06:30","BZN|NL","11961.74","12153.53"
"16/02/2022 06:30 - 16/02/2022 06:45","BZN|NL","12285.70","12466.98"
"16/02/2022 06:45 - 16/02/2022 07:00","BZN|NL","12612.66","12742.16"
"16/02/2022 07:00 - 16/02/2022 07:15","BZN|NL","13144.31","13136.63"
"16/02/2022 07:15 - 16/02/2022 07:30","BZN|NL","13656.43","13622.92"
"16/02/2022 07:30 - 16/02/2022 07:45","BZN|NL","14054.30","14090.82"
"16/02/2022 07:45 - 16/02/2022 08:00","BZN|NL","14320.92","14487.55"
"16/02/2022 08:00 - 16/02/2022 08:15","BZN|NL","14586.95","14814.62"
"16/02/2022 08:15 - 16/02/2022 08:30","BZN|NL","14772.23","15000.85"
"16/02/2022 08:30 - 16/02/2022 08:45","BZN|NL","15015.36","15170.57"
"16/02/2022 08:45 - 16/02/2022 09:00","BZN|NL","15213.75","15324.48"
"16/02/2022 09:00 - 16/02/2022 09:15","BZN|NL","15313.31","15399.24"
"16/02/2022 09:15 - 16/02/2022 09:30","BZN|NL","15256.49","15409.93"
