"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2022 13:00 - 01/01/2022 13:15","BZN|NL","10662.99","12634.75"
"01/01/2022 13:15 - 01/01/2022 13:30","BZN|NL","10751.43","12604.71"
"01/01/2022 13:30 - 01/01/2022 13:45","BZN|NL","10751.34","12613.90"
"01/01/2022 13:45 - 01/01/2022 14:00","BZN|NL","10780.04","12632.88"
"01/01/2022 14:00 - 01/01/2022 14:15","BZN|NL","10871.41","12647.10"
"01/01/2022 14:15 - 01/01/2022 14:30","BZN|NL","10947.21","12678.85"
"01/01/2022 14:30 - 01/01/2022 14:45","BZN|NL","11033.16","12747.44"
"01/01/2022 14:45 - 01/01/2022 15:00","BZN|NL","11156.51","12849.77"
"01/01/2022 15:00 - 01/01/2022 15:15","BZN|NL","11241.80","12887.87"
"01/01/2022 15:15 - 01/01/2022 15:30","BZN|NL","11377.24","13059.57"
"01/01/2022 15:30 - 01/01/2022 15:45","BZN|NL","11419.73","13209.10"
"01/01/2022 15:45 - 01/01/2022 16:00","BZN|NL","11510.49","13378.49"
"01/01/2022 16:00 - 01/01/2022 16:15","BZN|NL","11558.40","13480.62"
"01/01/2022 16:15 - 01/01/2022 16:30","BZN|NL","11721.81","13663.27"
"01/01/2022 16:30 - 01/01/2022 16:45","BZN|NL","11911.85","13931.10"
"01/01/2022 16:45 - 01/01/2022 17:00","BZN|NL","12225.34","14303.00"
"01/01/2022 17:00 - 01/01/2022 17:15","BZN|NL","12547.49","14479.53"
"01/01/2022 17:15 - 01/01/2022 17:30","BZN|NL","12820.37","14695.61"
"01/01/2022 17:30 - 01/01/2022 17:45","BZN|NL","13026.20","14842.47"
"01/01/2022 17:45 - 01/01/2022 18:00","BZN|NL","13104.47","14896.16"
"01/01/2022 18:00 - 01/01/2022 18:15","BZN|NL","13071.21","14764.26"
"01/01/2022 18:15 - 01/01/2022 18:30","BZN|NL","13007.97","14667.38"
"01/01/2022 18:30 - 01/01/2022 18:45","BZN|NL","12889.75","14496.55"
"01/01/2022 18:45 - 01/01/2022 19:00","BZN|NL","12790.50","14381.67"
"01/01/2022 19:00 - 01/01/2022 19:15","BZN|NL","12739.92","14159.47"
"01/01/2022 19:15 - 01/01/2022 19:30","BZN|NL","12609.70","13972.43"
"01/01/2022 19:30 - 01/01/2022 19:45","BZN|NL","12543.84","13831.48"
"01/01/2022 19:45 - 01/01/2022 20:00","BZN|NL","12483.37","13781.16"
"01/01/2022 20:00 - 01/01/2022 20:15","BZN|NL","12361.83","13606.00"
"01/01/2022 20:15 - 01/01/2022 20:30","BZN|NL","12237.56","13523.05"
"01/01/2022 20:30 - 01/01/2022 20:45","BZN|NL","12027.96","13329.94"
"01/01/2022 20:45 - 01/01/2022 21:00","BZN|NL","11914.04","13194.71"
"01/01/2022 21:00 - 01/01/2022 21:15","BZN|NL","11759.99","13026.92"
"01/01/2022 21:15 - 01/01/2022 21:30","BZN|NL","11659.09","12939.86"
"01/01/2022 21:30 - 01/01/2022 21:45","BZN|NL","11531.50","12803.82"
"01/01/2022 21:45 - 01/01/2022 22:00","BZN|NL","11472.47","12684.57"
"01/01/2022 22:00 - 01/01/2022 22:15","BZN|NL","11388.81","12566.45"
"01/01/2022 22:15 - 01/01/2022 22:30","BZN|NL","11243.13","12478.45"
"01/01/2022 22:30 - 01/01/2022 22:45","BZN|NL","11093.04","12351.51"
"01/01/2022 22:45 - 01/01/2022 23:00","BZN|NL","10943.19","12199.57"
"01/01/2022 23:00 - 01/01/2022 23:15","BZN|NL","10834.17","12050.18"
"01/01/2022 23:15 - 01/01/2022 23:30","BZN|NL","10719.84","11890.43"
"01/01/2022 23:30 - 01/01/2022 23:45","BZN|NL","10605.61","11728.12"
"01/01/2022 23:45 - 02/01/2022 00:00","BZN|NL","10461.01","11575.53"
"02/01/2022 00:00 - 02/01/2022 00:15","BZN|NL","10487.70","11489.18"
"02/01/2022 00:15 - 02/01/2022 00:30","BZN|NL","10405.99","11372.14"
"02/01/2022 00:30 - 02/01/2022 00:45","BZN|NL","10312.09","11219.29"
"02/01/2022 00:45 - 02/01/2022 01:00","BZN|NL","10208.57","11068.21"
"02/01/2022 01:00 - 02/01/2022 01:15","BZN|NL","10126.42","10968.77"
"02/01/2022 01:15 - 02/01/2022 01:30","BZN|NL","10042.90","10830.77"
"02/01/2022 01:30 - 02/01/2022 01:45","BZN|NL","9941.55","10747.08"
"02/01/2022 01:45 - 02/01/2022 02:00","BZN|NL","9814.84","10653.56"
"02/01/2022 02:00 - 02/01/2022 02:15","BZN|NL","9761.69","10620.42"
"02/01/2022 02:15 - 02/01/2022 02:30","BZN|NL","9693.65","10574.54"
"02/01/2022 02:30 - 02/01/2022 02:45","BZN|NL","9676.95","10502.25"
"02/01/2022 02:45 - 02/01/2022 03:00","BZN|NL","9670.83","10448.26"
"02/01/2022 03:00 - 02/01/2022 03:15","BZN|NL","9645.29","10444.19"
"02/01/2022 03:15 - 02/01/2022 03:30","BZN|NL","9602.75","10383.75"
"02/01/2022 03:30 - 02/01/2022 03:45","BZN|NL","9565.26","10344.61"
"02/01/2022 03:45 - 02/01/2022 04:00","BZN|NL","9526.95","10356.17"
"02/01/2022 04:00 - 02/01/2022 04:15","BZN|NL","9541.02","10357.23"
"02/01/2022 04:15 - 02/01/2022 04:30","BZN|NL","9543.86","10373.66"
"02/01/2022 04:30 - 02/01/2022 04:45","BZN|NL","9542.52","10372.43"
"02/01/2022 04:45 - 02/01/2022 05:00","BZN|NL","9610.54","10374.80"
"02/01/2022 05:00 - 02/01/2022 05:15","BZN|NL","9584.98","10426.32"
"02/01/2022 05:15 - 02/01/2022 05:30","BZN|NL","9651.85","10499.31"
"02/01/2022 05:30 - 02/01/2022 05:45","BZN|NL","9715.79","10528.68"
"02/01/2022 05:45 - 02/01/2022 06:00","BZN|NL","9750.79","10556.42"
"02/01/2022 06:00 - 02/01/2022 06:15","BZN|NL","9859.90","10649.60"
"02/01/2022 06:15 - 02/01/2022 06:30","BZN|NL","9922.20","10702.27"
"02/01/2022 06:30 - 02/01/2022 06:45","BZN|NL","10037.57","10771.00"
"02/01/2022 06:45 - 02/01/2022 07:00","BZN|NL","10086.31","10816.99"
"02/01/2022 07:00 - 02/01/2022 07:15","BZN|NL","10217.55","10978.37"
"02/01/2022 07:15 - 02/01/2022 07:30","BZN|NL","10293.08","11088.68"
"02/01/2022 07:30 - 02/01/2022 07:45","BZN|NL","10499.33","11230.08"
"02/01/2022 07:45 - 02/01/2022 08:00","BZN|NL","10629.37","11384.93"
"02/01/2022 08:00 - 02/01/2022 08:15","BZN|NL","10816.20","11618.41"
"02/01/2022 08:15 - 02/01/2022 08:30","BZN|NL","10962.59","11852.61"
"02/01/2022 08:30 - 02/01/2022 08:45","BZN|NL","11117.62","11946.10"
"02/01/2022 08:45 - 02/01/2022 09:00","BZN|NL","11239.47","12062.75"
"02/01/2022 09:00 - 02/01/2022 09:15","BZN|NL","11382.28","12308.62"
"02/01/2022 09:15 - 02/01/2022 09:30","BZN|NL","11562.27","12449.91"
"02/01/2022 09:30 - 02/01/2022 09:45","BZN|NL","11631.91","12578.45"
"02/01/2022 09:45 - 02/01/2022 10:00","BZN|NL","11717.25","12659.59"
"02/01/2022 10:00 - 02/01/2022 10:15","BZN|NL","11650.80","12736.40"
"02/01/2022 10:15 - 02/01/2022 10:30","BZN|NL","11591.17","12780.51"
"02/01/2022 10:30 - 02/01/2022 10:45","BZN|NL","11559.35","12801.32"
"02/01/2022 10:45 - 02/01/2022 11:00","BZN|NL","11569.46","12813.82"
"02/01/2022 11:00 - 02/01/2022 11:15","BZN|NL","11722.25","12823.84"
"02/01/2022 11:15 - 02/01/2022 11:30","BZN|NL","11810.07","12818.71"
"02/01/2022 11:30 - 02/01/2022 11:45","BZN|NL","11943.44","12821.83"
"02/01/2022 11:45 - 02/01/2022 12:00","BZN|NL","12057.66","12904.66"
"02/01/2022 12:00 - 02/01/2022 12:15","BZN|NL","12187.10","12929.23"
"02/01/2022 12:15 - 02/01/2022 12:30","BZN|NL","12206.71","12967.55"
"02/01/2022 12:30 - 02/01/2022 12:45","BZN|NL","12194.40","12983.99"
"02/01/2022 12:45 - 02/01/2022 13:00","BZN|NL","12141.38","12994.37"
"02/01/2022 13:00 - 02/01/2022 13:15","BZN|NL","12043.47","13005.09"
"02/01/2022 13:15 - 02/01/2022 13:30","BZN|NL","11983.87","12987.81"
"02/01/2022 13:30 - 02/01/2022 13:45","BZN|NL","11924.64","12964.66"
"02/01/2022 13:45 - 02/01/2022 14:00","BZN|NL","11895.38","12985.79"
"02/01/2022 14:00 - 02/01/2022 14:15","BZN|NL","11856.12","12956.58"
"02/01/2022 14:15 - 02/01/2022 14:30","BZN|NL","11863.38","12968.11"
"02/01/2022 14:30 - 02/01/2022 14:45","BZN|NL","11944.99","12983.73"
"02/01/2022 14:45 - 02/01/2022 15:00","BZN|NL","12029.11","13046.70"
"02/01/2022 15:00 - 02/01/2022 15:15","BZN|NL","12081.76","13089.37"
"02/01/2022 15:15 - 02/01/2022 15:30","BZN|NL","12195.14","13107.44"
"02/01/2022 15:30 - 02/01/2022 15:45","BZN|NL","12224.28","13109.75"
"02/01/2022 15:45 - 02/01/2022 16:00","BZN|NL","12276.02","13143.98"
"02/01/2022 16:00 - 02/01/2022 16:15","BZN|NL","12292.82","13213.53"
"02/01/2022 16:15 - 02/01/2022 16:30","BZN|NL","12495.57","13376.35"
"02/01/2022 16:30 - 02/01/2022 16:45","BZN|NL","12737.86","13634.10"
"02/01/2022 16:45 - 02/01/2022 17:00","BZN|NL","13139.14","13963.46"
"02/01/2022 17:00 - 02/01/2022 17:15","BZN|NL","13410.26","14120.06"
"02/01/2022 17:15 - 02/01/2022 17:30","BZN|NL","13733.29","14318.45"
"02/01/2022 17:30 - 02/01/2022 17:45","BZN|NL","13960.24","14528.73"
"02/01/2022 17:45 - 02/01/2022 18:00","BZN|NL","13998.42","14563.63"
"02/01/2022 18:00 - 02/01/2022 18:15","BZN|NL","13896.03","14476.54"
"02/01/2022 18:15 - 02/01/2022 18:30","BZN|NL","13709.54","14306.59"
"02/01/2022 18:30 - 02/01/2022 18:45","BZN|NL","13543.13","14146.75"
"02/01/2022 18:45 - 02/01/2022 19:00","BZN|NL","13475.04","14020.66"
"02/01/2022 19:00 - 02/01/2022 19:15","BZN|NL","13393.25","13906.39"
"02/01/2022 19:15 - 02/01/2022 19:30","BZN|NL","13236.12","13800.91"
"02/01/2022 19:30 - 02/01/2022 19:45","BZN|NL","13191.75","13657.63"
"02/01/2022 19:45 - 02/01/2022 20:00","BZN|NL","13163.76","13548.07"
"02/01/2022 20:00 - 02/01/2022 20:15","BZN|NL","12984.77","13388.43"
"02/01/2022 20:15 - 02/01/2022 20:30","BZN|NL","12915.81","13268.73"
"02/01/2022 20:30 - 02/01/2022 20:45","BZN|NL","12732.07","13085.74"
"02/01/2022 20:45 - 02/01/2022 21:00","BZN|NL","12578.85","12919.97"
"02/01/2022 21:00 - 02/01/2022 21:15","BZN|NL","12477.53","12798.72"
"02/01/2022 21:15 - 02/01/2022 21:30","BZN|NL","12354.27","12717.52"
"02/01/2022 21:30 - 02/01/2022 21:45","BZN|NL","12205.83","12553.33"
"02/01/2022 21:45 - 02/01/2022 22:00","BZN|NL","12062.39","12440.67"
"02/01/2022 22:00 - 02/01/2022 22:15","BZN|NL","11992.27","12283.13"
"02/01/2022 22:15 - 02/01/2022 22:30","BZN|NL","11915.25","12170.56"
"02/01/2022 22:30 - 02/01/2022 22:45","BZN|NL","11814.78","12014.49"
"02/01/2022 22:45 - 02/01/2022 23:00","BZN|NL","11632.63","11866.19"
"02/01/2022 23:00 - 02/01/2022 23:15","BZN|NL","11478.96","11736.38"
"02/01/2022 23:15 - 02/01/2022 23:30","BZN|NL","11342.57","11603.94"
"02/01/2022 23:30 - 02/01/2022 23:45","BZN|NL","11158.64","11422.22"
"02/01/2022 23:45 - 03/01/2022 00:00","BZN|NL","10990.17","11253.83"
"03/01/2022 00:00 - 03/01/2022 00:15","BZN|NL","10973.77","11165.46"
"03/01/2022 00:15 - 03/01/2022 00:30","BZN|NL","10865.32","11024.19"
"03/01/2022 00:30 - 03/01/2022 00:45","BZN|NL","10765.57","10895.07"
"03/01/2022 00:45 - 03/01/2022 01:00","BZN|NL","10644.35","10788.55"
"03/01/2022 01:00 - 03/01/2022 01:15","BZN|NL","10525.24","10766.14"
"03/01/2022 01:15 - 03/01/2022 01:30","BZN|NL","10477.25","10706.32"
"03/01/2022 01:30 - 03/01/2022 01:45","BZN|NL","10355.62","10645.28"
"03/01/2022 01:45 - 03/01/2022 02:00","BZN|NL","10284.81","10561.71"
"03/01/2022 02:00 - 03/01/2022 02:15","BZN|NL","10273.59","10527.66"
"03/01/2022 02:15 - 03/01/2022 02:30","BZN|NL","10268.23","10488.11"
"03/01/2022 02:30 - 03/01/2022 02:45","BZN|NL","10213.59","10470.85"
"03/01/2022 02:45 - 03/01/2022 03:00","BZN|NL","10163.29","10448.30"
"03/01/2022 03:00 - 03/01/2022 03:15","BZN|NL","10161.17","10442.87"
"03/01/2022 03:15 - 03/01/2022 03:30","BZN|NL","10138.79","10474.12"
"03/01/2022 03:30 - 03/01/2022 03:45","BZN|NL","10118.60","10487.13"
"03/01/2022 03:45 - 03/01/2022 04:00","BZN|NL","10145.37","10481.40"
"03/01/2022 04:00 - 03/01/2022 04:15","BZN|NL","10089.49","10519.32"
"03/01/2022 04:15 - 03/01/2022 04:30","BZN|NL","10076.32","10575.08"
"03/01/2022 04:30 - 03/01/2022 04:45","BZN|NL","10185.27","10619.29"
"03/01/2022 04:45 - 03/01/2022 05:00","BZN|NL","10285.83","10700.48"
"03/01/2022 05:00 - 03/01/2022 05:15","BZN|NL","10441.13","10855.44"
"03/01/2022 05:15 - 03/01/2022 05:30","BZN|NL","10634.36","10970.67"
"03/01/2022 05:30 - 03/01/2022 05:45","BZN|NL","10769.19","11153.80"
"03/01/2022 05:45 - 03/01/2022 06:00","BZN|NL","10991.07","11338.20"
"03/01/2022 06:00 - 03/01/2022 06:15","BZN|NL","11346.03","11650.40"
"03/01/2022 06:15 - 03/01/2022 06:30","BZN|NL","11636.48","11939.03"
"03/01/2022 06:30 - 03/01/2022 06:45","BZN|NL","11785.82","12264.70"
"03/01/2022 06:45 - 03/01/2022 07:00","BZN|NL","12013.72","12580.93"
"03/01/2022 07:00 - 03/01/2022 07:15","BZN|NL","12368.39","13015.15"
"03/01/2022 07:15 - 03/01/2022 07:30","BZN|NL","12773.93","13445.19"
"03/01/2022 07:30 - 03/01/2022 07:45","BZN|NL","13067.20","13810.03"
"03/01/2022 07:45 - 03/01/2022 08:00","BZN|NL","13308.79","14155.35"
"03/01/2022 08:00 - 03/01/2022 08:15","BZN|NL","13627.54","14536.17"
"03/01/2022 08:15 - 03/01/2022 08:30","BZN|NL","14011.71","14857.79"
"03/01/2022 08:30 - 03/01/2022 08:45","BZN|NL","14211.12","14977.07"
"03/01/2022 08:45 - 03/01/2022 09:00","BZN|NL","14344.28","15099.39"
"03/01/2022 09:00 - 03/01/2022 09:15","BZN|NL","14461.52","15208.71"
"03/01/2022 09:15 - 03/01/2022 09:30","BZN|NL","14545.47","15270.11"
"03/01/2022 09:30 - 03/01/2022 09:45","BZN|NL","14545.48","15246.13"
"03/01/2022 09:45 - 03/01/2022 10:00","BZN|NL","14534.34","15269.02"
"03/01/2022 10:00 - 03/01/2022 10:15","BZN|NL","14486.93","15187.84"
"03/01/2022 10:15 - 03/01/2022 10:30","BZN|NL","14356.75","15124.49"
"03/01/2022 10:30 - 03/01/2022 10:45","BZN|NL","14275.21","15095.44"
"03/01/2022 10:45 - 03/01/2022 11:00","BZN|NL","14233.70","15031.00"
"03/01/2022 11:00 - 03/01/2022 11:15","BZN|NL","14008.52","14993.12"
"03/01/2022 11:15 - 03/01/2022 11:30","BZN|NL","13858.41","14937.62"
"03/01/2022 11:30 - 03/01/2022 11:45","BZN|NL","13868.59","14858.22"
"03/01/2022 11:45 - 03/01/2022 12:00","BZN|NL","13859.75","14852.66"
"03/01/2022 12:00 - 03/01/2022 12:15","BZN|NL","13876.77","14822.82"
"03/01/2022 12:15 - 03/01/2022 12:30","BZN|NL","13898.00","14780.97"
"03/01/2022 12:30 - 03/01/2022 12:45","BZN|NL","13954.69","14685.11"
"03/01/2022 12:45 - 03/01/2022 13:00","BZN|NL","13956.99","14640.55"
"03/01/2022 13:00 - 03/01/2022 13:15","BZN|NL","14043.55","14669.77"
"03/01/2022 13:15 - 03/01/2022 13:30","BZN|NL","14027.50","14677.29"
"03/01/2022 13:30 - 03/01/2022 13:45","BZN|NL","14032.35","14688.74"
"03/01/2022 13:45 - 03/01/2022 14:00","BZN|NL","14070.41","14694.45"
"03/01/2022 14:00 - 03/01/2022 14:15","BZN|NL","14121.87","14726.39"
"03/01/2022 14:15 - 03/01/2022 14:30","BZN|NL","14231.61","14770.01"
"03/01/2022 14:30 - 03/01/2022 14:45","BZN|NL","14331.52","14784.96"
"03/01/2022 14:45 - 03/01/2022 15:00","BZN|NL","14443.21","14849.50"
"03/01/2022 15:00 - 03/01/2022 15:15","BZN|NL","14458.58","14923.15"
"03/01/2022 15:15 - 03/01/2022 15:30","BZN|NL","14571.32","15014.37"
"03/01/2022 15:30 - 03/01/2022 15:45","BZN|NL","14660.17","15131.42"
"03/01/2022 15:45 - 03/01/2022 16:00","BZN|NL","14796.69","15247.46"
"03/01/2022 16:00 - 03/01/2022 16:15","BZN|NL","14788.37","15320.92"
"03/01/2022 16:15 - 03/01/2022 16:30","BZN|NL","14941.45","15469.06"
"03/01/2022 16:30 - 03/01/2022 16:45","BZN|NL","15109.10","15719.58"
"03/01/2022 16:45 - 03/01/2022 17:00","BZN|NL","15468.03","16094.71"
"03/01/2022 17:00 - 03/01/2022 17:15","BZN|NL","15724.45","16223.09"
"03/01/2022 17:15 - 03/01/2022 17:30","BZN|NL","16011.79","16399.52"
"03/01/2022 17:30 - 03/01/2022 17:45","BZN|NL","16097.78","16439.54"
"03/01/2022 17:45 - 03/01/2022 18:00","BZN|NL","16006.89","16376.94"
"03/01/2022 18:00 - 03/01/2022 18:15","BZN|NL","15693.45","16064.12"
"03/01/2022 18:15 - 03/01/2022 18:30","BZN|NL","15384.66","15846.00"
"03/01/2022 18:30 - 03/01/2022 18:45","BZN|NL","15219.39","15680.10"
"03/01/2022 18:45 - 03/01/2022 19:00","BZN|NL","15103.42","15560.92"
"03/01/2022 19:00 - 03/01/2022 19:15","BZN|NL","14913.69","15386.64"
"03/01/2022 19:15 - 03/01/2022 19:30","BZN|NL","14733.10","15212.21"
"03/01/2022 19:30 - 03/01/2022 19:45","BZN|NL","14557.49","15044.31"
"03/01/2022 19:45 - 03/01/2022 20:00","BZN|NL","14471.37","14917.85"
"03/01/2022 20:00 - 03/01/2022 20:15","BZN|NL","14242.39","14702.02"
"03/01/2022 20:15 - 03/01/2022 20:30","BZN|NL","14000.38","14512.98"
"03/01/2022 20:30 - 03/01/2022 20:45","BZN|NL","13832.23","14309.51"
"03/01/2022 20:45 - 03/01/2022 21:00","BZN|NL","13576.52","14105.88"
"03/01/2022 21:00 - 03/01/2022 21:15","BZN|NL","13414.33","13935.35"
"03/01/2022 21:15 - 03/01/2022 21:30","BZN|NL","13283.79","13812.09"
"03/01/2022 21:30 - 03/01/2022 21:45","BZN|NL","13138.95","13620.17"
"03/01/2022 21:45 - 03/01/2022 22:00","BZN|NL","12978.45","13447.62"
"03/01/2022 22:00 - 03/01/2022 22:15","BZN|NL","12728.14","13220.72"
"03/01/2022 22:15 - 03/01/2022 22:30","BZN|NL","12580.51","13077.79"
"03/01/2022 22:30 - 03/01/2022 22:45","BZN|NL","12400.31","12889.67"
"03/01/2022 22:45 - 03/01/2022 23:00","BZN|NL","12191.83","12649.29"
"03/01/2022 23:00 - 03/01/2022 23:15","BZN|NL","12122.29","12536.08"
"03/01/2022 23:15 - 03/01/2022 23:30","BZN|NL","11928.30","12383.02"
"03/01/2022 23:30 - 03/01/2022 23:45","BZN|NL","11719.50","12155.44"
"03/01/2022 23:45 - 04/01/2022 00:00","BZN|NL","11505.97","11932.65"
"04/01/2022 00:00 - 04/01/2022 00:15","BZN|NL","11375.71","11838.99"
"04/01/2022 00:15 - 04/01/2022 00:30","BZN|NL","11247.72","11729.11"
"04/01/2022 00:30 - 04/01/2022 00:45","BZN|NL","11150.84","11594.72"
"04/01/2022 00:45 - 04/01/2022 01:00","BZN|NL","11026.58","11476.27"
"04/01/2022 01:00 - 04/01/2022 01:15","BZN|NL","10997.72","11365.40"
"04/01/2022 01:15 - 04/01/2022 01:30","BZN|NL","10999.54","11275.36"
"04/01/2022 01:30 - 04/01/2022 01:45","BZN|NL","10881.41","11167.06"
"04/01/2022 01:45 - 04/01/2022 02:00","BZN|NL","10830.16","11094.53"
"04/01/2022 02:00 - 04/01/2022 02:15","BZN|NL","10812.98","11044.52"
"04/01/2022 02:15 - 04/01/2022 02:30","BZN|NL","10745.87","10957.03"
"04/01/2022 02:30 - 04/01/2022 02:45","BZN|NL","10681.34","10938.09"
"04/01/2022 02:45 - 04/01/2022 03:00","BZN|NL","10602.68","10899.44"
"04/01/2022 03:00 - 04/01/2022 03:15","BZN|NL","10585.04","10905.25"
"04/01/2022 03:15 - 04/01/2022 03:30","BZN|NL","10589.74","10901.81"
"04/01/2022 03:30 - 04/01/2022 03:45","BZN|NL","10585.46","10874.14"
"04/01/2022 03:45 - 04/01/2022 04:00","BZN|NL","10518.16","10860.19"
"04/01/2022 04:00 - 04/01/2022 04:15","BZN|NL","10556.18","10887.53"
"04/01/2022 04:15 - 04/01/2022 04:30","BZN|NL","10605.79","10933.65"
"04/01/2022 04:30 - 04/01/2022 04:45","BZN|NL","10656.22","10961.97"
"04/01/2022 04:45 - 04/01/2022 05:00","BZN|NL","10728.93","11020.85"
"04/01/2022 05:00 - 04/01/2022 05:15","BZN|NL","10813.24","11147.30"
"04/01/2022 05:15 - 04/01/2022 05:30","BZN|NL","10969.38","11218.47"
"04/01/2022 05:30 - 04/01/2022 05:45","BZN|NL","11097.64","11396.81"
"04/01/2022 05:45 - 04/01/2022 06:00","BZN|NL","11319.06","11569.76"
"04/01/2022 06:00 - 04/01/2022 06:15","BZN|NL","11660.65","11924.88"
"04/01/2022 06:15 - 04/01/2022 06:30","BZN|NL","11890.03","12239.51"
"04/01/2022 06:30 - 04/01/2022 06:45","BZN|NL","12128.17","12540.56"
"04/01/2022 06:45 - 04/01/2022 07:00","BZN|NL","12362.03","12808.40"
"04/01/2022 07:00 - 04/01/2022 07:15","BZN|NL","12794.80","13276.48"
"04/01/2022 07:15 - 04/01/2022 07:30","BZN|NL","13180.64","13642.85"
"04/01/2022 07:30 - 04/01/2022 07:45","BZN|NL","13518.01","14044.17"
"04/01/2022 07:45 - 04/01/2022 08:00","BZN|NL","13845.75","14440.70"
"04/01/2022 08:00 - 04/01/2022 08:15","BZN|NL","14256.66","14791.55"
"04/01/2022 08:15 - 04/01/2022 08:30","BZN|NL","14581.46","15019.13"
"04/01/2022 08:30 - 04/01/2022 08:45","BZN|NL","14804.36","15201.80"
