"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"23/03/2024 18:30 - 23/03/2024 18:45","BZN|NL","14242.61","13233.25"
"23/03/2024 18:45 - 23/03/2024 19:00","BZN|NL","14394.66","13309.09"
"23/03/2024 19:00 - 23/03/2024 19:15","BZN|NL","14393.24","13362.31"
"23/03/2024 19:15 - 23/03/2024 19:30","BZN|NL","14436.71","13303.41"
"23/03/2024 19:30 - 23/03/2024 19:45","BZN|NL","14481.56","13275.71"
"23/03/2024 19:45 - 23/03/2024 20:00","BZN|NL","14414.55","13147.77"
"23/03/2024 20:00 - 23/03/2024 20:15","BZN|NL","14250.16","13025.39"
"23/03/2024 20:15 - 23/03/2024 20:30","BZN|NL","14076.95","12923.24"
"23/03/2024 20:30 - 23/03/2024 20:45","BZN|NL","13982.33","12782.22"
"23/03/2024 20:45 - 23/03/2024 21:00","BZN|NL","13816.91","12531.76"
"23/03/2024 21:00 - 23/03/2024 21:15","BZN|NL","13554.80","12295.40"
"23/03/2024 21:15 - 23/03/2024 21:30","BZN|NL","13407.20","12121.24"
"23/03/2024 21:30 - 23/03/2024 21:45","BZN|NL","13231.40","11991.43"
"23/03/2024 21:45 - 23/03/2024 22:00","BZN|NL","13136.71","11895.98"
"23/03/2024 22:00 - 23/03/2024 22:15","BZN|NL","12923.20","11892.81"
"23/03/2024 22:15 - 23/03/2024 22:30","BZN|NL","12859.26","11836.47"
"23/03/2024 22:30 - 23/03/2024 22:45","BZN|NL","12647.49","11722.80"
"23/03/2024 22:45 - 23/03/2024 23:00","BZN|NL","12478.77","11606.55"
"23/03/2024 23:00 - 23/03/2024 23:15","BZN|NL","12352.63","11468.23"
"23/03/2024 23:15 - 23/03/2024 23:30","BZN|NL","12208.71","11402.70"
"23/03/2024 23:30 - 23/03/2024 23:45","BZN|NL","12074.23","11286.98"
"23/03/2024 23:45 - 24/03/2024 00:00","BZN|NL","11953.23","11124.31"
"24/03/2024 00:00 - 24/03/2024 00:15","BZN|NL","11853.40","11688.12"
"24/03/2024 00:15 - 24/03/2024 00:30","BZN|NL","11703.21","11571.42"
"24/03/2024 00:30 - 24/03/2024 00:45","BZN|NL","11538.38","11461.83"
"24/03/2024 00:45 - 24/03/2024 01:00","BZN|NL","11368.82","11339.78"
"24/03/2024 01:00 - 24/03/2024 01:15","BZN|NL","11250.84","11136.19"
"24/03/2024 01:15 - 24/03/2024 01:30","BZN|NL","11152.07","11045.40"
"24/03/2024 01:30 - 24/03/2024 01:45","BZN|NL","11026.30","10925.99"
"24/03/2024 01:45 - 24/03/2024 02:00","BZN|NL","10945.01","10818.75"
"24/03/2024 02:00 - 24/03/2024 02:15","BZN|NL","10931.24","10793.01"
"24/03/2024 02:15 - 24/03/2024 02:30","BZN|NL","10876.25","10714.91"
"24/03/2024 02:30 - 24/03/2024 02:45","BZN|NL","10805.10","10582.58"
"24/03/2024 02:45 - 24/03/2024 03:00","BZN|NL","10732.44","10569.98"
"24/03/2024 03:00 - 24/03/2024 03:15","BZN|NL","10731.75","10490.21"
"24/03/2024 03:15 - 24/03/2024 03:30","BZN|NL","10679.27","10424.19"
"24/03/2024 03:30 - 24/03/2024 03:45","BZN|NL","10647.42","10435.76"
"24/03/2024 03:45 - 24/03/2024 04:00","BZN|NL","10645.09","10395.99"
"24/03/2024 04:00 - 24/03/2024 04:15","BZN|NL","10681.07","10348.59"
"24/03/2024 04:15 - 24/03/2024 04:30","BZN|NL","10705.17","10342.45"
"24/03/2024 04:30 - 24/03/2024 04:45","BZN|NL","10702.73","10332.73"
"24/03/2024 04:45 - 24/03/2024 05:00","BZN|NL","10747.03","10318.74"
"24/03/2024 05:00 - 24/03/2024 05:15","BZN|NL","10770.90","10367.80"
"24/03/2024 05:15 - 24/03/2024 05:30","BZN|NL","10792.12","10376.77"
"24/03/2024 05:30 - 24/03/2024 05:45","BZN|NL","10796.43","10353.99"
"24/03/2024 05:45 - 24/03/2024 06:00","BZN|NL","10814.83","10385.41"
"24/03/2024 06:00 - 24/03/2024 06:15","BZN|NL","11002.76","10423.59"
"24/03/2024 06:15 - 24/03/2024 06:30","BZN|NL","10998.58","10439.57"
"24/03/2024 06:30 - 24/03/2024 06:45","BZN|NL","10949.01","10455.90"
"24/03/2024 06:45 - 24/03/2024 07:00","BZN|NL","11028.17","10511.98"
"24/03/2024 07:00 - 24/03/2024 07:15","BZN|NL","11041.02","10600.95"
"24/03/2024 07:15 - 24/03/2024 07:30","BZN|NL","11035.15","10649.92"
"24/03/2024 07:30 - 24/03/2024 07:45","BZN|NL","11020.07","10708.45"
"24/03/2024 07:45 - 24/03/2024 08:00","BZN|NL","11027.37","10773.46"
"24/03/2024 08:00 - 24/03/2024 08:15","BZN|NL","11177.08","10785.14"
"24/03/2024 08:15 - 24/03/2024 08:30","BZN|NL","11293.76","10778.91"
"24/03/2024 08:30 - 24/03/2024 08:45","BZN|NL","11469.32","10852.98"
"24/03/2024 08:45 - 24/03/2024 09:00","BZN|NL","11582.06","10934.56"
"24/03/2024 09:00 - 24/03/2024 09:15","BZN|NL","11671.34","11000.70"
"24/03/2024 09:15 - 24/03/2024 09:30","BZN|NL","11792.83","10962.54"
"24/03/2024 09:30 - 24/03/2024 09:45","BZN|NL","11916.63","11006.27"
"24/03/2024 09:45 - 24/03/2024 10:00","BZN|NL","12007.01","11025.43"
"24/03/2024 10:00 - 24/03/2024 10:15","BZN|NL","12097.82","11011.32"
"24/03/2024 10:15 - 24/03/2024 10:30","BZN|NL","12160.64","11096.11"
"24/03/2024 10:30 - 24/03/2024 10:45","BZN|NL","12152.93","11081.10"
"24/03/2024 10:45 - 24/03/2024 11:00","BZN|NL","12233.62","11126.58"
"24/03/2024 11:00 - 24/03/2024 11:15","BZN|NL","12235.66","11013.47"
"24/03/2024 11:15 - 24/03/2024 11:30","BZN|NL","12199.83","11080.19"
"24/03/2024 11:30 - 24/03/2024 11:45","BZN|NL","12235.07","11138.27"
"24/03/2024 11:45 - 24/03/2024 12:00","BZN|NL","12271.78","11261.58"
"24/03/2024 12:00 - 24/03/2024 12:15","BZN|NL","12425.44","11409.35"
"24/03/2024 12:15 - 24/03/2024 12:30","BZN|NL","12409.48","11412.40"
"24/03/2024 12:30 - 24/03/2024 12:45","BZN|NL","12375.41","11390.26"
"24/03/2024 12:45 - 24/03/2024 13:00","BZN|NL","12375.51","11333.48"
"24/03/2024 13:00 - 24/03/2024 13:15","BZN|NL","12344.36","11284.17"
"24/03/2024 13:15 - 24/03/2024 13:30","BZN|NL","12355.34","11350.85"
"24/03/2024 13:30 - 24/03/2024 13:45","BZN|NL","12354.53","11238.50"
"24/03/2024 13:45 - 24/03/2024 14:00","BZN|NL","12291.71","11227.52"
"24/03/2024 14:00 - 24/03/2024 14:15","BZN|NL","12262.74","11287.95"
"24/03/2024 14:15 - 24/03/2024 14:30","BZN|NL","12299.44","11266.80"
"24/03/2024 14:30 - 24/03/2024 14:45","BZN|NL","12279.85","11155.61"
"24/03/2024 14:45 - 24/03/2024 15:00","BZN|NL","12266.66","11134.39"
"24/03/2024 15:00 - 24/03/2024 15:15","BZN|NL","12328.17","11043.65"
"24/03/2024 15:15 - 24/03/2024 15:30","BZN|NL","12332.41","11064.54"
"24/03/2024 15:30 - 24/03/2024 15:45","BZN|NL","12279.17","11120.18"
"24/03/2024 15:45 - 24/03/2024 16:00","BZN|NL","12314.60","11165.59"
"24/03/2024 16:00 - 24/03/2024 16:15","BZN|NL","12303.94","11173.46"
"24/03/2024 16:15 - 24/03/2024 16:30","BZN|NL","12430.13","11231.19"
"24/03/2024 16:30 - 24/03/2024 16:45","BZN|NL","12542.92","11378.72"
"24/03/2024 16:45 - 24/03/2024 17:00","BZN|NL","12763.78","11686.86"
"24/03/2024 17:00 - 24/03/2024 17:15","BZN|NL","13158.96","11951.80"
"24/03/2024 17:15 - 24/03/2024 17:30","BZN|NL","13469.90","12465.34"
"24/03/2024 17:30 - 24/03/2024 17:45","BZN|NL","13789.82","12789.29"
"24/03/2024 17:45 - 24/03/2024 18:00","BZN|NL","14066.01","13072.45"
"24/03/2024 18:00 - 24/03/2024 18:15","BZN|NL","14319.95","13226.54"
"24/03/2024 18:15 - 24/03/2024 18:30","BZN|NL","14515.66","13326.14"
"24/03/2024 18:30 - 24/03/2024 18:45","BZN|NL","14641.70","13401.57"
"24/03/2024 18:45 - 24/03/2024 19:00","BZN|NL","14741.91","13421.36"
"24/03/2024 19:00 - 24/03/2024 19:15","BZN|NL","14734.69","13401.73"
"24/03/2024 19:15 - 24/03/2024 19:30","BZN|NL","14718.60","13274.09"
"24/03/2024 19:30 - 24/03/2024 19:45","BZN|NL","14630.80","13129.64"
"24/03/2024 19:45 - 24/03/2024 20:00","BZN|NL","14587.04","13029.33"
"24/03/2024 20:00 - 24/03/2024 20:15","BZN|NL","14480.50","12871.23"
"24/03/2024 20:15 - 24/03/2024 20:30","BZN|NL","14331.55","12758.78"
"24/03/2024 20:30 - 24/03/2024 20:45","BZN|NL","14153.49","12621.17"
"24/03/2024 20:45 - 24/03/2024 21:00","BZN|NL","13971.63","12432.18"
"24/03/2024 21:00 - 24/03/2024 21:15","BZN|NL","13776.01","12268.38"
"24/03/2024 21:15 - 24/03/2024 21:30","BZN|NL","13639.15","12087.17"
"24/03/2024 21:30 - 24/03/2024 21:45","BZN|NL","13410.66","11991.88"
"24/03/2024 21:45 - 24/03/2024 22:00","BZN|NL","13274.81","11864.72"
"24/03/2024 22:00 - 24/03/2024 22:15","BZN|NL","13120.66","11721.54"
"24/03/2024 22:15 - 24/03/2024 22:30","BZN|NL","12949.29","11546.10"
"24/03/2024 22:30 - 24/03/2024 22:45","BZN|NL","12738.16","11396.75"
"24/03/2024 22:45 - 24/03/2024 23:00","BZN|NL","12476.76","11247.74"
"24/03/2024 23:00 - 24/03/2024 23:15","BZN|NL","12228.42","11092.64"
"24/03/2024 23:15 - 24/03/2024 23:30","BZN|NL","12054.54","10973.08"
"24/03/2024 23:30 - 24/03/2024 23:45","BZN|NL","11819.89","10901.40"
"24/03/2024 23:45 - 25/03/2024 00:00","BZN|NL","11728.03","10847.64"
"25/03/2024 00:00 - 25/03/2024 00:15","BZN|NL","11531.49","10437.71"
"25/03/2024 00:15 - 25/03/2024 00:30","BZN|NL","11374.03","10454.17"
"25/03/2024 00:30 - 25/03/2024 00:45","BZN|NL","11257.37","10453.57"
"25/03/2024 00:45 - 25/03/2024 01:00","BZN|NL","11148.70","10397.06"
"25/03/2024 01:00 - 25/03/2024 01:15","BZN|NL","11066.40","10349.13"
"25/03/2024 01:15 - 25/03/2024 01:30","BZN|NL","10963.56","10310.41"
"25/03/2024 01:30 - 25/03/2024 01:45","BZN|NL","10882.89","10309.69"
"25/03/2024 01:45 - 25/03/2024 02:00","BZN|NL","10788.81","10310.32"
"25/03/2024 02:00 - 25/03/2024 02:15","BZN|NL","10772.84","10336.96"
"25/03/2024 02:15 - 25/03/2024 02:30","BZN|NL","10724.88","10351.98"
"25/03/2024 02:30 - 25/03/2024 02:45","BZN|NL","10673.24","10351.83"
"25/03/2024 02:45 - 25/03/2024 03:00","BZN|NL","10603.71","10346.50"
"25/03/2024 03:00 - 25/03/2024 03:15","BZN|NL","10679.63","10375.24"
"25/03/2024 03:15 - 25/03/2024 03:30","BZN|NL","10674.53","10436.65"
"25/03/2024 03:30 - 25/03/2024 03:45","BZN|NL","10625.07","10463.98"
"25/03/2024 03:45 - 25/03/2024 04:00","BZN|NL","10637.00","10459.52"
"25/03/2024 04:00 - 25/03/2024 04:15","BZN|NL","10741.59","10514.55"
"25/03/2024 04:15 - 25/03/2024 04:30","BZN|NL","10786.19","10589.37"
"25/03/2024 04:30 - 25/03/2024 04:45","BZN|NL","10842.26","10662.86"
"25/03/2024 04:45 - 25/03/2024 05:00","BZN|NL","10849.80","10740.90"
"25/03/2024 05:00 - 25/03/2024 05:15","BZN|NL","11010.95","10876.67"
"25/03/2024 05:15 - 25/03/2024 05:30","BZN|NL","11160.90","11078.54"
"25/03/2024 05:30 - 25/03/2024 05:45","BZN|NL","11373.68","11249.91"
"25/03/2024 05:45 - 25/03/2024 06:00","BZN|NL","11609.67","11444.16"
"25/03/2024 06:00 - 25/03/2024 06:15","BZN|NL","12095.47","11760.62"
"25/03/2024 06:15 - 25/03/2024 06:30","BZN|NL","12431.24","12133.13"
"25/03/2024 06:30 - 25/03/2024 06:45","BZN|NL","12648.47","12479.75"
"25/03/2024 06:45 - 25/03/2024 07:00","BZN|NL","12845.01","12816.70"
"25/03/2024 07:00 - 25/03/2024 07:15","BZN|NL","13206.33","13196.60"
"25/03/2024 07:15 - 25/03/2024 07:30","BZN|NL","13421.36","13598.53"
"25/03/2024 07:30 - 25/03/2024 07:45","BZN|NL","13635.89","13911.64"
"25/03/2024 07:45 - 25/03/2024 08:00","BZN|NL","13848.22","14186.69"
"25/03/2024 08:00 - 25/03/2024 08:15","BZN|NL","13867.78","14379.52"
"25/03/2024 08:15 - 25/03/2024 08:30","BZN|NL","13808.85","14482.98"
"25/03/2024 08:30 - 25/03/2024 08:45","BZN|NL","13815.69","14550.60"
"25/03/2024 08:45 - 25/03/2024 09:00","BZN|NL","13861.78","14608.90"
"25/03/2024 09:00 - 25/03/2024 09:15","BZN|NL","13706.14","14517.80"
"25/03/2024 09:15 - 25/03/2024 09:30","BZN|NL","13695.60","14370.87"
"25/03/2024 09:30 - 25/03/2024 09:45","BZN|NL","13557.25","14288.14"
"25/03/2024 09:45 - 25/03/2024 10:00","BZN|NL","13481.25","14180.56"
"25/03/2024 10:00 - 25/03/2024 10:15","BZN|NL","13381.31","14142.61"
"25/03/2024 10:15 - 25/03/2024 10:30","BZN|NL","13312.87","13962.44"
"25/03/2024 10:30 - 25/03/2024 10:45","BZN|NL","13241.64","13765.63"
"25/03/2024 10:45 - 25/03/2024 11:00","BZN|NL","13260.08","13575.79"
"25/03/2024 11:00 - 25/03/2024 11:15","BZN|NL","13144.08","13554.72"
"25/03/2024 11:15 - 25/03/2024 11:30","BZN|NL","13158.06","13360.62"
"25/03/2024 11:30 - 25/03/2024 11:45","BZN|NL","13096.76","13088.57"
"25/03/2024 11:45 - 25/03/2024 12:00","BZN|NL","13206.72","12927.70"
"25/03/2024 12:00 - 25/03/2024 12:15","BZN|NL","13100.20","12718.56"
"25/03/2024 12:15 - 25/03/2024 12:30","BZN|NL","13094.80","12571.77"
"25/03/2024 12:30 - 25/03/2024 12:45","BZN|NL","13041.67","12450.67"
"25/03/2024 12:45 - 25/03/2024 13:00","BZN|NL","12990.89","12324.17"
"25/03/2024 13:00 - 25/03/2024 13:15","BZN|NL","12991.66","12290.18"
"25/03/2024 13:15 - 25/03/2024 13:30","BZN|NL","12983.03","12291.66"
"25/03/2024 13:30 - 25/03/2024 13:45","BZN|NL","12932.55","12298.02"
"25/03/2024 13:45 - 25/03/2024 14:00","BZN|NL","12912.76","12314.78"
"25/03/2024 14:00 - 25/03/2024 14:15","BZN|NL","12882.83","12318.93"
"25/03/2024 14:15 - 25/03/2024 14:30","BZN|NL","12849.64","12365.28"
"25/03/2024 14:30 - 25/03/2024 14:45","BZN|NL","12861.45","12446.75"
"25/03/2024 14:45 - 25/03/2024 15:00","BZN|NL","12809.53","12519.62"
"25/03/2024 15:00 - 25/03/2024 15:15","BZN|NL","12814.64","12515.39"
"25/03/2024 15:15 - 25/03/2024 15:30","BZN|NL","12824.00","12637.84"
"25/03/2024 15:30 - 25/03/2024 15:45","BZN|NL","12822.29","12724.93"
"25/03/2024 15:45 - 25/03/2024 16:00","BZN|NL","12872.44","12799.91"
"25/03/2024 16:00 - 25/03/2024 16:15","BZN|NL","12895.89","12831.73"
"25/03/2024 16:15 - 25/03/2024 16:30","BZN|NL","12963.95","13039.94"
"25/03/2024 16:30 - 25/03/2024 16:45","BZN|NL","13117.38","13278.17"
"25/03/2024 16:45 - 25/03/2024 17:00","BZN|NL","13390.83","13533.58"
"25/03/2024 17:00 - 25/03/2024 17:15","BZN|NL","13776.77","13989.08"
"25/03/2024 17:15 - 25/03/2024 17:30","BZN|NL","14165.34","14356.75"
"25/03/2024 17:30 - 25/03/2024 17:45","BZN|NL","14487.70","14684.08"
"25/03/2024 17:45 - 25/03/2024 18:00","BZN|NL","14783.29","14962.91"
"25/03/2024 18:00 - 25/03/2024 18:15","BZN|NL","14925.43","14984.60"
"25/03/2024 18:15 - 25/03/2024 18:30","BZN|NL","15138.57","14919.90"
"25/03/2024 18:30 - 25/03/2024 18:45","BZN|NL","15349.58","14973.33"
"25/03/2024 18:45 - 25/03/2024 19:00","BZN|NL","15645.28","15003.28"
"25/03/2024 19:00 - 25/03/2024 19:15","BZN|NL","15637.47","14974.00"
"25/03/2024 19:15 - 25/03/2024 19:30","BZN|NL","15656.89","15044.40"
"25/03/2024 19:30 - 25/03/2024 19:45","BZN|NL","15616.86","14936.12"
"25/03/2024 19:45 - 25/03/2024 20:00","BZN|NL","15547.71","14836.41"
"25/03/2024 20:00 - 25/03/2024 20:15","BZN|NL","15331.42","14663.65"
"25/03/2024 20:15 - 25/03/2024 20:30","BZN|NL","15073.30","14485.61"
"25/03/2024 20:30 - 25/03/2024 20:45","BZN|NL","14883.02","14314.73"
"25/03/2024 20:45 - 25/03/2024 21:00","BZN|NL","14701.01","14141.76"
"25/03/2024 21:00 - 25/03/2024 21:15","BZN|NL","14432.51","13914.65"
"25/03/2024 21:15 - 25/03/2024 21:30","BZN|NL","14250.56","13727.70"
"25/03/2024 21:30 - 25/03/2024 21:45","BZN|NL","14041.47","13544.04"
"25/03/2024 21:45 - 25/03/2024 22:00","BZN|NL","13822.75","13328.45"
"25/03/2024 22:00 - 25/03/2024 22:15","BZN|NL","13511.57","13098.54"
"25/03/2024 22:15 - 25/03/2024 22:30","BZN|NL","13291.37","12888.41"
"25/03/2024 22:30 - 25/03/2024 22:45","BZN|NL","13069.46","12733.85"
"25/03/2024 22:45 - 25/03/2024 23:00","BZN|NL","12896.66","12530.71"
"25/03/2024 23:00 - 25/03/2024 23:15","BZN|NL","12745.24","12331.42"
"25/03/2024 23:15 - 25/03/2024 23:30","BZN|NL","12504.93","12214.36"
"25/03/2024 23:30 - 25/03/2024 23:45","BZN|NL","12280.73","12015.64"
"25/03/2024 23:45 - 26/03/2024 00:00","BZN|NL","12077.80","11782.18"
"26/03/2024 00:00 - 26/03/2024 00:15","BZN|NL","11771.05","11601.64"
"26/03/2024 00:15 - 26/03/2024 00:30","BZN|NL","11652.62","11548.92"
"26/03/2024 00:30 - 26/03/2024 00:45","BZN|NL","11481.13","11394.04"
"26/03/2024 00:45 - 26/03/2024 01:00","BZN|NL","11334.61","11217.26"
"26/03/2024 01:00 - 26/03/2024 01:15","BZN|NL","11281.91","11128.70"
"26/03/2024 01:15 - 26/03/2024 01:30","BZN|NL","11151.04","11060.35"
"26/03/2024 01:30 - 26/03/2024 01:45","BZN|NL","11093.81","10983.73"
"26/03/2024 01:45 - 26/03/2024 02:00","BZN|NL","10993.69","10885.24"
"26/03/2024 02:00 - 26/03/2024 02:15","BZN|NL","11003.32","10844.86"
"26/03/2024 02:15 - 26/03/2024 02:30","BZN|NL","10950.63","10808.40"
"26/03/2024 02:30 - 26/03/2024 02:45","BZN|NL","10868.93","10759.78"
"26/03/2024 02:45 - 26/03/2024 03:00","BZN|NL","10824.88","10706.61"
"26/03/2024 03:00 - 26/03/2024 03:15","BZN|NL","10827.88","10675.85"
"26/03/2024 03:15 - 26/03/2024 03:30","BZN|NL","10842.31","10681.58"
"26/03/2024 03:30 - 26/03/2024 03:45","BZN|NL","10765.29","10626.39"
"26/03/2024 03:45 - 26/03/2024 04:00","BZN|NL","10803.21","10577.56"
"26/03/2024 04:00 - 26/03/2024 04:15","BZN|NL","10839.61","10592.38"
"26/03/2024 04:15 - 26/03/2024 04:30","BZN|NL","10857.72","10595.59"
"26/03/2024 04:30 - 26/03/2024 04:45","BZN|NL","10907.59","10600.53"
"26/03/2024 04:45 - 26/03/2024 05:00","BZN|NL","10923.38","10610.43"
"26/03/2024 05:00 - 26/03/2024 05:15","BZN|NL","11104.60","10669.86"
"26/03/2024 05:15 - 26/03/2024 05:30","BZN|NL","11220.97","10732.23"
"26/03/2024 05:30 - 26/03/2024 05:45","BZN|NL","11423.06","10846.31"
"26/03/2024 05:45 - 26/03/2024 06:00","BZN|NL","11697.53","10995.32"
"26/03/2024 06:00 - 26/03/2024 06:15","BZN|NL","12153.51","11305.19"
"26/03/2024 06:15 - 26/03/2024 06:30","BZN|NL","12454.55","11650.54"
"26/03/2024 06:30 - 26/03/2024 06:45","BZN|NL","12730.31","11993.54"
"26/03/2024 06:45 - 26/03/2024 07:00","BZN|NL","12925.41","12319.13"
"26/03/2024 07:00 - 26/03/2024 07:15","BZN|NL","13312.85","12819.37"
"26/03/2024 07:15 - 26/03/2024 07:30","BZN|NL","13491.67","13243.67"
"26/03/2024 07:30 - 26/03/2024 07:45","BZN|NL","13717.02","13538.61"
"26/03/2024 07:45 - 26/03/2024 08:00","BZN|NL","13905.31","13795.00"
"26/03/2024 08:00 - 26/03/2024 08:15","BZN|NL","14065.35","13976.27"
"26/03/2024 08:15 - 26/03/2024 08:30","BZN|NL","14071.36","14092.28"
"26/03/2024 08:30 - 26/03/2024 08:45","BZN|NL","14156.67","14156.24"
"26/03/2024 08:45 - 26/03/2024 09:00","BZN|NL","14253.00","14197.10"
"26/03/2024 09:00 - 26/03/2024 09:15","BZN|NL","14069.18","14157.97"
"26/03/2024 09:15 - 26/03/2024 09:30","BZN|NL","14047.32","14027.99"
"26/03/2024 09:30 - 26/03/2024 09:45","BZN|NL","13982.81","13842.73"
"26/03/2024 09:45 - 26/03/2024 10:00","BZN|NL","14014.59","13662.89"
"26/03/2024 10:00 - 26/03/2024 10:15","BZN|NL","13888.05","13525.08"
"26/03/2024 10:15 - 26/03/2024 10:30","BZN|NL","13848.44","13236.96"
"26/03/2024 10:30 - 26/03/2024 10:45","BZN|NL","13791.88","12990.24"
"26/03/2024 10:45 - 26/03/2024 11:00","BZN|NL","13857.66","12727.69"
"26/03/2024 11:00 - 26/03/2024 11:15","BZN|NL","13836.32","12339.31"
"26/03/2024 11:15 - 26/03/2024 11:30","BZN|NL","13863.70","11964.70"
"26/03/2024 11:30 - 26/03/2024 11:45","BZN|NL","13831.26","11769.59"
"26/03/2024 11:45 - 26/03/2024 12:00","BZN|NL","13796.36","11626.47"
"26/03/2024 12:00 - 26/03/2024 12:15","BZN|NL","13680.06","11431.34"
"26/03/2024 12:15 - 26/03/2024 12:30","BZN|NL","13619.47","11058.85"
"26/03/2024 12:30 - 26/03/2024 12:45","BZN|NL","13542.22","10895.11"
"26/03/2024 12:45 - 26/03/2024 13:00","BZN|NL","13580.84","10820.90"
"26/03/2024 13:00 - 26/03/2024 13:15","BZN|NL","13460.10","10773.66"
"26/03/2024 13:15 - 26/03/2024 13:30","BZN|NL","13459.28","10834.71"
"26/03/2024 13:30 - 26/03/2024 13:45","BZN|NL","13385.70","10919.63"
"26/03/2024 13:45 - 26/03/2024 14:00","BZN|NL","13329.81","10975.82"
"26/03/2024 14:00 - 26/03/2024 14:15","BZN|NL","13386.94","11005.05"
"26/03/2024 14:15 - 26/03/2024 14:30","BZN|NL","13401.39","11154.19"
"26/03/2024 14:30 - 26/03/2024 14:45","BZN|NL","13385.64","11328.32"
"26/03/2024 14:45 - 26/03/2024 15:00","BZN|NL","13318.79","11466.13"
"26/03/2024 15:00 - 26/03/2024 15:15","BZN|NL","13425.45","11603.77"
"26/03/2024 15:15 - 26/03/2024 15:30","BZN|NL","13452.08","11830.01"
"26/03/2024 15:30 - 26/03/2024 15:45","BZN|NL","13553.46","12083.12"
"26/03/2024 15:45 - 26/03/2024 16:00","BZN|NL","13554.83","12363.11"
"26/03/2024 16:00 - 26/03/2024 16:15","BZN|NL","13680.87","12596.79"
"26/03/2024 16:15 - 26/03/2024 16:30","BZN|NL","13759.20","12821.22"
"26/03/2024 16:30 - 26/03/2024 16:45","BZN|NL","13880.49","13132.41"
"26/03/2024 16:45 - 26/03/2024 17:00","BZN|NL","14124.86","13516.86"
"26/03/2024 17:00 - 26/03/2024 17:15","BZN|NL","14366.82","13856.05"
"26/03/2024 17:15 - 26/03/2024 17:30","BZN|NL","14621.71","14174.08"
"26/03/2024 17:30 - 26/03/2024 17:45","BZN|NL","14919.45","14435.48"
"26/03/2024 17:45 - 26/03/2024 18:00","BZN|NL","15129.66","14630.15"
"26/03/2024 18:00 - 26/03/2024 18:15","BZN|NL","15204.31","14644.39"
"26/03/2024 18:15 - 26/03/2024 18:30","BZN|NL","15302.37","14660.92"
"26/03/2024 18:30 - 26/03/2024 18:45","BZN|NL","15479.64","14756.61"
"26/03/2024 18:45 - 26/03/2024 19:00","BZN|NL","15739.64","14825.61"
"26/03/2024 19:00 - 26/03/2024 19:15","BZN|NL","15759.87","14832.87"
"26/03/2024 19:15 - 26/03/2024 19:30","BZN|NL","15755.25","14774.31"
"26/03/2024 19:30 - 26/03/2024 19:45","BZN|NL","15648.46","14679.62"
"26/03/2024 19:45 - 26/03/2024 20:00","BZN|NL","15590.98","14560.23"
"26/03/2024 20:00 - 26/03/2024 20:15","BZN|NL","15346.96","14448.35"
"26/03/2024 20:15 - 26/03/2024 20:30","BZN|NL","15152.63","14287.61"
"26/03/2024 20:30 - 26/03/2024 20:45","BZN|NL","14945.81","14095.39"
"26/03/2024 20:45 - 26/03/2024 21:00","BZN|NL","14742.73","13922.13"
"26/03/2024 21:00 - 26/03/2024 21:15","BZN|NL","14456.21","13741.67"
"26/03/2024 21:15 - 26/03/2024 21:30","BZN|NL","14224.20","13594.38"
"26/03/2024 21:30 - 26/03/2024 21:45","BZN|NL","14033.87","13444.74"
"26/03/2024 21:45 - 26/03/2024 22:00","BZN|NL","13825.52","13262.81"
"26/03/2024 22:00 - 26/03/2024 22:15","BZN|NL","13525.56","13058.48"
"26/03/2024 22:15 - 26/03/2024 22:30","BZN|NL","13241.80","12875.84"
"26/03/2024 22:30 - 26/03/2024 22:45","BZN|NL","12998.03","12720.67"
"26/03/2024 22:45 - 26/03/2024 23:00","BZN|NL","12769.62","12554.90"
"26/03/2024 23:00 - 26/03/2024 23:15","BZN|NL","12550.02","12392.81"
"26/03/2024 23:15 - 26/03/2024 23:30","BZN|NL","12374.42","12243.53"
"26/03/2024 23:30 - 26/03/2024 23:45","BZN|NL","12167.69","12085.78"
"26/03/2024 23:45 - 27/03/2024 00:00","BZN|NL","12029.28","11901.50"
"27/03/2024 00:00 - 27/03/2024 00:15","BZN|NL","11849.33","11904.45"
"27/03/2024 00:15 - 27/03/2024 00:30","BZN|NL","11626.59","11903.12"
"27/03/2024 00:30 - 27/03/2024 00:45","BZN|NL","11451.25","11757.66"
"27/03/2024 00:45 - 27/03/2024 01:00","BZN|NL","11353.56","11566.60"
"27/03/2024 01:00 - 27/03/2024 01:15","BZN|NL","11200.50","11378.84"
"27/03/2024 01:15 - 27/03/2024 01:30","BZN|NL","11038.81","11283.83"
"27/03/2024 01:30 - 27/03/2024 01:45","BZN|NL","10957.11","11207.91"
"27/03/2024 01:45 - 27/03/2024 02:00","BZN|NL","10983.17","11117.40"
"27/03/2024 02:00 - 27/03/2024 02:15","BZN|NL","10956.91","11067.12"
"27/03/2024 02:15 - 27/03/2024 02:30","BZN|NL","10893.78","11026.41"
"27/03/2024 02:30 - 27/03/2024 02:45","BZN|NL","10862.94","11001.89"
"27/03/2024 02:45 - 27/03/2024 03:00","BZN|NL","10775.96","10964.57"
"27/03/2024 03:00 - 27/03/2024 03:15","BZN|NL","10878.43","10981.94"
"27/03/2024 03:15 - 27/03/2024 03:30","BZN|NL","10869.43","11004.46"
