"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"01/01/2024 18:00 - 01/01/2024 18:15","BZN|NL","14495.05","14485.16"
"01/01/2024 18:15 - 01/01/2024 18:30","BZN|NL","14451.77","14280.95"
"01/01/2024 18:30 - 01/01/2024 18:45","BZN|NL","14354.82","14127.53"
"01/01/2024 18:45 - 01/01/2024 19:00","BZN|NL","14301.00","14049.89"
"01/01/2024 19:00 - 01/01/2024 19:15","BZN|NL","14181.38","13949.88"
"01/01/2024 19:15 - 01/01/2024 19:30","BZN|NL","14093.38","13808.23"
"01/01/2024 19:30 - 01/01/2024 19:45","BZN|NL","13906.15","13617.04"
"01/01/2024 19:45 - 01/01/2024 20:00","BZN|NL","13834.95","13463.24"
"01/01/2024 20:00 - 01/01/2024 20:15","BZN|NL","13618.09","13265.77"
"01/01/2024 20:15 - 01/01/2024 20:30","BZN|NL","13414.98","13101.90"
"01/01/2024 20:30 - 01/01/2024 20:45","BZN|NL","13309.81","12971.62"
"01/01/2024 20:45 - 01/01/2024 21:00","BZN|NL","13250.79","12815.56"
"01/01/2024 21:00 - 01/01/2024 21:15","BZN|NL","13135.82","12520.05"
"01/01/2024 21:15 - 01/01/2024 21:30","BZN|NL","13082.88","12341.18"
"01/01/2024 21:30 - 01/01/2024 21:45","BZN|NL","12906.86","12188.33"
"01/01/2024 21:45 - 01/01/2024 22:00","BZN|NL","12790.77","12005.98"
"01/01/2024 22:00 - 01/01/2024 22:15","BZN|NL","12600.64","11766.43"
"01/01/2024 22:15 - 01/01/2024 22:30","BZN|NL","12442.45","11518.51"
"01/01/2024 22:30 - 01/01/2024 22:45","BZN|NL","12232.46","11330.34"
"01/01/2024 22:45 - 01/01/2024 23:00","BZN|NL","12054.50","11150.68"
"01/01/2024 23:00 - 01/01/2024 23:15","BZN|NL","11927.40","11024.00"
"01/01/2024 23:15 - 01/01/2024 23:30","BZN|NL","11796.79","10819.89"
"01/01/2024 23:30 - 01/01/2024 23:45","BZN|NL","11612.07","10634.62"
"01/01/2024 23:45 - 02/01/2024 00:00","BZN|NL","11514.76","10442.54"
"02/01/2024 00:00 - 02/01/2024 00:15","BZN|NL","11475.63","10322.00"
"02/01/2024 00:15 - 02/01/2024 00:30","BZN|NL","11458.79","10271.82"
"02/01/2024 00:30 - 02/01/2024 00:45","BZN|NL","11362.17","10185.81"
"02/01/2024 00:45 - 02/01/2024 01:00","BZN|NL","11203.67","10054.62"
"02/01/2024 01:00 - 02/01/2024 01:15","BZN|NL","11138.51","9968.96"
"02/01/2024 01:15 - 02/01/2024 01:30","BZN|NL","11080.62","9921.55"
"02/01/2024 01:30 - 02/01/2024 01:45","BZN|NL","10992.89","9795.19"
"02/01/2024 01:45 - 02/01/2024 02:00","BZN|NL","10970.47","9697.23"
"02/01/2024 02:00 - 02/01/2024 02:15","BZN|NL","10903.68","9618.53"
"02/01/2024 02:15 - 02/01/2024 02:30","BZN|NL","10896.78","9580.82"
"02/01/2024 02:30 - 02/01/2024 02:45","BZN|NL","10868.03","9488.26"
"02/01/2024 02:45 - 02/01/2024 03:00","BZN|NL","10807.54","9459.13"
"02/01/2024 03:00 - 02/01/2024 03:15","BZN|NL","10838.26","9433.59"
"02/01/2024 03:15 - 02/01/2024 03:30","BZN|NL","10807.98","9365.25"
"02/01/2024 03:30 - 02/01/2024 03:45","BZN|NL","10812.33","9350.71"
"02/01/2024 03:45 - 02/01/2024 04:00","BZN|NL","10800.50","9323.23"
"02/01/2024 04:00 - 02/01/2024 04:15","BZN|NL","10820.46","9425.75"
"02/01/2024 04:15 - 02/01/2024 04:30","BZN|NL","10875.21","9510.56"
"02/01/2024 04:30 - 02/01/2024 04:45","BZN|NL","10896.36","9480.79"
"02/01/2024 04:45 - 02/01/2024 05:00","BZN|NL","10965.82","9488.67"
"02/01/2024 05:00 - 02/01/2024 05:15","BZN|NL","11110.16","9604.81"
"02/01/2024 05:15 - 02/01/2024 05:30","BZN|NL","11231.66","9746.29"
"02/01/2024 05:30 - 02/01/2024 05:45","BZN|NL","11375.63","9850.54"
"02/01/2024 05:45 - 02/01/2024 06:00","BZN|NL","11565.75","9983.30"
"02/01/2024 06:00 - 02/01/2024 06:15","BZN|NL","11954.69","10286.37"
"02/01/2024 06:15 - 02/01/2024 06:30","BZN|NL","12204.92","10644.95"
"02/01/2024 06:30 - 02/01/2024 06:45","BZN|NL","12479.49","10931.49"
"02/01/2024 06:45 - 02/01/2024 07:00","BZN|NL","12728.54","11240.28"
"02/01/2024 07:00 - 02/01/2024 07:15","BZN|NL","13229.04","11661.33"
"02/01/2024 07:15 - 02/01/2024 07:30","BZN|NL","13575.63","11993.30"
"02/01/2024 07:30 - 02/01/2024 07:45","BZN|NL","13919.48","12268.61"
"02/01/2024 07:45 - 02/01/2024 08:00","BZN|NL","14277.78","12528.00"
"02/01/2024 08:00 - 02/01/2024 08:15","BZN|NL","14632.18","12726.26"
"02/01/2024 08:15 - 02/01/2024 08:30","BZN|NL","14934.43","12984.86"
"02/01/2024 08:30 - 02/01/2024 08:45","BZN|NL","15153.03","13197.58"
"02/01/2024 08:45 - 02/01/2024 09:00","BZN|NL","15348.36","13365.70"
"02/01/2024 09:00 - 02/01/2024 09:15","BZN|NL","15484.01","13471.46"
"02/01/2024 09:15 - 02/01/2024 09:30","BZN|NL","15591.77","13531.82"
"02/01/2024 09:30 - 02/01/2024 09:45","BZN|NL","15672.21","13555.26"
"02/01/2024 09:45 - 02/01/2024 10:00","BZN|NL","15689.64","13537.55"
"02/01/2024 10:00 - 02/01/2024 10:15","BZN|NL","15635.59","13589.79"
"02/01/2024 10:15 - 02/01/2024 10:30","BZN|NL","15562.97","13553.13"
"02/01/2024 10:30 - 02/01/2024 10:45","BZN|NL","15528.51","13367.96"
"02/01/2024 10:45 - 02/01/2024 11:00","BZN|NL","15554.97","13282.62"
"02/01/2024 11:00 - 02/01/2024 11:15","BZN|NL","15593.43","13290.25"
"02/01/2024 11:15 - 02/01/2024 11:30","BZN|NL","15636.62","13202.18"
"02/01/2024 11:30 - 02/01/2024 11:45","BZN|NL","15705.30","13181.79"
"02/01/2024 11:45 - 02/01/2024 12:00","BZN|NL","15768.96","13186.18"
"02/01/2024 12:00 - 02/01/2024 12:15","BZN|NL","15863.26","13324.90"
"02/01/2024 12:15 - 02/01/2024 12:30","BZN|NL","15986.66","13402.15"
"02/01/2024 12:30 - 02/01/2024 12:45","BZN|NL","15984.08","13482.75"
"02/01/2024 12:45 - 02/01/2024 13:00","BZN|NL","16011.25","13574.95"
"02/01/2024 13:00 - 02/01/2024 13:15","BZN|NL","16036.99","13662.54"
"02/01/2024 13:15 - 02/01/2024 13:30","BZN|NL","16063.88","13726.39"
"02/01/2024 13:30 - 02/01/2024 13:45","BZN|NL","16068.96","13718.89"
"02/01/2024 13:45 - 02/01/2024 14:00","BZN|NL","16068.26","13742.73"
"02/01/2024 14:00 - 02/01/2024 14:15","BZN|NL","16039.32","13928.26"
"02/01/2024 14:15 - 02/01/2024 14:30","BZN|NL","16012.01","14165.16"
"02/01/2024 14:30 - 02/01/2024 14:45","BZN|NL","16042.95","14331.84"
"02/01/2024 14:45 - 02/01/2024 15:00","BZN|NL","16042.80","14434.68"
"02/01/2024 15:00 - 02/01/2024 15:15","BZN|NL","16083.01","14458.64"
"02/01/2024 15:15 - 02/01/2024 15:30","BZN|NL","16120.72","14605.88"
"02/01/2024 15:30 - 02/01/2024 15:45","BZN|NL","16216.00","14666.36"
"02/01/2024 15:45 - 02/01/2024 16:00","BZN|NL","16276.28","14712.86"
"02/01/2024 16:00 - 02/01/2024 16:15","BZN|NL","16354.61","14770.38"
"02/01/2024 16:15 - 02/01/2024 16:30","BZN|NL","16414.35","14981.98"
"02/01/2024 16:30 - 02/01/2024 16:45","BZN|NL","16536.21","15095.51"
"02/01/2024 16:45 - 02/01/2024 17:00","BZN|NL","16793.41","15180.72"
"02/01/2024 17:00 - 02/01/2024 17:15","BZN|NL","16941.59","15274.02"
"02/01/2024 17:15 - 02/01/2024 17:30","BZN|NL","17053.63","15280.05"
"02/01/2024 17:30 - 02/01/2024 17:45","BZN|NL","17115.14","15398.93"
"02/01/2024 17:45 - 02/01/2024 18:00","BZN|NL","17042.43","15450.55"
"02/01/2024 18:00 - 02/01/2024 18:15","BZN|NL","16742.90","15350.70"
"02/01/2024 18:15 - 02/01/2024 18:30","BZN|NL","16508.38","15232.09"
"02/01/2024 18:30 - 02/01/2024 18:45","BZN|NL","16347.65","15094.01"
"02/01/2024 18:45 - 02/01/2024 19:00","BZN|NL","16198.63","14951.87"
"02/01/2024 19:00 - 02/01/2024 19:15","BZN|NL","15982.20","14755.38"
"02/01/2024 19:15 - 02/01/2024 19:30","BZN|NL","15827.74","14601.24"
"02/01/2024 19:30 - 02/01/2024 19:45","BZN|NL","15640.77","14478.93"
"02/01/2024 19:45 - 02/01/2024 20:00","BZN|NL","15584.73","14356.47"
"02/01/2024 20:00 - 02/01/2024 20:15","BZN|NL","15271.50","14117.06"
"02/01/2024 20:15 - 02/01/2024 20:30","BZN|NL","15108.06","13977.02"
"02/01/2024 20:30 - 02/01/2024 20:45","BZN|NL","14947.60","13851.57"
"02/01/2024 20:45 - 02/01/2024 21:00","BZN|NL","14785.08","13698.71"
"02/01/2024 21:00 - 02/01/2024 21:15","BZN|NL","14532.13","13457.49"
"02/01/2024 21:15 - 02/01/2024 21:30","BZN|NL","14395.30","13282.02"
"02/01/2024 21:30 - 02/01/2024 21:45","BZN|NL","14221.53","13147.35"
"02/01/2024 21:45 - 02/01/2024 22:00","BZN|NL","14011.41","12997.76"
"02/01/2024 22:00 - 02/01/2024 22:15","BZN|NL","13728.46","12728.60"
"02/01/2024 22:15 - 02/01/2024 22:30","BZN|NL","13538.38","12498.71"
"02/01/2024 22:30 - 02/01/2024 22:45","BZN|NL","13346.64","12372.91"
"02/01/2024 22:45 - 02/01/2024 23:00","BZN|NL","13150.28","12144.33"
"02/01/2024 23:00 - 02/01/2024 23:15","BZN|NL","12882.88","12012.41"
"02/01/2024 23:15 - 02/01/2024 23:30","BZN|NL","12689.12","11884.93"
"02/01/2024 23:30 - 02/01/2024 23:45","BZN|NL","12525.31","11772.48"
"02/01/2024 23:45 - 03/01/2024 00:00","BZN|NL","12403.65","11593.15"
"03/01/2024 00:00 - 03/01/2024 00:15","BZN|NL","12304.78","11403.12"
"03/01/2024 00:15 - 03/01/2024 00:30","BZN|NL","12042.07","11493.73"
"03/01/2024 00:30 - 03/01/2024 00:45","BZN|NL","12000.04","11366.20"
"03/01/2024 00:45 - 03/01/2024 01:00","BZN|NL","11936.33","11219.55"
"03/01/2024 01:00 - 03/01/2024 01:15","BZN|NL","11658.11","11079.06"
"03/01/2024 01:15 - 03/01/2024 01:30","BZN|NL","11587.38","10966.22"
"03/01/2024 01:30 - 03/01/2024 01:45","BZN|NL","11586.11","10875.95"
"03/01/2024 01:45 - 03/01/2024 02:00","BZN|NL","11561.46","10751.91"
"03/01/2024 02:00 - 03/01/2024 02:15","BZN|NL","11438.74","10648.05"
"03/01/2024 02:15 - 03/01/2024 02:30","BZN|NL","11387.01","10598.12"
"03/01/2024 02:30 - 03/01/2024 02:45","BZN|NL","11393.89","10571.54"
"03/01/2024 02:45 - 03/01/2024 03:00","BZN|NL","11379.93","10499.30"
"03/01/2024 03:00 - 03/01/2024 03:15","BZN|NL","11420.01","10426.53"
"03/01/2024 03:15 - 03/01/2024 03:30","BZN|NL","11449.71","10420.23"
"03/01/2024 03:30 - 03/01/2024 03:45","BZN|NL","11362.67","10389.32"
"03/01/2024 03:45 - 03/01/2024 04:00","BZN|NL","11299.49","10341.30"
"03/01/2024 04:00 - 03/01/2024 04:15","BZN|NL","11309.01","10325.53"
"03/01/2024 04:15 - 03/01/2024 04:30","BZN|NL","11309.98","10342.57"
"03/01/2024 04:30 - 03/01/2024 04:45","BZN|NL","11362.43","10321.12"
"03/01/2024 04:45 - 03/01/2024 05:00","BZN|NL","11404.66","10321.76"
"03/01/2024 05:00 - 03/01/2024 05:15","BZN|NL","11562.07","10358.07"
"03/01/2024 05:15 - 03/01/2024 05:30","BZN|NL","11697.79","10447.14"
"03/01/2024 05:30 - 03/01/2024 05:45","BZN|NL","11831.62","10532.91"
"03/01/2024 05:45 - 03/01/2024 06:00","BZN|NL","11962.19","10662.15"
"03/01/2024 06:00 - 03/01/2024 06:15","BZN|NL","12396.81","10864.87"
"03/01/2024 06:15 - 03/01/2024 06:30","BZN|NL","12723.75","11187.75"
"03/01/2024 06:30 - 03/01/2024 06:45","BZN|NL","12984.14","11408.26"
"03/01/2024 06:45 - 03/01/2024 07:00","BZN|NL","13271.03","11601.56"
"03/01/2024 07:00 - 03/01/2024 07:15","BZN|NL","13705.02","11847.22"
"03/01/2024 07:15 - 03/01/2024 07:30","BZN|NL","14076.02","12251.36"
"03/01/2024 07:30 - 03/01/2024 07:45","BZN|NL","14440.95","12626.27"
"03/01/2024 07:45 - 03/01/2024 08:00","BZN|NL","14727.81","12986.97"
"03/01/2024 08:00 - 03/01/2024 08:15","BZN|NL","15197.07","13327.60"
"03/01/2024 08:15 - 03/01/2024 08:30","BZN|NL","15418.53","13660.07"
"03/01/2024 08:30 - 03/01/2024 08:45","BZN|NL","15640.93","13881.54"
"03/01/2024 08:45 - 03/01/2024 09:00","BZN|NL","15819.16","14043.35"
"03/01/2024 09:00 - 03/01/2024 09:15","BZN|NL","15934.08","14085.78"
"03/01/2024 09:15 - 03/01/2024 09:30","BZN|NL","16117.00","14168.68"
"03/01/2024 09:30 - 03/01/2024 09:45","BZN|NL","16139.82","14169.41"
"03/01/2024 09:45 - 03/01/2024 10:00","BZN|NL","16142.49","14146.32"
"03/01/2024 10:00 - 03/01/2024 10:15","BZN|NL","16114.68","14118.55"
"03/01/2024 10:15 - 03/01/2024 10:30","BZN|NL","16091.23","14085.11"
"03/01/2024 10:30 - 03/01/2024 10:45","BZN|NL","16008.73","14018.20"
"03/01/2024 10:45 - 03/01/2024 11:00","BZN|NL","15964.52","13918.87"
"03/01/2024 11:00 - 03/01/2024 11:15","BZN|NL","15897.06","13824.32"
"03/01/2024 11:15 - 03/01/2024 11:30","BZN|NL","15828.34","13742.93"
"03/01/2024 11:30 - 03/01/2024 11:45","BZN|NL","15804.74","13632.78"
"03/01/2024 11:45 - 03/01/2024 12:00","BZN|NL","15847.02","13586.04"
"03/01/2024 12:00 - 03/01/2024 12:15","BZN|NL","15903.11","13531.19"
"03/01/2024 12:15 - 03/01/2024 12:30","BZN|NL","15904.54","13445.45"
"03/01/2024 12:30 - 03/01/2024 12:45","BZN|NL","15835.30","13513.23"
"03/01/2024 12:45 - 03/01/2024 13:00","BZN|NL","15889.03","13481.64"
"03/01/2024 13:00 - 03/01/2024 13:15","BZN|NL","15929.20","13482.51"
"03/01/2024 13:15 - 03/01/2024 13:30","BZN|NL","15900.65","13517.39"
"03/01/2024 13:30 - 03/01/2024 13:45","BZN|NL","15847.30","13586.76"
"03/01/2024 13:45 - 03/01/2024 14:00","BZN|NL","15818.60","13681.53"
"03/01/2024 14:00 - 03/01/2024 14:15","BZN|NL","15820.46","13810.42"
"03/01/2024 14:15 - 03/01/2024 14:30","BZN|NL","15889.52","13814.79"
"03/01/2024 14:30 - 03/01/2024 14:45","BZN|NL","15872.25","13765.98"
"03/01/2024 14:45 - 03/01/2024 15:00","BZN|NL","15965.18","13793.53"
"03/01/2024 15:00 - 03/01/2024 15:15","BZN|NL","15972.06","13785.17"
"03/01/2024 15:15 - 03/01/2024 15:30","BZN|NL","16094.62","13723.13"
"03/01/2024 15:30 - 03/01/2024 15:45","BZN|NL","16226.21","13732.21"
"03/01/2024 15:45 - 03/01/2024 16:00","BZN|NL","16305.53","13757.56"
"03/01/2024 16:00 - 03/01/2024 16:15","BZN|NL","16399.61","13906.37"
"03/01/2024 16:15 - 03/01/2024 16:30","BZN|NL","16505.70","13894.96"
"03/01/2024 16:30 - 03/01/2024 16:45","BZN|NL","16616.51","13968.50"
"03/01/2024 16:45 - 03/01/2024 17:00","BZN|NL","16930.42","14062.86"
"03/01/2024 17:00 - 03/01/2024 17:15","BZN|NL","17039.96","14138.75"
"03/01/2024 17:15 - 03/01/2024 17:30","BZN|NL","17271.78","14106.16"
"03/01/2024 17:30 - 03/01/2024 17:45","BZN|NL","17365.23","14129.85"
"03/01/2024 17:45 - 03/01/2024 18:00","BZN|NL","17310.29","14099.71"
"03/01/2024 18:00 - 03/01/2024 18:15","BZN|NL","16938.23","13947.97"
"03/01/2024 18:15 - 03/01/2024 18:30","BZN|NL","16635.56","13632.49"
"03/01/2024 18:30 - 03/01/2024 18:45","BZN|NL","16452.36","13384.20"
"03/01/2024 18:45 - 03/01/2024 19:00","BZN|NL","16318.39","13191.32"
"03/01/2024 19:00 - 03/01/2024 19:15","BZN|NL","16185.31","13031.19"
"03/01/2024 19:15 - 03/01/2024 19:30","BZN|NL","16015.85","12829.11"
"03/01/2024 19:30 - 03/01/2024 19:45","BZN|NL","15846.64","12638.10"
"03/01/2024 19:45 - 03/01/2024 20:00","BZN|NL","15760.19","12510.20"
"03/01/2024 20:00 - 03/01/2024 20:15","BZN|NL","15581.36","12481.47"
"03/01/2024 20:15 - 03/01/2024 20:30","BZN|NL","15432.66","12464.06"
"03/01/2024 20:30 - 03/01/2024 20:45","BZN|NL","15225.49","12318.84"
"03/01/2024 20:45 - 03/01/2024 21:00","BZN|NL","15040.90","12122.86"
"03/01/2024 21:00 - 03/01/2024 21:15","BZN|NL","14829.88","12008.07"
"03/01/2024 21:15 - 03/01/2024 21:30","BZN|NL","14670.72","11946.76"
"03/01/2024 21:30 - 03/01/2024 21:45","BZN|NL","14459.82","11829.94"
"03/01/2024 21:45 - 03/01/2024 22:00","BZN|NL","14263.12","11717.36"
"03/01/2024 22:00 - 03/01/2024 22:15","BZN|NL","14017.50","11611.28"
"03/01/2024 22:15 - 03/01/2024 22:30","BZN|NL","13841.02","11435.68"
"03/01/2024 22:30 - 03/01/2024 22:45","BZN|NL","13647.38","11303.55"
"03/01/2024 22:45 - 03/01/2024 23:00","BZN|NL","13425.86","11155.76"
"03/01/2024 23:00 - 03/01/2024 23:15","BZN|NL","13282.96","11009.56"
"03/01/2024 23:15 - 03/01/2024 23:30","BZN|NL","13059.97","10847.72"
"03/01/2024 23:30 - 03/01/2024 23:45","BZN|NL","12841.68","10700.69"
"03/01/2024 23:45 - 04/01/2024 00:00","BZN|NL","12695.12","10533.33"
"04/01/2024 00:00 - 04/01/2024 00:15","BZN|NL","12509.79","10464.71"
"04/01/2024 00:15 - 04/01/2024 00:30","BZN|NL","12420.86","10506.57"
"04/01/2024 00:30 - 04/01/2024 00:45","BZN|NL","12319.42","10387.89"
"04/01/2024 00:45 - 04/01/2024 01:00","BZN|NL","12222.09","10358.56"
"04/01/2024 01:00 - 04/01/2024 01:15","BZN|NL","12151.99","10266.93"
"04/01/2024 01:15 - 04/01/2024 01:30","BZN|NL","12064.41","10176.98"
"04/01/2024 01:30 - 04/01/2024 01:45","BZN|NL","11963.27","10071.59"
"04/01/2024 01:45 - 04/01/2024 02:00","BZN|NL","11860.06","10000.00"
"04/01/2024 02:00 - 04/01/2024 02:15","BZN|NL","11760.24","9889.00"
"04/01/2024 02:15 - 04/01/2024 02:30","BZN|NL","11664.73","9767.46"
"04/01/2024 02:30 - 04/01/2024 02:45","BZN|NL","11570.97","9751.67"
"04/01/2024 02:45 - 04/01/2024 03:00","BZN|NL","11515.79","9720.89"
"04/01/2024 03:00 - 04/01/2024 03:15","BZN|NL","11555.42","9679.16"
"04/01/2024 03:15 - 04/01/2024 03:30","BZN|NL","11554.74","9675.68"
"04/01/2024 03:30 - 04/01/2024 03:45","BZN|NL","11539.95","9667.19"
"04/01/2024 03:45 - 04/01/2024 04:00","BZN|NL","11473.93","9645.21"
"04/01/2024 04:00 - 04/01/2024 04:15","BZN|NL","11485.84","9715.53"
"04/01/2024 04:15 - 04/01/2024 04:30","BZN|NL","11461.91","9793.01"
"04/01/2024 04:30 - 04/01/2024 04:45","BZN|NL","11483.51","9815.22"
"04/01/2024 04:45 - 04/01/2024 05:00","BZN|NL","11515.68","9814.14"
"04/01/2024 05:00 - 04/01/2024 05:15","BZN|NL","11580.60","9865.63"
"04/01/2024 05:15 - 04/01/2024 05:30","BZN|NL","11703.00","9988.19"
"04/01/2024 05:30 - 04/01/2024 05:45","BZN|NL","11844.13","10122.41"
"04/01/2024 05:45 - 04/01/2024 06:00","BZN|NL","11942.59","10257.91"
"04/01/2024 06:00 - 04/01/2024 06:15","BZN|NL","12383.31","10471.32"
"04/01/2024 06:15 - 04/01/2024 06:30","BZN|NL","12634.06","10748.96"
"04/01/2024 06:30 - 04/01/2024 06:45","BZN|NL","12864.51","10951.97"
"04/01/2024 06:45 - 04/01/2024 07:00","BZN|NL","13179.46","11149.90"
"04/01/2024 07:00 - 04/01/2024 07:15","BZN|NL","13773.51","11447.96"
"04/01/2024 07:15 - 04/01/2024 07:30","BZN|NL","14160.45","11845.35"
"04/01/2024 07:30 - 04/01/2024 07:45","BZN|NL","14545.56","12206.78"
"04/01/2024 07:45 - 04/01/2024 08:00","BZN|NL","14892.46","12455.97"
"04/01/2024 08:00 - 04/01/2024 08:15","BZN|NL","15283.43","12776.15"
"04/01/2024 08:15 - 04/01/2024 08:30","BZN|NL","15570.70","13142.90"
"04/01/2024 08:30 - 04/01/2024 08:45","BZN|NL","15813.56","13425.44"
