MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
01/08/2023 20:00:00 - 01/08/2023 21:00:00,BZN|NL,Without Sequence,108.72,,
01/08/2023 21:00:00 - 01/08/2023 22:00:00,BZN|NL,Without Sequence,112.16,,
01/08/2023 22:00:00 - 01/08/2023 23:00:00,BZN|NL,Without Sequence,102.55,,
01/08/2023 23:00:00 - 02/08/2023 00:00:00,BZN|NL,Without Sequence,92.78,,
02/08/2023 00:00:00 - 02/08/2023 01:00:00,BZN|NL,Without Sequence,89.38,,
02/08/2023 01:00:00 - 02/08/2023 02:00:00,BZN|NL,Without Sequence,77.54,,
02/08/2023 02:00:00 - 02/08/2023 03:00:00,BZN|NL,Without Sequence,69.62,,
02/08/2023 03:00:00 - 02/08/2023 04:00:00,BZN|NL,Without Sequence,67.13,,
02/08/2023 04:00:00 - 02/08/2023 05:00:00,BZN|NL,Without Sequence,69.99,,
02/08/2023 05:00:00 - 02/08/2023 06:00:00,BZN|NL,Without Sequence,85.74,,
02/08/2023 06:00:00 - 02/08/2023 07:00:00,BZN|NL,Without Sequence,102.44,,
02/08/2023 07:00:00 - 02/08/2023 08:00:00,BZN|NL,Without Sequence,111.96,,
02/08/2023 08:00:00 - 02/08/2023 09:00:00,BZN|NL,Without Sequence,97.45,,
02/08/2023 09:00:00 - 02/08/2023 10:00:00,BZN|NL,Without Sequence,88,,
02/08/2023 10:00:00 - 02/08/2023 11:00:00,BZN|NL,Without Sequence,78.22,,
02/08/2023 11:00:00 - 02/08/2023 12:00:00,BZN|NL,Without Sequence,64.5,,
02/08/2023 12:00:00 - 02/08/2023 13:00:00,BZN|NL,Without Sequence,52.02,,
02/08/2023 13:00:00 - 02/08/2023 14:00:00,BZN|NL,Without Sequence,33.08,,
02/08/2023 14:00:00 - 02/08/2023 15:00:00,BZN|NL,Without Sequence,24.13,,
02/08/2023 15:00:00 - 02/08/2023 16:00:00,BZN|NL,Without Sequence,18.96,,
02/08/2023 16:00:00 - 02/08/2023 17:00:00,BZN|NL,Without Sequence,28.29,,
02/08/2023 17:00:00 - 02/08/2023 18:00:00,BZN|NL,Without Sequence,52.24,,
02/08/2023 18:00:00 - 02/08/2023 19:00:00,BZN|NL,Without Sequence,68.86,,
02/08/2023 19:00:00 - 02/08/2023 20:00:00,BZN|NL,Without Sequence,82.16,,
02/08/2023 20:00:00 - 02/08/2023 21:00:00,BZN|NL,Without Sequence,80.71,,
02/08/2023 21:00:00 - 02/08/2023 22:00:00,BZN|NL,Without Sequence,77.2,,
02/08/2023 22:00:00 - 02/08/2023 23:00:00,BZN|NL,Without Sequence,65.7,,
02/08/2023 23:00:00 - 03/08/2023 00:00:00,BZN|NL,Without Sequence,41.12,,
03/08/2023 00:00:00 - 03/08/2023 01:00:00,BZN|NL,Without Sequence,19.97,,
03/08/2023 01:00:00 - 03/08/2023 02:00:00,BZN|NL,Without Sequence,9.51,,
03/08/2023 02:00:00 - 03/08/2023 03:00:00,BZN|NL,Without Sequence,3.43,,
03/08/2023 03:00:00 - 03/08/2023 04:00:00,BZN|NL,Without Sequence,5.61,,
03/08/2023 04:00:00 - 03/08/2023 05:00:00,BZN|NL,Without Sequence,7.2,,
03/08/2023 05:00:00 - 03/08/2023 06:00:00,BZN|NL,Without Sequence,24.8,,
03/08/2023 06:00:00 - 03/08/2023 07:00:00,BZN|NL,Without Sequence,47.38,,
03/08/2023 07:00:00 - 03/08/2023 08:00:00,BZN|NL,Without Sequence,70,,
03/08/2023 08:00:00 - 03/08/2023 09:00:00,BZN|NL,Without Sequence,70.05,,
03/08/2023 09:00:00 - 03/08/2023 10:00:00,BZN|NL,Without Sequence,62.8,,
03/08/2023 10:00:00 - 03/08/2023 11:00:00,BZN|NL,Without Sequence,45.5,,
03/08/2023 11:00:00 - 03/08/2023 12:00:00,BZN|NL,Without Sequence,34.54,,
03/08/2023 12:00:00 - 03/08/2023 13:00:00,BZN|NL,Without Sequence,27.01,,
03/08/2023 13:00:00 - 03/08/2023 14:00:00,BZN|NL,Without Sequence,21.25,,
03/08/2023 14:00:00 - 03/08/2023 15:00:00,BZN|NL,Without Sequence,17.43,,
03/08/2023 15:00:00 - 03/08/2023 16:00:00,BZN|NL,Without Sequence,17.7,,
03/08/2023 16:00:00 - 03/08/2023 17:00:00,BZN|NL,Without Sequence,21.94,,
03/08/2023 17:00:00 - 03/08/2023 18:00:00,BZN|NL,Without Sequence,49.9,,
03/08/2023 18:00:00 - 03/08/2023 19:00:00,BZN|NL,Without Sequence,80,,
03/08/2023 19:00:00 - 03/08/2023 20:00:00,BZN|NL,Without Sequence,95.92,,
03/08/2023 20:00:00 - 03/08/2023 21:00:00,BZN|NL,Without Sequence,100,,
03/08/2023 21:00:00 - 03/08/2023 22:00:00,BZN|NL,Without Sequence,115.1,,
03/08/2023 22:00:00 - 03/08/2023 23:00:00,BZN|NL,Without Sequence,113.5,,
03/08/2023 23:00:00 - 04/08/2023 00:00:00,BZN|NL,Without Sequence,92.85,,
04/08/2023 00:00:00 - 04/08/2023 01:00:00,BZN|NL,Without Sequence,90.14,,
04/08/2023 01:00:00 - 04/08/2023 02:00:00,BZN|NL,Without Sequence,83.85,,
04/08/2023 02:00:00 - 04/08/2023 03:00:00,BZN|NL,Without Sequence,80.92,,
04/08/2023 03:00:00 - 04/08/2023 04:00:00,BZN|NL,Without Sequence,79.25,,
04/08/2023 04:00:00 - 04/08/2023 05:00:00,BZN|NL,Without Sequence,82.45,,
04/08/2023 05:00:00 - 04/08/2023 06:00:00,BZN|NL,Without Sequence,87.7,,
04/08/2023 06:00:00 - 04/08/2023 07:00:00,BZN|NL,Without Sequence,99.25,,
04/08/2023 07:00:00 - 04/08/2023 08:00:00,BZN|NL,Without Sequence,110,,
04/08/2023 08:00:00 - 04/08/2023 09:00:00,BZN|NL,Without Sequence,114.94,,
04/08/2023 09:00:00 - 04/08/2023 10:00:00,BZN|NL,Without Sequence,97,,
04/08/2023 10:00:00 - 04/08/2023 11:00:00,BZN|NL,Without Sequence,95.16,,
04/08/2023 11:00:00 - 04/08/2023 12:00:00,BZN|NL,Without Sequence,90.68,,
04/08/2023 12:00:00 - 04/08/2023 13:00:00,BZN|NL,Without Sequence,86.92,,
04/08/2023 13:00:00 - 04/08/2023 14:00:00,BZN|NL,Without Sequence,80.81,,
04/08/2023 14:00:00 - 04/08/2023 15:00:00,BZN|NL,Without Sequence,77.84,,
04/08/2023 15:00:00 - 04/08/2023 16:00:00,BZN|NL,Without Sequence,76.27,,
04/08/2023 16:00:00 - 04/08/2023 17:00:00,BZN|NL,Without Sequence,77.1,,
04/08/2023 17:00:00 - 04/08/2023 18:00:00,BZN|NL,Without Sequence,81.43,,
04/08/2023 18:00:00 - 04/08/2023 19:00:00,BZN|NL,Without Sequence,95,,
04/08/2023 19:00:00 - 04/08/2023 20:00:00,BZN|NL,Without Sequence,111.54,,
04/08/2023 20:00:00 - 04/08/2023 21:00:00,BZN|NL,Without Sequence,138.71,,
04/08/2023 21:00:00 - 04/08/2023 22:00:00,BZN|NL,Without Sequence,126.77,,
04/08/2023 22:00:00 - 04/08/2023 23:00:00,BZN|NL,Without Sequence,109.19,,
04/08/2023 23:00:00 - 05/08/2023 00:00:00,BZN|NL,Without Sequence,98.49,,
05/08/2023 00:00:00 - 05/08/2023 01:00:00,BZN|NL,Without Sequence,101.55,,
05/08/2023 01:00:00 - 05/08/2023 02:00:00,BZN|NL,Without Sequence,94.9,,
05/08/2023 02:00:00 - 05/08/2023 03:00:00,BZN|NL,Without Sequence,92.58,,
05/08/2023 03:00:00 - 05/08/2023 04:00:00,BZN|NL,Without Sequence,90.3,,
05/08/2023 04:00:00 - 05/08/2023 05:00:00,BZN|NL,Without Sequence,90.24,,
05/08/2023 05:00:00 - 05/08/2023 06:00:00,BZN|NL,Without Sequence,90.54,,
05/08/2023 06:00:00 - 05/08/2023 07:00:00,BZN|NL,Without Sequence,94.34,,
05/08/2023 07:00:00 - 05/08/2023 08:00:00,BZN|NL,Without Sequence,92.49,,
05/08/2023 08:00:00 - 05/08/2023 09:00:00,BZN|NL,Without Sequence,91.33,,
05/08/2023 09:00:00 - 05/08/2023 10:00:00,BZN|NL,Without Sequence,88.54,,
05/08/2023 10:00:00 - 05/08/2023 11:00:00,BZN|NL,Without Sequence,80.1,,
05/08/2023 11:00:00 - 05/08/2023 12:00:00,BZN|NL,Without Sequence,74.67,,
05/08/2023 12:00:00 - 05/08/2023 13:00:00,BZN|NL,Without Sequence,65.01,,
05/08/2023 13:00:00 - 05/08/2023 14:00:00,BZN|NL,Without Sequence,58.91,,
05/08/2023 14:00:00 - 05/08/2023 15:00:00,BZN|NL,Without Sequence,58.04,,
05/08/2023 15:00:00 - 05/08/2023 16:00:00,BZN|NL,Without Sequence,65.2,,
05/08/2023 16:00:00 - 05/08/2023 17:00:00,BZN|NL,Without Sequence,77.7,,
05/08/2023 17:00:00 - 05/08/2023 18:00:00,BZN|NL,Without Sequence,95.3,,
05/08/2023 18:00:00 - 05/08/2023 19:00:00,BZN|NL,Without Sequence,103,,
05/08/2023 19:00:00 - 05/08/2023 20:00:00,BZN|NL,Without Sequence,107.9,,
05/08/2023 20:00:00 - 05/08/2023 21:00:00,BZN|NL,Without Sequence,119.1,,
05/08/2023 21:00:00 - 05/08/2023 22:00:00,BZN|NL,Without Sequence,107.42,,
05/08/2023 22:00:00 - 05/08/2023 23:00:00,BZN|NL,Without Sequence,98.37,,
05/08/2023 23:00:00 - 06/08/2023 00:00:00,BZN|NL,Without Sequence,87.22,,
06/08/2023 00:00:00 - 06/08/2023 01:00:00,BZN|NL,Without Sequence,88.04,,
06/08/2023 01:00:00 - 06/08/2023 02:00:00,BZN|NL,Without Sequence,88.09,,
06/08/2023 02:00:00 - 06/08/2023 03:00:00,BZN|NL,Without Sequence,79.07,,
06/08/2023 03:00:00 - 06/08/2023 04:00:00,BZN|NL,Without Sequence,79.08,,
06/08/2023 04:00:00 - 06/08/2023 05:00:00,BZN|NL,Without Sequence,75.06,,
06/08/2023 05:00:00 - 06/08/2023 06:00:00,BZN|NL,Without Sequence,84,,
06/08/2023 06:00:00 - 06/08/2023 07:00:00,BZN|NL,Without Sequence,75.46,,
06/08/2023 07:00:00 - 06/08/2023 08:00:00,BZN|NL,Without Sequence,66.5,,
06/08/2023 08:00:00 - 06/08/2023 09:00:00,BZN|NL,Without Sequence,63.4,,
06/08/2023 09:00:00 - 06/08/2023 10:00:00,BZN|NL,Without Sequence,57.22,,
06/08/2023 10:00:00 - 06/08/2023 11:00:00,BZN|NL,Without Sequence,50.03,,
06/08/2023 11:00:00 - 06/08/2023 12:00:00,BZN|NL,Without Sequence,43.85,,
06/08/2023 12:00:00 - 06/08/2023 13:00:00,BZN|NL,Without Sequence,0,,
06/08/2023 13:00:00 - 06/08/2023 14:00:00,BZN|NL,Without Sequence,0.04,,
06/08/2023 14:00:00 - 06/08/2023 15:00:00,BZN|NL,Without Sequence,-4.75,,
06/08/2023 15:00:00 - 06/08/2023 16:00:00,BZN|NL,Without Sequence,-4.75,,
06/08/2023 16:00:00 - 06/08/2023 17:00:00,BZN|NL,Without Sequence,0,,
06/08/2023 17:00:00 - 06/08/2023 18:00:00,BZN|NL,Without Sequence,35.17,,
06/08/2023 18:00:00 - 06/08/2023 19:00:00,BZN|NL,Without Sequence,62.03,,
06/08/2023 19:00:00 - 06/08/2023 20:00:00,BZN|NL,Without Sequence,72.61,,
06/08/2023 20:00:00 - 06/08/2023 21:00:00,BZN|NL,Without Sequence,76.85,,
06/08/2023 21:00:00 - 06/08/2023 22:00:00,BZN|NL,Without Sequence,77.35,,
06/08/2023 22:00:00 - 06/08/2023 23:00:00,BZN|NL,Without Sequence,71.86,,
06/08/2023 23:00:00 - 07/08/2023 00:00:00,BZN|NL,Without Sequence,72.6,,
07/08/2023 00:00:00 - 07/08/2023 01:00:00,BZN|NL,Without Sequence,54.51,,
07/08/2023 01:00:00 - 07/08/2023 02:00:00,BZN|NL,Without Sequence,47.95,,
07/08/2023 02:00:00 - 07/08/2023 03:00:00,BZN|NL,Without Sequence,50,,
07/08/2023 03:00:00 - 07/08/2023 04:00:00,BZN|NL,Without Sequence,7.48,,
07/08/2023 04:00:00 - 07/08/2023 05:00:00,BZN|NL,Without Sequence,30.03,,
07/08/2023 05:00:00 - 07/08/2023 06:00:00,BZN|NL,Without Sequence,0.03,,
07/08/2023 06:00:00 - 07/08/2023 07:00:00,BZN|NL,Without Sequence,72.22,,
07/08/2023 07:00:00 - 07/08/2023 08:00:00,BZN|NL,Without Sequence,84.1,,
07/08/2023 08:00:00 - 07/08/2023 09:00:00,BZN|NL,Without Sequence,64.05,,
07/08/2023 09:00:00 - 07/08/2023 10:00:00,BZN|NL,Without Sequence,25.28,,
07/08/2023 10:00:00 - 07/08/2023 11:00:00,BZN|NL,Without Sequence,0.01,,
07/08/2023 11:00:00 - 07/08/2023 12:00:00,BZN|NL,Without Sequence,-4.75,,
07/08/2023 12:00:00 - 07/08/2023 13:00:00,BZN|NL,Without Sequence,-15.63,,
07/08/2023 13:00:00 - 07/08/2023 14:00:00,BZN|NL,Without Sequence,-27.06,,
07/08/2023 14:00:00 - 07/08/2023 15:00:00,BZN|NL,Without Sequence,-41.85,,
07/08/2023 15:00:00 - 07/08/2023 16:00:00,BZN|NL,Without Sequence,-20.02,,
07/08/2023 16:00:00 - 07/08/2023 17:00:00,BZN|NL,Without Sequence,-10.02,,
07/08/2023 17:00:00 - 07/08/2023 18:00:00,BZN|NL,Without Sequence,-0.04,,
07/08/2023 18:00:00 - 07/08/2023 19:00:00,BZN|NL,Without Sequence,11,,
07/08/2023 19:00:00 - 07/08/2023 20:00:00,BZN|NL,Without Sequence,74.9,,
07/08/2023 20:00:00 - 07/08/2023 21:00:00,BZN|NL,Without Sequence,112,,
07/08/2023 21:00:00 - 07/08/2023 22:00:00,BZN|NL,Without Sequence,118,,
07/08/2023 22:00:00 - 07/08/2023 23:00:00,BZN|NL,Without Sequence,114,,
07/08/2023 23:00:00 - 08/08/2023 00:00:00,BZN|NL,Without Sequence,84.9,,
08/08/2023 00:00:00 - 08/08/2023 01:00:00,BZN|NL,Without Sequence,92.7,,
08/08/2023 01:00:00 - 08/08/2023 02:00:00,BZN|NL,Without Sequence,88,,
08/08/2023 02:00:00 - 08/08/2023 03:00:00,BZN|NL,Without Sequence,85,,
08/08/2023 03:00:00 - 08/08/2023 04:00:00,BZN|NL,Without Sequence,80,,
08/08/2023 04:00:00 - 08/08/2023 05:00:00,BZN|NL,Without Sequence,75.77,,
08/08/2023 05:00:00 - 08/08/2023 06:00:00,BZN|NL,Without Sequence,68.84,,
08/08/2023 06:00:00 - 08/08/2023 07:00:00,BZN|NL,Without Sequence,98.87,,
08/08/2023 07:00:00 - 08/08/2023 08:00:00,BZN|NL,Without Sequence,80.5,,
08/08/2023 08:00:00 - 08/08/2023 09:00:00,BZN|NL,Without Sequence,4.9,,
08/08/2023 09:00:00 - 08/08/2023 10:00:00,BZN|NL,Without Sequence,-2.7,,
08/08/2023 10:00:00 - 08/08/2023 11:00:00,BZN|NL,Without Sequence,-10.03,,
08/08/2023 11:00:00 - 08/08/2023 12:00:00,BZN|NL,Without Sequence,-40.08,,
08/08/2023 12:00:00 - 08/08/2023 13:00:00,BZN|NL,Without Sequence,-51.58,,
08/08/2023 13:00:00 - 08/08/2023 14:00:00,BZN|NL,Without Sequence,-73.22,,
08/08/2023 14:00:00 - 08/08/2023 15:00:00,BZN|NL,Without Sequence,-79.22,,
08/08/2023 15:00:00 - 08/08/2023 16:00:00,BZN|NL,Without Sequence,-48.92,,
08/08/2023 16:00:00 - 08/08/2023 17:00:00,BZN|NL,Without Sequence,-10.71,,
08/08/2023 17:00:00 - 08/08/2023 18:00:00,BZN|NL,Without Sequence,-0.82,,
08/08/2023 18:00:00 - 08/08/2023 19:00:00,BZN|NL,Without Sequence,40,,
08/08/2023 19:00:00 - 08/08/2023 20:00:00,BZN|NL,Without Sequence,88.71,,
08/08/2023 20:00:00 - 08/08/2023 21:00:00,BZN|NL,Without Sequence,95.34,,
08/08/2023 21:00:00 - 08/08/2023 22:00:00,BZN|NL,Without Sequence,105.09,,
08/08/2023 22:00:00 - 08/08/2023 23:00:00,BZN|NL,Without Sequence,105.99,,
08/08/2023 23:00:00 - 09/08/2023 00:00:00,BZN|NL,Without Sequence,99.9,,
09/08/2023 00:00:00 - 09/08/2023 01:00:00,BZN|NL,Without Sequence,85.7,,
09/08/2023 01:00:00 - 09/08/2023 02:00:00,BZN|NL,Without Sequence,79,,
09/08/2023 02:00:00 - 09/08/2023 03:00:00,BZN|NL,Without Sequence,74.5,,
09/08/2023 03:00:00 - 09/08/2023 04:00:00,BZN|NL,Without Sequence,70.1,,
09/08/2023 04:00:00 - 09/08/2023 05:00:00,BZN|NL,Without Sequence,74.12,,
09/08/2023 05:00:00 - 09/08/2023 06:00:00,BZN|NL,Without Sequence,83.95,,
09/08/2023 06:00:00 - 09/08/2023 07:00:00,BZN|NL,Without Sequence,98.16,,
09/08/2023 07:00:00 - 09/08/2023 08:00:00,BZN|NL,Without Sequence,105.7,,
09/08/2023 08:00:00 - 09/08/2023 09:00:00,BZN|NL,Without Sequence,106.44,,
09/08/2023 09:00:00 - 09/08/2023 10:00:00,BZN|NL,Without Sequence,99.59,,
09/08/2023 10:00:00 - 09/08/2023 11:00:00,BZN|NL,Without Sequence,71.47,,
09/08/2023 11:00:00 - 09/08/2023 12:00:00,BZN|NL,Without Sequence,2.86,,
09/08/2023 12:00:00 - 09/08/2023 13:00:00,BZN|NL,Without Sequence,0.94,,
09/08/2023 13:00:00 - 09/08/2023 14:00:00,BZN|NL,Without Sequence,-0.6,,
09/08/2023 14:00:00 - 09/08/2023 15:00:00,BZN|NL,Without Sequence,3.25,,
09/08/2023 15:00:00 - 09/08/2023 16:00:00,BZN|NL,Without Sequence,0.1,,
09/08/2023 16:00:00 - 09/08/2023 17:00:00,BZN|NL,Without Sequence,4.9,,
09/08/2023 17:00:00 - 09/08/2023 18:00:00,BZN|NL,Without Sequence,64.9,,
09/08/2023 18:00:00 - 09/08/2023 19:00:00,BZN|NL,Without Sequence,94.3,,
09/08/2023 19:00:00 - 09/08/2023 20:00:00,BZN|NL,Without Sequence,114.4,,
09/08/2023 20:00:00 - 09/08/2023 21:00:00,BZN|NL,Without Sequence,134.58,,
09/08/2023 21:00:00 - 09/08/2023 22:00:00,BZN|NL,Without Sequence,131.35,,
09/08/2023 22:00:00 - 09/08/2023 23:00:00,BZN|NL,Without Sequence,122.47,,
09/08/2023 23:00:00 - 10/08/2023 00:00:00,BZN|NL,Without Sequence,100.96,,
10/08/2023 00:00:00 - 10/08/2023 01:00:00,BZN|NL,Without Sequence,96.27,,
10/08/2023 01:00:00 - 10/08/2023 02:00:00,BZN|NL,Without Sequence,91.99,,
10/08/2023 02:00:00 - 10/08/2023 03:00:00,BZN|NL,Without Sequence,89.15,,
10/08/2023 03:00:00 - 10/08/2023 04:00:00,BZN|NL,Without Sequence,79.98,,
10/08/2023 04:00:00 - 10/08/2023 05:00:00,BZN|NL,Without Sequence,84.85,,
10/08/2023 05:00:00 - 10/08/2023 06:00:00,BZN|NL,Without Sequence,86.1,,
10/08/2023 06:00:00 - 10/08/2023 07:00:00,BZN|NL,Without Sequence,99.9,,
10/08/2023 07:00:00 - 10/08/2023 08:00:00,BZN|NL,Without Sequence,103.32,,
10/08/2023 08:00:00 - 10/08/2023 09:00:00,BZN|NL,Without Sequence,104.2,,
10/08/2023 09:00:00 - 10/08/2023 10:00:00,BZN|NL,Without Sequence,96,,
10/08/2023 10:00:00 - 10/08/2023 11:00:00,BZN|NL,Without Sequence,70.2,,
10/08/2023 11:00:00 - 10/08/2023 12:00:00,BZN|NL,Without Sequence,43.91,,
10/08/2023 12:00:00 - 10/08/2023 13:00:00,BZN|NL,Without Sequence,18.25,,
10/08/2023 13:00:00 - 10/08/2023 14:00:00,BZN|NL,Without Sequence,18.01,,
10/08/2023 14:00:00 - 10/08/2023 15:00:00,BZN|NL,Without Sequence,16.77,,
10/08/2023 15:00:00 - 10/08/2023 16:00:00,BZN|NL,Without Sequence,30.69,,
10/08/2023 16:00:00 - 10/08/2023 17:00:00,BZN|NL,Without Sequence,66.15,,
10/08/2023 17:00:00 - 10/08/2023 18:00:00,BZN|NL,Without Sequence,87.7,,
10/08/2023 18:00:00 - 10/08/2023 19:00:00,BZN|NL,Without Sequence,97.08,,
10/08/2023 19:00:00 - 10/08/2023 20:00:00,BZN|NL,Without Sequence,103.46,,
10/08/2023 20:00:00 - 10/08/2023 21:00:00,BZN|NL,Without Sequence,164.91,,
10/08/2023 21:00:00 - 10/08/2023 22:00:00,BZN|NL,Without Sequence,142.02,,
10/08/2023 22:00:00 - 10/08/2023 23:00:00,BZN|NL,Without Sequence,115.49,,
10/08/2023 23:00:00 - 11/08/2023 00:00:00,BZN|NL,Without Sequence,101.11,,
11/08/2023 00:00:00 - 11/08/2023 01:00:00,BZN|NL,Without Sequence,111.3,,
11/08/2023 01:00:00 - 11/08/2023 02:00:00,BZN|NL,Without Sequence,106.27,,
11/08/2023 02:00:00 - 11/08/2023 03:00:00,BZN|NL,Without Sequence,102.86,,
11/08/2023 03:00:00 - 11/08/2023 04:00:00,BZN|NL,Without Sequence,98.35,,
11/08/2023 04:00:00 - 11/08/2023 05:00:00,BZN|NL,Without Sequence,87.59,,
11/08/2023 05:00:00 - 11/08/2023 06:00:00,BZN|NL,Without Sequence,93,,
11/08/2023 06:00:00 - 11/08/2023 07:00:00,BZN|NL,Without Sequence,116.38,,
11/08/2023 07:00:00 - 11/08/2023 08:00:00,BZN|NL,Without Sequence,120.3,,
11/08/2023 08:00:00 - 11/08/2023 09:00:00,BZN|NL,Without Sequence,114.97,,
11/08/2023 09:00:00 - 11/08/2023 10:00:00,BZN|NL,Without Sequence,99.71,,
11/08/2023 10:00:00 - 11/08/2023 11:00:00,BZN|NL,Without Sequence,85,,
11/08/2023 11:00:00 - 11/08/2023 12:00:00,BZN|NL,Without Sequence,74.3,,
11/08/2023 12:00:00 - 11/08/2023 13:00:00,BZN|NL,Without Sequence,30.1,,
11/08/2023 13:00:00 - 11/08/2023 14:00:00,BZN|NL,Without Sequence,16.63,,
11/08/2023 14:00:00 - 11/08/2023 15:00:00,BZN|NL,Without Sequence,24.9,,
11/08/2023 15:00:00 - 11/08/2023 16:00:00,BZN|NL,Without Sequence,58.01,,
11/08/2023 16:00:00 - 11/08/2023 17:00:00,BZN|NL,Without Sequence,84.58,,
11/08/2023 17:00:00 - 11/08/2023 18:00:00,BZN|NL,Without Sequence,97.98,,
11/08/2023 18:00:00 - 11/08/2023 19:00:00,BZN|NL,Without Sequence,108.3,,
11/08/2023 19:00:00 - 11/08/2023 20:00:00,BZN|NL,Without Sequence,130,,
11/08/2023 20:00:00 - 11/08/2023 21:00:00,BZN|NL,Without Sequence,138.87,,
11/08/2023 21:00:00 - 11/08/2023 22:00:00,BZN|NL,Without Sequence,132.59,,
11/08/2023 22:00:00 - 11/08/2023 23:00:00,BZN|NL,Without Sequence,118,,
11/08/2023 23:00:00 - 12/08/2023 00:00:00,BZN|NL,Without Sequence,104.06,,
12/08/2023 00:00:00 - 12/08/2023 01:00:00,BZN|NL,Without Sequence,103.54,,
12/08/2023 01:00:00 - 12/08/2023 02:00:00,BZN|NL,Without Sequence,98.2,,
12/08/2023 02:00:00 - 12/08/2023 03:00:00,BZN|NL,Without Sequence,97.7,,
12/08/2023 03:00:00 - 12/08/2023 04:00:00,BZN|NL,Without Sequence,95.73,,
12/08/2023 04:00:00 - 12/08/2023 05:00:00,BZN|NL,Without Sequence,93.91,,
12/08/2023 05:00:00 - 12/08/2023 06:00:00,BZN|NL,Without Sequence,98.06,,
12/08/2023 06:00:00 - 12/08/2023 07:00:00,BZN|NL,Without Sequence,95.11,,
12/08/2023 07:00:00 - 12/08/2023 08:00:00,BZN|NL,Without Sequence,99.31,,
12/08/2023 08:00:00 - 12/08/2023 09:00:00,BZN|NL,Without Sequence,101.78,,
12/08/2023 09:00:00 - 12/08/2023 10:00:00,BZN|NL,Without Sequence,88.5,,
12/08/2023 10:00:00 - 12/08/2023 11:00:00,BZN|NL,Without Sequence,77.61,,
12/08/2023 11:00:00 - 12/08/2023 12:00:00,BZN|NL,Without Sequence,64.76,,
12/08/2023 12:00:00 - 12/08/2023 13:00:00,BZN|NL,Without Sequence,50,,
12/08/2023 13:00:00 - 12/08/2023 14:00:00,BZN|NL,Without Sequence,23.72,,
12/08/2023 14:00:00 - 12/08/2023 15:00:00,BZN|NL,Without Sequence,6,,
12/08/2023 15:00:00 - 12/08/2023 16:00:00,BZN|NL,Without Sequence,6.92,,
12/08/2023 16:00:00 - 12/08/2023 17:00:00,BZN|NL,Without Sequence,20.4,,
12/08/2023 17:00:00 - 12/08/2023 18:00:00,BZN|NL,Without Sequence,65.12,,
12/08/2023 18:00:00 - 12/08/2023 19:00:00,BZN|NL,Without Sequence,89.43,,
12/08/2023 19:00:00 - 12/08/2023 20:00:00,BZN|NL,Without Sequence,106.47,,
12/08/2023 20:00:00 - 12/08/2023 21:00:00,BZN|NL,Without Sequence,111.16,,
12/08/2023 21:00:00 - 12/08/2023 22:00:00,BZN|NL,Without Sequence,112.28,,
12/08/2023 22:00:00 - 12/08/2023 23:00:00,BZN|NL,Without Sequence,108.05,,
12/08/2023 23:00:00 - 13/08/2023 00:00:00,BZN|NL,Without Sequence,101.66,,
13/08/2023 00:00:00 - 13/08/2023 01:00:00,BZN|NL,Without Sequence,90.1,,
13/08/2023 01:00:00 - 13/08/2023 02:00:00,BZN|NL,Without Sequence,84.67,,
13/08/2023 02:00:00 - 13/08/2023 03:00:00,BZN|NL,Without Sequence,78.8,,
13/08/2023 03:00:00 - 13/08/2023 04:00:00,BZN|NL,Without Sequence,69.66,,
13/08/2023 04:00:00 - 13/08/2023 05:00:00,BZN|NL,Without Sequence,69,,
13/08/2023 05:00:00 - 13/08/2023 06:00:00,BZN|NL,Without Sequence,72.02,,
13/08/2023 06:00:00 - 13/08/2023 07:00:00,BZN|NL,Without Sequence,77.73,,
13/08/2023 07:00:00 - 13/08/2023 08:00:00,BZN|NL,Without Sequence,76.64,,
13/08/2023 08:00:00 - 13/08/2023 09:00:00,BZN|NL,Without Sequence,69.93,,
13/08/2023 09:00:00 - 13/08/2023 10:00:00,BZN|NL,Without Sequence,47.89,,
13/08/2023 10:00:00 - 13/08/2023 11:00:00,BZN|NL,Without Sequence,27.42,,
13/08/2023 11:00:00 - 13/08/2023 12:00:00,BZN|NL,Without Sequence,13.7,,
13/08/2023 12:00:00 - 13/08/2023 13:00:00,BZN|NL,Without Sequence,0.01,,
13/08/2023 13:00:00 - 13/08/2023 14:00:00,BZN|NL,Without Sequence,-3.79,,
13/08/2023 14:00:00 - 13/08/2023 15:00:00,BZN|NL,Without Sequence,1.44,,
13/08/2023 15:00:00 - 13/08/2023 16:00:00,BZN|NL,Without Sequence,6.76,,
13/08/2023 16:00:00 - 13/08/2023 17:00:00,BZN|NL,Without Sequence,17.45,,
13/08/2023 17:00:00 - 13/08/2023 18:00:00,BZN|NL,Without Sequence,72.26,,
13/08/2023 18:00:00 - 13/08/2023 19:00:00,BZN|NL,Without Sequence,97.16,,
13/08/2023 19:00:00 - 13/08/2023 20:00:00,BZN|NL,Without Sequence,100,,
13/08/2023 20:00:00 - 13/08/2023 21:00:00,BZN|NL,Without Sequence,110.9,,
13/08/2023 21:00:00 - 13/08/2023 22:00:00,BZN|NL,Without Sequence,120,,
13/08/2023 22:00:00 - 13/08/2023 23:00:00,BZN|NL,Without Sequence,120.05,,
