MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
12/04/2023 11:00:00 - 12/04/2023 12:00:00,BZN|NL,Without Sequence,111.56,,
12/04/2023 12:00:00 - 12/04/2023 13:00:00,BZN|NL,Without Sequence,100.6,,
12/04/2023 13:00:00 - 12/04/2023 14:00:00,BZN|NL,Without Sequence,97.36,,
12/04/2023 14:00:00 - 12/04/2023 15:00:00,BZN|NL,Without Sequence,97.62,,
12/04/2023 15:00:00 - 12/04/2023 16:00:00,BZN|NL,Without Sequence,97.07,,
12/04/2023 16:00:00 - 12/04/2023 17:00:00,BZN|NL,Without Sequence,100.34,,
12/04/2023 17:00:00 - 12/04/2023 18:00:00,BZN|NL,Without Sequence,109.3,,
12/04/2023 18:00:00 - 12/04/2023 19:00:00,BZN|NL,Without Sequence,106.62,,
12/04/2023 19:00:00 - 12/04/2023 20:00:00,BZN|NL,Without Sequence,111.53,,
12/04/2023 20:00:00 - 12/04/2023 21:00:00,BZN|NL,Without Sequence,125,,
12/04/2023 21:00:00 - 12/04/2023 22:00:00,BZN|NL,Without Sequence,112.11,,
12/04/2023 22:00:00 - 12/04/2023 23:00:00,BZN|NL,Without Sequence,109.3,,
12/04/2023 23:00:00 - 13/04/2023 00:00:00,BZN|NL,Without Sequence,97.95,,
13/04/2023 00:00:00 - 13/04/2023 01:00:00,BZN|NL,Without Sequence,97.23,,
13/04/2023 01:00:00 - 13/04/2023 02:00:00,BZN|NL,Without Sequence,85.09,,
13/04/2023 02:00:00 - 13/04/2023 03:00:00,BZN|NL,Without Sequence,79.49,,
13/04/2023 03:00:00 - 13/04/2023 04:00:00,BZN|NL,Without Sequence,72.86,,
13/04/2023 04:00:00 - 13/04/2023 05:00:00,BZN|NL,Without Sequence,71.12,,
13/04/2023 05:00:00 - 13/04/2023 06:00:00,BZN|NL,Without Sequence,82.5,,
13/04/2023 06:00:00 - 13/04/2023 07:00:00,BZN|NL,Without Sequence,102.06,,
13/04/2023 07:00:00 - 13/04/2023 08:00:00,BZN|NL,Without Sequence,115.04,,
13/04/2023 08:00:00 - 13/04/2023 09:00:00,BZN|NL,Without Sequence,122.15,,
13/04/2023 09:00:00 - 13/04/2023 10:00:00,BZN|NL,Without Sequence,105.39,,
13/04/2023 10:00:00 - 13/04/2023 11:00:00,BZN|NL,Without Sequence,83.4,,
13/04/2023 11:00:00 - 13/04/2023 12:00:00,BZN|NL,Without Sequence,34.9,,
13/04/2023 12:00:00 - 13/04/2023 13:00:00,BZN|NL,Without Sequence,-4.5,,
13/04/2023 13:00:00 - 13/04/2023 14:00:00,BZN|NL,Without Sequence,-50,,
13/04/2023 14:00:00 - 13/04/2023 15:00:00,BZN|NL,Without Sequence,-50.07,,
13/04/2023 15:00:00 - 13/04/2023 16:00:00,BZN|NL,Without Sequence,-50,,
13/04/2023 16:00:00 - 13/04/2023 17:00:00,BZN|NL,Without Sequence,-0.9,,
13/04/2023 17:00:00 - 13/04/2023 18:00:00,BZN|NL,Without Sequence,108.1,,
13/04/2023 18:00:00 - 13/04/2023 19:00:00,BZN|NL,Without Sequence,128.1,,
13/04/2023 19:00:00 - 13/04/2023 20:00:00,BZN|NL,Without Sequence,151,,
13/04/2023 20:00:00 - 13/04/2023 21:00:00,BZN|NL,Without Sequence,155.2,,
13/04/2023 21:00:00 - 13/04/2023 22:00:00,BZN|NL,Without Sequence,152,,
13/04/2023 22:00:00 - 13/04/2023 23:00:00,BZN|NL,Without Sequence,134.04,,
13/04/2023 23:00:00 - 14/04/2023 00:00:00,BZN|NL,Without Sequence,120.1,,
14/04/2023 00:00:00 - 14/04/2023 01:00:00,BZN|NL,Without Sequence,118.09,,
14/04/2023 01:00:00 - 14/04/2023 02:00:00,BZN|NL,Without Sequence,112.8,,
14/04/2023 02:00:00 - 14/04/2023 03:00:00,BZN|NL,Without Sequence,116.54,,
14/04/2023 03:00:00 - 14/04/2023 04:00:00,BZN|NL,Without Sequence,112.8,,
14/04/2023 04:00:00 - 14/04/2023 05:00:00,BZN|NL,Without Sequence,113.14,,
14/04/2023 05:00:00 - 14/04/2023 06:00:00,BZN|NL,Without Sequence,127.4,,
14/04/2023 06:00:00 - 14/04/2023 07:00:00,BZN|NL,Without Sequence,144.74,,
14/04/2023 07:00:00 - 14/04/2023 08:00:00,BZN|NL,Without Sequence,171.74,,
14/04/2023 08:00:00 - 14/04/2023 09:00:00,BZN|NL,Without Sequence,176.16,,
14/04/2023 09:00:00 - 14/04/2023 10:00:00,BZN|NL,Without Sequence,149.94,,
14/04/2023 10:00:00 - 14/04/2023 11:00:00,BZN|NL,Without Sequence,107.7,,
14/04/2023 11:00:00 - 14/04/2023 12:00:00,BZN|NL,Without Sequence,109.5,,
14/04/2023 12:00:00 - 14/04/2023 13:00:00,BZN|NL,Without Sequence,104.7,,
14/04/2023 13:00:00 - 14/04/2023 14:00:00,BZN|NL,Without Sequence,101.12,,
14/04/2023 14:00:00 - 14/04/2023 15:00:00,BZN|NL,Without Sequence,102.6,,
14/04/2023 15:00:00 - 14/04/2023 16:00:00,BZN|NL,Without Sequence,94.4,,
14/04/2023 16:00:00 - 14/04/2023 17:00:00,BZN|NL,Without Sequence,105.16,,
14/04/2023 17:00:00 - 14/04/2023 18:00:00,BZN|NL,Without Sequence,113.4,,
14/04/2023 18:00:00 - 14/04/2023 19:00:00,BZN|NL,Without Sequence,138.16,,
14/04/2023 19:00:00 - 14/04/2023 20:00:00,BZN|NL,Without Sequence,151.69,,
14/04/2023 20:00:00 - 14/04/2023 21:00:00,BZN|NL,Without Sequence,152.42,,
14/04/2023 21:00:00 - 14/04/2023 22:00:00,BZN|NL,Without Sequence,151,,
14/04/2023 22:00:00 - 14/04/2023 23:00:00,BZN|NL,Without Sequence,134.73,,
14/04/2023 23:00:00 - 15/04/2023 00:00:00,BZN|NL,Without Sequence,120.29,,
15/04/2023 00:00:00 - 15/04/2023 01:00:00,BZN|NL,Without Sequence,123.9,,
15/04/2023 01:00:00 - 15/04/2023 02:00:00,BZN|NL,Without Sequence,112,,
15/04/2023 02:00:00 - 15/04/2023 03:00:00,BZN|NL,Without Sequence,114.38,,
15/04/2023 03:00:00 - 15/04/2023 04:00:00,BZN|NL,Without Sequence,108,,
15/04/2023 04:00:00 - 15/04/2023 05:00:00,BZN|NL,Without Sequence,105.14,,
15/04/2023 05:00:00 - 15/04/2023 06:00:00,BZN|NL,Without Sequence,103.55,,
15/04/2023 06:00:00 - 15/04/2023 07:00:00,BZN|NL,Without Sequence,105.56,,
15/04/2023 07:00:00 - 15/04/2023 08:00:00,BZN|NL,Without Sequence,104.85,,
15/04/2023 08:00:00 - 15/04/2023 09:00:00,BZN|NL,Without Sequence,106.21,,
15/04/2023 09:00:00 - 15/04/2023 10:00:00,BZN|NL,Without Sequence,101.1,,
15/04/2023 10:00:00 - 15/04/2023 11:00:00,BZN|NL,Without Sequence,94.92,,
15/04/2023 11:00:00 - 15/04/2023 12:00:00,BZN|NL,Without Sequence,93.94,,
15/04/2023 12:00:00 - 15/04/2023 13:00:00,BZN|NL,Without Sequence,77.64,,
15/04/2023 13:00:00 - 15/04/2023 14:00:00,BZN|NL,Without Sequence,15,,
15/04/2023 14:00:00 - 15/04/2023 15:00:00,BZN|NL,Without Sequence,0.92,,
15/04/2023 15:00:00 - 15/04/2023 16:00:00,BZN|NL,Without Sequence,61,,
15/04/2023 16:00:00 - 15/04/2023 17:00:00,BZN|NL,Without Sequence,72.29,,
15/04/2023 17:00:00 - 15/04/2023 18:00:00,BZN|NL,Without Sequence,98.81,,
15/04/2023 18:00:00 - 15/04/2023 19:00:00,BZN|NL,Without Sequence,112.66,,
15/04/2023 19:00:00 - 15/04/2023 20:00:00,BZN|NL,Without Sequence,132.79,,
15/04/2023 20:00:00 - 15/04/2023 21:00:00,BZN|NL,Without Sequence,134.51,,
15/04/2023 21:00:00 - 15/04/2023 22:00:00,BZN|NL,Without Sequence,127.8,,
15/04/2023 22:00:00 - 15/04/2023 23:00:00,BZN|NL,Without Sequence,127.71,,
15/04/2023 23:00:00 - 16/04/2023 00:00:00,BZN|NL,Without Sequence,119.3,,
16/04/2023 00:00:00 - 16/04/2023 01:00:00,BZN|NL,Without Sequence,111.55,,
16/04/2023 01:00:00 - 16/04/2023 02:00:00,BZN|NL,Without Sequence,103.49,,
16/04/2023 02:00:00 - 16/04/2023 03:00:00,BZN|NL,Without Sequence,102.68,,
16/04/2023 03:00:00 - 16/04/2023 04:00:00,BZN|NL,Without Sequence,101.09,,
16/04/2023 04:00:00 - 16/04/2023 05:00:00,BZN|NL,Without Sequence,102.63,,
16/04/2023 05:00:00 - 16/04/2023 06:00:00,BZN|NL,Without Sequence,103.5,,
16/04/2023 06:00:00 - 16/04/2023 07:00:00,BZN|NL,Without Sequence,103.5,,
16/04/2023 07:00:00 - 16/04/2023 08:00:00,BZN|NL,Without Sequence,103.37,,
16/04/2023 08:00:00 - 16/04/2023 09:00:00,BZN|NL,Without Sequence,110.43,,
16/04/2023 09:00:00 - 16/04/2023 10:00:00,BZN|NL,Without Sequence,114.68,,
16/04/2023 10:00:00 - 16/04/2023 11:00:00,BZN|NL,Without Sequence,111.04,,
16/04/2023 11:00:00 - 16/04/2023 12:00:00,BZN|NL,Without Sequence,107.83,,
16/04/2023 12:00:00 - 16/04/2023 13:00:00,BZN|NL,Without Sequence,104.05,,
16/04/2023 13:00:00 - 16/04/2023 14:00:00,BZN|NL,Without Sequence,98.16,,
16/04/2023 14:00:00 - 16/04/2023 15:00:00,BZN|NL,Without Sequence,94.74,,
16/04/2023 15:00:00 - 16/04/2023 16:00:00,BZN|NL,Without Sequence,94.27,,
16/04/2023 16:00:00 - 16/04/2023 17:00:00,BZN|NL,Without Sequence,96.06,,
16/04/2023 17:00:00 - 16/04/2023 18:00:00,BZN|NL,Without Sequence,101,,
16/04/2023 18:00:00 - 16/04/2023 19:00:00,BZN|NL,Without Sequence,115.21,,
16/04/2023 19:00:00 - 16/04/2023 20:00:00,BZN|NL,Without Sequence,132.88,,
16/04/2023 20:00:00 - 16/04/2023 21:00:00,BZN|NL,Without Sequence,140,,
16/04/2023 21:00:00 - 16/04/2023 22:00:00,BZN|NL,Without Sequence,135,,
16/04/2023 22:00:00 - 16/04/2023 23:00:00,BZN|NL,Without Sequence,129.97,,
16/04/2023 23:00:00 - 17/04/2023 00:00:00,BZN|NL,Without Sequence,125.35,,
17/04/2023 00:00:00 - 17/04/2023 01:00:00,BZN|NL,Without Sequence,114.75,,
17/04/2023 01:00:00 - 17/04/2023 02:00:00,BZN|NL,Without Sequence,111.14,,
17/04/2023 02:00:00 - 17/04/2023 03:00:00,BZN|NL,Without Sequence,108.96,,
17/04/2023 03:00:00 - 17/04/2023 04:00:00,BZN|NL,Without Sequence,110.1,,
17/04/2023 04:00:00 - 17/04/2023 05:00:00,BZN|NL,Without Sequence,110,,
17/04/2023 05:00:00 - 17/04/2023 06:00:00,BZN|NL,Without Sequence,114.91,,
17/04/2023 06:00:00 - 17/04/2023 07:00:00,BZN|NL,Without Sequence,140.78,,
17/04/2023 07:00:00 - 17/04/2023 08:00:00,BZN|NL,Without Sequence,178.38,,
17/04/2023 08:00:00 - 17/04/2023 09:00:00,BZN|NL,Without Sequence,199.29,,
17/04/2023 09:00:00 - 17/04/2023 10:00:00,BZN|NL,Without Sequence,162.62,,
17/04/2023 10:00:00 - 17/04/2023 11:00:00,BZN|NL,Without Sequence,135.61,,
17/04/2023 11:00:00 - 17/04/2023 12:00:00,BZN|NL,Without Sequence,117.6,,
17/04/2023 12:00:00 - 17/04/2023 13:00:00,BZN|NL,Without Sequence,105.13,,
17/04/2023 13:00:00 - 17/04/2023 14:00:00,BZN|NL,Without Sequence,100.92,,
17/04/2023 14:00:00 - 17/04/2023 15:00:00,BZN|NL,Without Sequence,96.99,,
17/04/2023 15:00:00 - 17/04/2023 16:00:00,BZN|NL,Without Sequence,92.75,,
17/04/2023 16:00:00 - 17/04/2023 17:00:00,BZN|NL,Without Sequence,96.76,,
17/04/2023 17:00:00 - 17/04/2023 18:00:00,BZN|NL,Without Sequence,100.99,,
17/04/2023 18:00:00 - 17/04/2023 19:00:00,BZN|NL,Without Sequence,122.33,,
17/04/2023 19:00:00 - 17/04/2023 20:00:00,BZN|NL,Without Sequence,143.61,,
17/04/2023 20:00:00 - 17/04/2023 21:00:00,BZN|NL,Without Sequence,142.78,,
17/04/2023 21:00:00 - 17/04/2023 22:00:00,BZN|NL,Without Sequence,134.25,,
17/04/2023 22:00:00 - 17/04/2023 23:00:00,BZN|NL,Without Sequence,122.82,,
17/04/2023 23:00:00 - 18/04/2023 00:00:00,BZN|NL,Without Sequence,109.16,,
18/04/2023 00:00:00 - 18/04/2023 01:00:00,BZN|NL,Without Sequence,105.31,,
18/04/2023 01:00:00 - 18/04/2023 02:00:00,BZN|NL,Without Sequence,102.07,,
18/04/2023 02:00:00 - 18/04/2023 03:00:00,BZN|NL,Without Sequence,101.1,,
18/04/2023 03:00:00 - 18/04/2023 04:00:00,BZN|NL,Without Sequence,101.29,,
18/04/2023 04:00:00 - 18/04/2023 05:00:00,BZN|NL,Without Sequence,100.55,,
18/04/2023 05:00:00 - 18/04/2023 06:00:00,BZN|NL,Without Sequence,101.27,,
18/04/2023 06:00:00 - 18/04/2023 07:00:00,BZN|NL,Without Sequence,127,,
18/04/2023 07:00:00 - 18/04/2023 08:00:00,BZN|NL,Without Sequence,140.27,,
18/04/2023 08:00:00 - 18/04/2023 09:00:00,BZN|NL,Without Sequence,154.88,,
18/04/2023 09:00:00 - 18/04/2023 10:00:00,BZN|NL,Without Sequence,133.99,,
18/04/2023 10:00:00 - 18/04/2023 11:00:00,BZN|NL,Without Sequence,106.21,,
18/04/2023 11:00:00 - 18/04/2023 12:00:00,BZN|NL,Without Sequence,99.59,,
18/04/2023 12:00:00 - 18/04/2023 13:00:00,BZN|NL,Without Sequence,90.08,,
18/04/2023 13:00:00 - 18/04/2023 14:00:00,BZN|NL,Without Sequence,84,,
18/04/2023 14:00:00 - 18/04/2023 15:00:00,BZN|NL,Without Sequence,78.79,,
18/04/2023 15:00:00 - 18/04/2023 16:00:00,BZN|NL,Without Sequence,77.95,,
18/04/2023 16:00:00 - 18/04/2023 17:00:00,BZN|NL,Without Sequence,79.5,,
18/04/2023 17:00:00 - 18/04/2023 18:00:00,BZN|NL,Without Sequence,94.41,,
18/04/2023 18:00:00 - 18/04/2023 19:00:00,BZN|NL,Without Sequence,108.21,,
18/04/2023 19:00:00 - 18/04/2023 20:00:00,BZN|NL,Without Sequence,130.46,,
18/04/2023 20:00:00 - 18/04/2023 21:00:00,BZN|NL,Without Sequence,139.9,,
18/04/2023 21:00:00 - 18/04/2023 22:00:00,BZN|NL,Without Sequence,134.28,,
18/04/2023 22:00:00 - 18/04/2023 23:00:00,BZN|NL,Without Sequence,105.8,,
18/04/2023 23:00:00 - 19/04/2023 00:00:00,BZN|NL,Without Sequence,96.9,,
19/04/2023 00:00:00 - 19/04/2023 01:00:00,BZN|NL,Without Sequence,102.2,,
19/04/2023 01:00:00 - 19/04/2023 02:00:00,BZN|NL,Without Sequence,97.54,,
19/04/2023 02:00:00 - 19/04/2023 03:00:00,BZN|NL,Without Sequence,99.92,,
19/04/2023 03:00:00 - 19/04/2023 04:00:00,BZN|NL,Without Sequence,98.95,,
19/04/2023 04:00:00 - 19/04/2023 05:00:00,BZN|NL,Without Sequence,101.33,,
19/04/2023 05:00:00 - 19/04/2023 06:00:00,BZN|NL,Without Sequence,105.87,,
19/04/2023 06:00:00 - 19/04/2023 07:00:00,BZN|NL,Without Sequence,130,,
19/04/2023 07:00:00 - 19/04/2023 08:00:00,BZN|NL,Without Sequence,138.94,,
19/04/2023 08:00:00 - 19/04/2023 09:00:00,BZN|NL,Without Sequence,137,,
19/04/2023 09:00:00 - 19/04/2023 10:00:00,BZN|NL,Without Sequence,104.1,,
19/04/2023 10:00:00 - 19/04/2023 11:00:00,BZN|NL,Without Sequence,70,,
19/04/2023 11:00:00 - 19/04/2023 12:00:00,BZN|NL,Without Sequence,-3.9,,
19/04/2023 12:00:00 - 19/04/2023 13:00:00,BZN|NL,Without Sequence,-94.79,,
19/04/2023 13:00:00 - 19/04/2023 14:00:00,BZN|NL,Without Sequence,-194.2,,
19/04/2023 14:00:00 - 19/04/2023 15:00:00,BZN|NL,Without Sequence,-195.41,,
19/04/2023 15:00:00 - 19/04/2023 16:00:00,BZN|NL,Without Sequence,-150,,
19/04/2023 16:00:00 - 19/04/2023 17:00:00,BZN|NL,Without Sequence,-30,,
19/04/2023 17:00:00 - 19/04/2023 18:00:00,BZN|NL,Without Sequence,66.56,,
19/04/2023 18:00:00 - 19/04/2023 19:00:00,BZN|NL,Without Sequence,90.97,,
19/04/2023 19:00:00 - 19/04/2023 20:00:00,BZN|NL,Without Sequence,120.11,,
19/04/2023 20:00:00 - 19/04/2023 21:00:00,BZN|NL,Without Sequence,128.38,,
19/04/2023 21:00:00 - 19/04/2023 22:00:00,BZN|NL,Without Sequence,122.82,,
19/04/2023 22:00:00 - 19/04/2023 23:00:00,BZN|NL,Without Sequence,109.9,,
19/04/2023 23:00:00 - 20/04/2023 00:00:00,BZN|NL,Without Sequence,101.66,,
20/04/2023 00:00:00 - 20/04/2023 01:00:00,BZN|NL,Without Sequence,100.19,,
20/04/2023 01:00:00 - 20/04/2023 02:00:00,BZN|NL,Without Sequence,94.35,,
20/04/2023 02:00:00 - 20/04/2023 03:00:00,BZN|NL,Without Sequence,96.76,,
20/04/2023 03:00:00 - 20/04/2023 04:00:00,BZN|NL,Without Sequence,94.98,,
20/04/2023 04:00:00 - 20/04/2023 05:00:00,BZN|NL,Without Sequence,97.18,,
20/04/2023 05:00:00 - 20/04/2023 06:00:00,BZN|NL,Without Sequence,102.78,,
20/04/2023 06:00:00 - 20/04/2023 07:00:00,BZN|NL,Without Sequence,127.97,,
20/04/2023 07:00:00 - 20/04/2023 08:00:00,BZN|NL,Without Sequence,144.48,,
20/04/2023 08:00:00 - 20/04/2023 09:00:00,BZN|NL,Without Sequence,144.7,,
20/04/2023 09:00:00 - 20/04/2023 10:00:00,BZN|NL,Without Sequence,130.04,,
20/04/2023 10:00:00 - 20/04/2023 11:00:00,BZN|NL,Without Sequence,102.2,,
20/04/2023 11:00:00 - 20/04/2023 12:00:00,BZN|NL,Without Sequence,96.94,,
20/04/2023 12:00:00 - 20/04/2023 13:00:00,BZN|NL,Without Sequence,94.23,,
20/04/2023 13:00:00 - 20/04/2023 14:00:00,BZN|NL,Without Sequence,89.61,,
20/04/2023 14:00:00 - 20/04/2023 15:00:00,BZN|NL,Without Sequence,88.71,,
20/04/2023 15:00:00 - 20/04/2023 16:00:00,BZN|NL,Without Sequence,86.68,,
20/04/2023 16:00:00 - 20/04/2023 17:00:00,BZN|NL,Without Sequence,92.09,,
20/04/2023 17:00:00 - 20/04/2023 18:00:00,BZN|NL,Without Sequence,103.76,,
20/04/2023 18:00:00 - 20/04/2023 19:00:00,BZN|NL,Without Sequence,128.99,,
20/04/2023 19:00:00 - 20/04/2023 20:00:00,BZN|NL,Without Sequence,142.46,,
20/04/2023 20:00:00 - 20/04/2023 21:00:00,BZN|NL,Without Sequence,147.06,,
20/04/2023 21:00:00 - 20/04/2023 22:00:00,BZN|NL,Without Sequence,139.24,,
20/04/2023 22:00:00 - 20/04/2023 23:00:00,BZN|NL,Without Sequence,125,,
20/04/2023 23:00:00 - 21/04/2023 00:00:00,BZN|NL,Without Sequence,115.86,,
21/04/2023 00:00:00 - 21/04/2023 01:00:00,BZN|NL,Without Sequence,104.9,,
21/04/2023 01:00:00 - 21/04/2023 02:00:00,BZN|NL,Without Sequence,94.92,,
21/04/2023 02:00:00 - 21/04/2023 03:00:00,BZN|NL,Without Sequence,99.08,,
21/04/2023 03:00:00 - 21/04/2023 04:00:00,BZN|NL,Without Sequence,98,,
21/04/2023 04:00:00 - 21/04/2023 05:00:00,BZN|NL,Without Sequence,92.6,,
21/04/2023 05:00:00 - 21/04/2023 06:00:00,BZN|NL,Without Sequence,98.37,,
21/04/2023 06:00:00 - 21/04/2023 07:00:00,BZN|NL,Without Sequence,111.21,,
21/04/2023 07:00:00 - 21/04/2023 08:00:00,BZN|NL,Without Sequence,132.61,,
21/04/2023 08:00:00 - 21/04/2023 09:00:00,BZN|NL,Without Sequence,134.7,,
21/04/2023 09:00:00 - 21/04/2023 10:00:00,BZN|NL,Without Sequence,106.25,,
21/04/2023 10:00:00 - 21/04/2023 11:00:00,BZN|NL,Without Sequence,103.16,,
21/04/2023 11:00:00 - 21/04/2023 12:00:00,BZN|NL,Without Sequence,86.39,,
21/04/2023 12:00:00 - 21/04/2023 13:00:00,BZN|NL,Without Sequence,55.17,,
21/04/2023 13:00:00 - 21/04/2023 14:00:00,BZN|NL,Without Sequence,44.9,,
21/04/2023 14:00:00 - 21/04/2023 15:00:00,BZN|NL,Without Sequence,50,,
21/04/2023 15:00:00 - 21/04/2023 16:00:00,BZN|NL,Without Sequence,60,,
21/04/2023 16:00:00 - 21/04/2023 17:00:00,BZN|NL,Without Sequence,77.23,,
21/04/2023 17:00:00 - 21/04/2023 18:00:00,BZN|NL,Without Sequence,98,,
21/04/2023 18:00:00 - 21/04/2023 19:00:00,BZN|NL,Without Sequence,123,,
21/04/2023 19:00:00 - 21/04/2023 20:00:00,BZN|NL,Without Sequence,140.61,,
21/04/2023 20:00:00 - 21/04/2023 21:00:00,BZN|NL,Without Sequence,143.95,,
21/04/2023 21:00:00 - 21/04/2023 22:00:00,BZN|NL,Without Sequence,142.67,,
21/04/2023 22:00:00 - 21/04/2023 23:00:00,BZN|NL,Without Sequence,120.1,,
21/04/2023 23:00:00 - 22/04/2023 00:00:00,BZN|NL,Without Sequence,110.5,,
22/04/2023 00:00:00 - 22/04/2023 01:00:00,BZN|NL,Without Sequence,102.5,,
22/04/2023 01:00:00 - 22/04/2023 02:00:00,BZN|NL,Without Sequence,95.48,,
22/04/2023 02:00:00 - 22/04/2023 03:00:00,BZN|NL,Without Sequence,96.34,,
22/04/2023 03:00:00 - 22/04/2023 04:00:00,BZN|NL,Without Sequence,93.43,,
22/04/2023 04:00:00 - 22/04/2023 05:00:00,BZN|NL,Without Sequence,91.38,,
22/04/2023 05:00:00 - 22/04/2023 06:00:00,BZN|NL,Without Sequence,96.09,,
22/04/2023 06:00:00 - 22/04/2023 07:00:00,BZN|NL,Without Sequence,99.82,,
22/04/2023 07:00:00 - 22/04/2023 08:00:00,BZN|NL,Without Sequence,108.94,,
22/04/2023 08:00:00 - 22/04/2023 09:00:00,BZN|NL,Without Sequence,116.64,,
22/04/2023 09:00:00 - 22/04/2023 10:00:00,BZN|NL,Without Sequence,86,,
22/04/2023 10:00:00 - 22/04/2023 11:00:00,BZN|NL,Without Sequence,74.67,,
22/04/2023 11:00:00 - 22/04/2023 12:00:00,BZN|NL,Without Sequence,45.06,,
22/04/2023 12:00:00 - 22/04/2023 13:00:00,BZN|NL,Without Sequence,26.2,,
22/04/2023 13:00:00 - 22/04/2023 14:00:00,BZN|NL,Without Sequence,16,,
22/04/2023 14:00:00 - 22/04/2023 15:00:00,BZN|NL,Without Sequence,69.93,,
22/04/2023 15:00:00 - 22/04/2023 16:00:00,BZN|NL,Without Sequence,89,,
22/04/2023 16:00:00 - 22/04/2023 17:00:00,BZN|NL,Without Sequence,90.59,,
22/04/2023 17:00:00 - 22/04/2023 18:00:00,BZN|NL,Without Sequence,95,,
22/04/2023 18:00:00 - 22/04/2023 19:00:00,BZN|NL,Without Sequence,112.97,,
22/04/2023 19:00:00 - 22/04/2023 20:00:00,BZN|NL,Without Sequence,131.95,,
22/04/2023 20:00:00 - 22/04/2023 21:00:00,BZN|NL,Without Sequence,130.5,,
22/04/2023 21:00:00 - 22/04/2023 22:00:00,BZN|NL,Without Sequence,127,,
22/04/2023 22:00:00 - 22/04/2023 23:00:00,BZN|NL,Without Sequence,121.04,,
22/04/2023 23:00:00 - 23/04/2023 00:00:00,BZN|NL,Without Sequence,102.5,,
23/04/2023 00:00:00 - 23/04/2023 01:00:00,BZN|NL,Without Sequence,110.87,,
23/04/2023 01:00:00 - 23/04/2023 02:00:00,BZN|NL,Without Sequence,97.66,,
23/04/2023 02:00:00 - 23/04/2023 03:00:00,BZN|NL,Without Sequence,94.99,,
23/04/2023 03:00:00 - 23/04/2023 04:00:00,BZN|NL,Without Sequence,89.4,,
23/04/2023 04:00:00 - 23/04/2023 05:00:00,BZN|NL,Without Sequence,86.64,,
23/04/2023 05:00:00 - 23/04/2023 06:00:00,BZN|NL,Without Sequence,88.77,,
23/04/2023 06:00:00 - 23/04/2023 07:00:00,BZN|NL,Without Sequence,89.9,,
23/04/2023 07:00:00 - 23/04/2023 08:00:00,BZN|NL,Without Sequence,93.82,,
23/04/2023 08:00:00 - 23/04/2023 09:00:00,BZN|NL,Without Sequence,93.46,,
23/04/2023 09:00:00 - 23/04/2023 10:00:00,BZN|NL,Without Sequence,90.38,,
23/04/2023 10:00:00 - 23/04/2023 11:00:00,BZN|NL,Without Sequence,79.28,,
23/04/2023 11:00:00 - 23/04/2023 12:00:00,BZN|NL,Without Sequence,48.16,,
23/04/2023 12:00:00 - 23/04/2023 13:00:00,BZN|NL,Without Sequence,35.48,,
23/04/2023 13:00:00 - 23/04/2023 14:00:00,BZN|NL,Without Sequence,10.01,,
23/04/2023 14:00:00 - 23/04/2023 15:00:00,BZN|NL,Without Sequence,4.88,,
23/04/2023 15:00:00 - 23/04/2023 16:00:00,BZN|NL,Without Sequence,34.71,,
23/04/2023 16:00:00 - 23/04/2023 17:00:00,BZN|NL,Without Sequence,64.14,,
23/04/2023 17:00:00 - 23/04/2023 18:00:00,BZN|NL,Without Sequence,100.26,,
23/04/2023 18:00:00 - 23/04/2023 19:00:00,BZN|NL,Without Sequence,123.81,,
23/04/2023 19:00:00 - 23/04/2023 20:00:00,BZN|NL,Without Sequence,140.9,,
23/04/2023 20:00:00 - 23/04/2023 21:00:00,BZN|NL,Without Sequence,140.36,,
23/04/2023 21:00:00 - 23/04/2023 22:00:00,BZN|NL,Without Sequence,125.02,,
23/04/2023 22:00:00 - 23/04/2023 23:00:00,BZN|NL,Without Sequence,116.95,,
23/04/2023 23:00:00 - 24/04/2023 00:00:00,BZN|NL,Without Sequence,109.65,,
24/04/2023 00:00:00 - 24/04/2023 01:00:00,BZN|NL,Without Sequence,87.7,,
24/04/2023 01:00:00 - 24/04/2023 02:00:00,BZN|NL,Without Sequence,83.58,,
24/04/2023 02:00:00 - 24/04/2023 03:00:00,BZN|NL,Without Sequence,82.09,,
24/04/2023 03:00:00 - 24/04/2023 04:00:00,BZN|NL,Without Sequence,76.4,,
24/04/2023 04:00:00 - 24/04/2023 05:00:00,BZN|NL,Without Sequence,75.08,,
24/04/2023 05:00:00 - 24/04/2023 06:00:00,BZN|NL,Without Sequence,86.55,,
24/04/2023 06:00:00 - 24/04/2023 07:00:00,BZN|NL,Without Sequence,114.6,,
24/04/2023 07:00:00 - 24/04/2023 08:00:00,BZN|NL,Without Sequence,133.8,,
24/04/2023 08:00:00 - 24/04/2023 09:00:00,BZN|NL,Without Sequence,135,,
24/04/2023 09:00:00 - 24/04/2023 10:00:00,BZN|NL,Without Sequence,126.92,,
24/04/2023 10:00:00 - 24/04/2023 11:00:00,BZN|NL,Without Sequence,110.81,,
24/04/2023 11:00:00 - 24/04/2023 12:00:00,BZN|NL,Without Sequence,108.01,,
24/04/2023 12:00:00 - 24/04/2023 13:00:00,BZN|NL,Without Sequence,98.07,,
24/04/2023 13:00:00 - 24/04/2023 14:00:00,BZN|NL,Without Sequence,94.9,,
