timestamp,DA_Price,actual_load,forecast_load,solar_generation,wind_on_generation,wind_off_generation,fossil_hard_coal_generation,fossil_gas_generation,date,hour,dayofweek,dayofmonth,dayofyear,lag_1h,lag_24h,lag_168h,rolling_mean_2h,rolling_mean_3h,rolling_mean_6h,forecasted_prices
2024-12-23 00,19.37,49172.04,42396.42,0.0,4714.85,14271.29,1911.33,3557.44,2024-12-23 00:00:00,0,0,23,358,26.32,2.7,0.09,22.844999999999466,27.86666666666711,41.606666666666726,19.063116
2024-12-23 01,13.26,48113.35,40711.37,0.0,5897.05,14578.66,1955.41,3268.7200000000003,2024-12-23 01:00:00,1,0,23,358,19.37,1.61,0.1,16.31499999999947,19.650000000000446,31.945000000000054,13.607058
2024-12-23 02,11.13,47176.9,39807.86,0.0,8163.6900000000005,13519.05,1337.37,3215.25,2024-12-23 02:00:00,2,0,23,358,13.26,0.0,0.05,12.194999999999467,14.586666666667114,24.650000000000052,11.210383
2024-12-23 03,7.73,46257.3,39454.31,0.0,8723.279999999999,14458.19,1135.4299999999998,2987.6,2024-12-23 03:00:00,3,0,23,358,11.13,-0.74,0.0,9.429999999999467,10.706666666667113,19.286666666666722,7.5551605
2024-12-23 04,6.4,46687.54,39276.03,0.0,9059.59,14386.1,1145.1,2892.15,2024-12-23 04:00:00,4,0,23,358,7.73,-2.0,0.46,7.0649999999994675,8.420000000000448,14.035000000000055,7.065989
2024-12-23 05,6.3,48420.35,40916.08,0.0,9176.04,14291.130000000001,1145.2,3253.15,2024-12-23 05:00:00,5,0,23,358,6.4,-1.24,1.38,6.349999999999467,6.8100000000004455,10.69833333333339,8.445483
2024-12-23 06,17.45,52537.39,45476.44,0.0,9344.39,14541.119999999999,1298.4299999999998,3532.13,2024-12-23 06:00:00,6,0,23,358,6.3,-0.66,7.73,11.874999999999467,10.050000000000445,10.378333333333389,16.86804
2024-12-23 07,53.37,57822.75,51794.630000000005,0.0,9286.06,14847.95,1370.01,5131.21,2024-12-23 07:00:00,7,0,23,358,17.45,2.29,50.0,35.409999999999464,25.706666666667115,17.06333333333339,53.812153
2024-12-23 08,66.94,62999.53,56384.93,1.33,8609.98,15032.11,2264.84,5230.49,2024-12-23 08:00:00,8,0,23,358,53.37,6.45,107.9,60.15499999999946,45.92000000000045,26.365000000000055,67.04892
2024-12-23 09,67.36,64690.48,58248.270000000004,56.97,8682.44,15054.06,2844.89,4794.18,2024-12-23 09:00:00,9,0,23,358,66.94,22.41,109.0,67.14999999999947,62.556666666667105,36.30333333333339,67.06891
2024-12-23 10,56.0,63094.87,57893.82,195.81,8287.85,14698.7,3030.2599999999998,4133.38,2024-12-23 10:00:00,10,0,23,358,67.36,20.66,100.1,61.67999999999947,63.43333333333377,44.57000000000006,55.722378
2024-12-23 11,54.9,61146.5,57568.729999999996,312.2,8073.04,14123.26,3142.5699999999997,4144.35,2024-12-23 11:00:00,11,0,23,358,56.0,23.54,97.58,55.44999999999946,59.42000000000044,52.67000000000005,54.6998
2024-12-23 12,56.97,60441.06,57025.24,366.7,8077.18,15029.36,2877.06,4508.07,2024-12-23 12:00:00,12,0,23,358,54.9,22.62,93.09,55.93499999999946,55.95666666666711,59.256666666666725,55.92208
2024-12-23 13,57.7,60517.32,57308.23,336.72,7777.29,14933.43,3276.9,5526.77,2024-12-23 13:00:00,13,0,23,358,56.97,22.55,81.7,57.33499999999947,56.523333333333774,59.97833333333339,58.25772
2024-12-23 14,64.55,62275.7,57292.31,167.44,7810.349999999999,14865.15,3970.67,7477.34,2024-12-23 14:00:00,14,0,23,358,57.7,28.07,80.1,61.12499999999947,59.74000000000044,59.58000000000006,64.950424
2024-12-23 15,76.34,64410.79,58252.56,90.41,6918.46,14609.39,4667.27,9941.33,2024-12-23 15:00:00,15,0,23,358,64.55,41.77,95.95,70.44499999999947,66.19666666666711,61.07666666666672,75.50942
2024-12-23 16,117.27,67678.54000000001,59309.57,2.19,7289.469999999999,14111.029999999999,5573.4800000000005,12678.59,2024-12-23 16:00:00,16,0,23,358,76.34,59.9,101.11,96.80499999999947,86.05333333333378,71.28833333333338,117.79978
2024-12-23 17,130.32,70284.59,60726.46,0.0,6912.4800000000005,13453.92,6425.55,15733.86,2024-12-23 17:00:00,17,0,23,358,117.27,92.3,115.14,123.79499999999946,107.9766666666671,83.85833333333339,130.99911
2024-12-23 18,129.9,68297.89,59774.2,0.0,6019.04,12901.18,7505.35,16036.3,2024-12-23 18:00:00,18,0,23,358,130.32,86.2,89.9,130.10999999999945,125.83000000000044,96.01333333333338,129.64429
2024-12-23 19,135.96,65492.17,58106.259999999995,0.0,5713.81,11831.470000000001,7814.19,16258.279999999999,2024-12-23 19:00:00,19,0,23,358,129.9,71.23,75.0,132.92999999999947,132.06000000000043,109.05666666666673,134.76678
2024-12-23 20,145.8,62533.89,55574.96,0.0,5273.23,10357.99,7565.12,16112.66,2024-12-23 20:00:00,20,0,23,358,135.96,54.9,77.99,140.87999999999948,137.22000000000045,122.5983333333334,144.78882
2024-12-23 21,110.2,59402.71,52797.96,0.0,4997.58,8881.04,7865.16,15265.15,2024-12-23 21:00:00,21,0,23,358,145.8,39.91,70.1,127.99999999999946,130.6533333333338,128.24166666666673,110.31826
2024-12-23 22,105.82,55700.33,49998.229999999996,0.0,4119.33,7147.24,7758.87,12344.939999999999,2024-12-23 22:00:00,22,0,23,358,110.2,37.91,57.0,108.00999999999945,120.60666666666712,126.33333333333339,106.08084
2024-12-23 23,118.91,52232.33,47146.7,0.0,2879.77,4572.48,7682.1900000000005,9917.99,2024-12-23 23:00:00,23,0,23,358,105.82,26.32,17.61,112.36499999999945,111.64333333333377,124.43166666666673,118.19104
2024-12-24 00,86.03,49348.17,46325.94,0.0,2293.7200000000003,2922.21,7444.4400000000005,7086.889999999999,2024-12-24 00:00:00,0,1,24,359,118.91,19.37,40.55,102.46999999999946,103.58666666666711,117.12000000000006,87.27982
2024-12-24 01,82.84,47723.869999999995,45078.84,0.0,1732.32,1563.65,6662.02,6203.23,2024-12-24 01:00:00,1,1,24,359,86.03,13.26,22.75,84.43499999999946,95.92666666666712,108.26666666666672,82.13782
2024-12-24 02,81.89,46368.21,44259.05,0.0,1367.78,1470.0,5859.73,6200.07,2024-12-24 02:00:00,2,1,24,359,82.84,11.13,19.75,82.36499999999947,83.58666666666711,97.61500000000005,81.75549
2024-12-24 03,78.0,45603.37,43525.479999999996,0.0,1249.71,2419.7,5482.74,6138.66,2024-12-24 03:00:00,3,1,24,359,81.89,7.73,25.72,79.94499999999945,80.91000000000044,92.24833333333339,78.099
2024-12-24 04,78.78,45375.01,43805.479999999996,0.0,1797.6000000000001,3311.55,5142.0,6198.360000000001,2024-12-24 04:00:00,4,1,24,359,78.0,6.4,66.9,78.38999999999946,79.55666666666711,87.74166666666673,78.76701
2024-12-24 05,80.6,46883.47,45578.21,0.0,2305.41,4725.82,5698.78,6808.84,2024-12-24 05:00:00,5,1,24,359,78.78,6.3,66.9,79.68999999999946,79.1266666666671,81.35666666666673,80.54706
2024-12-24 06,85.07,50708.44,49796.47,0.0,2561.67,6429.43,7191.24,8693.62,2024-12-24 06:00:00,6,1,24,359,80.6,17.45,104.95,82.83499999999945,81.48333333333377,81.19666666666673,84.61701
2024-12-24 07,100.83,56358.45,56392.96,0.0,3038.57,8294.21,8104.96,13264.95,2024-12-24 07:00:00,7,1,24,359,85.07,53.37,105.68,92.94999999999945,88.83333333333377,84.19500000000005,101.61968
2024-12-24 08,115.09,61493.869999999995,61011.56,0.01,3204.5,9957.51,8852.66,17776.72,2024-12-24 08:00:00,8,1,24,359,100.83,66.94,116.18,107.95999999999947,100.33000000000044,89.7283333333334,115.10948
2024-12-24 09,120.95,64816.17,61801.09,27.94,3701.99,10627.220000000001,8986.75,19230.010000000002,2024-12-24 09:00:00,9,1,24,359,115.09,67.36,111.34,118.01999999999947,112.29000000000046,96.88666666666673,121.40652
2024-12-24 10,120.0,65510.87,61280.479999999996,111.61,4311.43,9450.21,8821.74,19430.97,2024-12-24 10:00:00,10,1,24,359,120.95,56.0,108.0,120.47499999999945,118.68000000000045,103.75666666666673,119.893486
2024-12-24 11,118.16,65624.24,60229.02,132.13,4560.52,8602.65,8663.84,19124.489999999998,2024-12-24 11:00:00,11,1,24,359,120.0,54.9,102.4,119.07999999999946,119.70333333333377,110.01666666666672,117.17298
2024-12-24 12,117.49,65636.57,59414.4,134.03,4672.85,8037.41,8981.41,19547.41,2024-12-24 12:00:00,12,1,24,359,118.16,56.97,102.73,117.82499999999945,118.55000000000045,115.42000000000007,117.542915
2024-12-24 13,115.38,65391.06,59920.18,102.83,4483.27,7816.32,9480.36,21144.16,2024-12-24 13:00:00,13,1,24,359,117.49,57.7,106.21,116.43499999999946,117.01000000000045,117.84500000000007,116.08291
2024-12-24 14,117.98,64833.65,59984.06,58.92,4063.43,5661.83,10188.029999999999,24057.42,2024-12-24 14:00:00,14,1,24,359,115.38,64.55,109.59,116.67999999999947,116.95000000000044,118.32666666666671,117.14118
2024-12-24 15,119.5,64796.06,61050.96,16.15,4005.66,5195.22,10613.49,24651.6,2024-12-24 15:00:00,15,1,24,359,117.98,76.34,116.07,118.73999999999947,117.62000000000045,118.08500000000004,119.38606
2024-12-24 16,120.21,65636.59,63038.22,0.13,3655.66,5005.99,10673.27,24181.27,2024-12-24 16:00:00,16,1,24,359,119.5,117.27,116.99,119.85499999999945,119.23000000000043,118.12000000000005,120.26616
2024-12-24 17,118.0,66167.44,64989.56,0.0,3064.83,4227.85,10648.18,24637.03,2024-12-24 17:00:00,17,1,24,359,120.21,130.32,127.33,119.10499999999945,119.23666666666712,118.09333333333338,117.42024
2024-12-24 18,110.98,63163.8,62577.98,0.0,2642.55,3959.34,10655.78,24551.13,2024-12-24 18:00:00,18,1,24,359,118.0,129.9,122.07,114.48999999999947,116.3966666666671,117.00833333333338,110.40978
2024-12-24 19,105.66,60030.130000000005,61248.08,0.0,2985.6800000000003,4158.03,10729.82,23465.69,2024-12-24 19:00:00,19,1,24,359,110.98,135.96,108.1,108.31999999999945,111.54666666666712,115.38833333333338,105.59701
2024-12-24 20,102.56,56857.53,59983.92,0.0,3046.04,2833.06,10767.26,20738.55,2024-12-24 20:00:00,20,1,24,359,105.66,145.8,99.21,104.10999999999946,106.40000000000045,112.8183333333334,102.88234
2024-12-24 21,94.63,53801.28,57973.72,0.0,2859.88,2948.75,10769.369999999999,14859.17,2024-12-24 21:00:00,21,1,24,359,102.56,110.2,95.84,98.59499999999946,100.95000000000044,108.67333333333339,94.52157
2024-12-24 22,99.04,51131.83,54699.97,0.0,2274.13,3411.08,10777.66,12121.2,2024-12-24 22:00:00,22,1,24,359,94.63,105.82,92.31,96.83499999999947,98.74333333333378,105.14500000000005,99.08368
2024-12-24 23,90.0,48967.259999999995,51640.49,0.0,2027.73,3815.08,10287.68,10292.64,2024-12-24 23:00:00,23,1,24,359,99.04,118.91,71.2,94.51999999999947,94.55666666666711,100.4783333333334,90.01708
2024-12-25 00,91.37,46832.16,49334.14,0.0,2082.89,3810.75,8151.41,9825.05,2024-12-25 00:00:00,0,2,25,360,90.0,86.03,68.71,90.68499999999946,93.47000000000044,97.21000000000005,91.222565
2024-12-25 01,86.44,44662.69,47746.130000000005,0.0,1966.09,3434.21,7138.55,9628.55,2024-12-25 01:00:00,1,2,25,360,91.37,82.84,52.12,88.90499999999946,89.27000000000044,94.00666666666673,85.91248
2024-12-25 02,85.07,43175.21,46869.16,0.0,1760.3899999999999,3012.73,6794.32,9351.96,2024-12-25 02:00:00,2,2,25,360,86.44,81.89,45.7,85.75499999999946,87.6266666666671,91.09166666666671,85.03668
2024-12-25 03,80.81,42371.0,46327.61,0.0,1894.4,2012.58,5074.67,9257.83,2024-12-25 03:00:00,3,2,25,360,85.07,78.0,40.0,82.93999999999946,84.1066666666671,88.7883333333334,80.21142
2024-12-25 04,75.99,41930.49,46422.41,0.0,1907.3600000000001,1735.4,4486.85,9410.8,2024-12-25 04:00:00,4,2,25,360,80.81,78.78,26.22,78.39999999999947,80.62333333333378,84.94666666666673,75.955124
2024-12-25 05,80.81,42488.32,47354.51,0.0,1979.67,1966.23,4889.3,8685.59,2024-12-25 05:00:00,5,2,25,360,75.99,80.6,32.67,78.39999999999947,79.20333333333377,83.41500000000006,80.819214
2024-12-25 06,83.01,43712.09,51389.66,0.0,2092.41,2328.67,6807.63,9532.47,2024-12-25 06:00:00,6,2,25,360,80.81,85.07,45.94,81.90999999999946,79.93666666666711,82.02166666666672,82.25964
2024-12-25 07,84.94,45981.31,57531.56,0.0,2057.63,2759.39,8478.84,9752.42,2024-12-25 07:00:00,7,2,25,360,83.01,100.83,57.34,83.97499999999945,82.92000000000046,81.77166666666672,85.59015
2024-12-25 08,90.21,49185.56,61082.94,0.0,1934.2,2688.1099999999997,10225.72,9611.74,2024-12-25 08:00:00,8,2,25,360,84.94,115.09,77.58,87.57499999999945,86.05333333333378,82.62833333333339,89.970894
2024-12-25 09,99.24,52483.45,61559.25,5.91,1735.9,2665.89,10622.7,8482.11,2024-12-25 09:00:00,9,2,25,360,90.21,120.95,76.69,94.72499999999945,91.46333333333378,85.70000000000006,97.75041
2024-12-25 10,93.56,53831.34,61592.29,34.36,1474.9099999999999,2147.43,10200.2,7862.3,2024-12-25 10:00:00,10,2,25,360,99.24,120.0,68.62,96.39999999999947,94.33666666666711,88.62833333333339,94.064705
2024-12-25 11,92.55,54146.28,61072.61,66.45,1372.78,2490.8,9969.39,7805.65,2024-12-25 11:00:00,11,2,25,360,93.56,118.16,67.12,93.05499999999947,95.11666666666711,90.58500000000005,92.650696
2024-12-25 12,94.41,54881.69,60369.58,108.75,1651.99,2678.12,10358.37,6891.719999999999,2024-12-25 12:00:00,12,2,25,360,92.55,117.49,70.48,93.47999999999945,93.50666666666712,92.48500000000006,94.0911
2024-12-25 13,91.03,54912.11,60353.19,74.85,1758.4099999999999,3061.95,10054.9,6979.63,2024-12-25 13:00:00,13,2,25,360,94.41,115.38,70.0,92.71999999999946,92.66333333333377,93.50000000000006,91.31064
2024-12-25 14,99.17,54550.759999999995,60642.55,36.73,1705.13,3402.0699999999997,10012.11,8571.33,2024-12-25 14:00:00,14,2,25,360,91.03,117.98,70.0,95.09999999999945,94.87000000000045,94.99333333333338,98.66013
2024-12-25 15,110.0,54350.84,60937.45,8.41,1594.26,3349.6800000000003,10433.55,10869.45,2024-12-25 15:00:00,15,2,25,360,99.17,119.5,73.08,104.58499999999947,100.06666666666712,96.78666666666673,109.32556
2024-12-25 16,116.71,55394.81,62021.03,0.01,1734.8899999999999,3643.15,10781.76,12844.73,2024-12-25 16:00:00,16,2,25,360,110.0,120.21,78.69,113.35499999999945,108.62666666666712,100.64500000000005,116.491806
2024-12-25 17,120.52,57737.59,64479.0,0.0,1968.45,4278.92,10803.61,12983.71,2024-12-25 17:00:00,17,2,25,360,116.71,118.0,94.46,118.61499999999945,115.74333333333378,105.30666666666673,121.865425
2024-12-25 18,119.1,56879.55,63218.54,0.0,2078.0299999999997,4889.42,10799.98,12155.74,2024-12-25 18:00:00,18,2,25,360,120.52,110.98,89.9,119.80999999999946,118.7766666666671,109.42166666666672,117.78034
2024-12-25 19,118.0,54496.41,61286.7,0.0,1952.99,5289.72,10825.91,12184.7,2024-12-25 19:00:00,19,2,25,360,119.1,105.66,85.2,118.54999999999946,119.2066666666671,113.9166666666667,116.8747
2024-12-25 20,118.32,52524.56,60139.23,0.0,1855.05,4410.91,10824.130000000001,13101.6,2024-12-25 20:00:00,20,2,25,360,118.0,102.56,77.31,118.15999999999946,118.47333333333377,117.10833333333339,116.990486
2024-12-25 21,113.01,50985.25,57946.08,0.0,1686.23,3320.37,10822.39,11838.42,2024-12-25 21:00:00,21,2,25,360,118.32,94.63,64.9,115.66499999999945,116.44333333333377,117.61000000000006,113.17397
2024-12-25 22,114.07,49119.119999999995,55098.94,0.0,1351.45,2317.5699999999997,10838.07,12853.77,2024-12-25 22:00:00,22,2,25,360,113.01,99.04,45.1,113.53999999999945,115.13333333333378,117.17000000000003,113.51061
2024-12-25 23,104.63,47424.38,51848.65,0.0,1251.13,1886.49,10762.56,12484.779999999999,2024-12-25 23:00:00,23,2,25,360,114.07,90.0,23.58,109.34999999999945,110.57000000000043,114.52166666666672,104.87602
2024-12-26 00,102.17,45927.340000000004,48779.71,0.0,1212.45,1882.0,10761.41,13005.93,2024-12-26 00:00:00,0,3,26,361,104.63,91.37,13.66,103.39999999999947,106.9566666666671,111.70000000000006,101.8286
2024-12-26 01,95.06,44063.4,47210.97,0.0,988.44,1856.78,10784.67,11123.66,2024-12-26 01:00:00,1,3,26,361,102.17,86.44,14.41,98.61499999999947,100.62000000000045,107.87666666666672,94.93558
2024-12-26 02,94.61,42791.55,46215.86,0.0,925.0,1639.32,10769.85,10498.86,2024-12-26 02:00:00,2,3,26,361,95.06,85.07,5.69,94.83499999999947,97.28000000000044,103.92500000000005,93.78505
2024-12-26 03,89.64,42023.0,45722.229999999996,0.0,907.05,1476.39,10161.46,9881.39,2024-12-26 03:00:00,3,3,26,361,94.61,80.81,1.6,92.12499999999946,93.10333333333377,100.03000000000004,89.92688
2024-12-26 04,90.87,41574.130000000005,45799.48,0.0,875.51,1246.95,10643.4,9623.84,2024-12-26 04:00:00,4,3,26,361,89.64,75.99,0.26,90.25499999999946,91.7066666666671,96.1633333333334,90.44063
2024-12-26 05,95.1,41966.9,47197.41,0.0,801.0799999999999,1154.63,10806.68,10700.93,2024-12-26 05:00:00,5,3,26,361,90.87,80.81,0.06,92.98499999999946,91.87000000000045,94.57500000000006,95.349594
2024-12-26 06,99.0,43568.02,51165.75,0.0,662.14,1137.5700000000002,10821.44,11194.279999999999,2024-12-26 06:00:00,6,3,26,361,95.1,83.01,7.01,97.04999999999946,94.99000000000045,94.04666666666672,99.13804
2024-12-26 07,112.62,45896.49,57547.159999999996,0.0,588.94,850.23,10823.29,13988.119999999999,2024-12-26 07:00:00,7,3,26,361,99.0,84.94,55.78,105.80999999999946,102.24000000000045,96.9733333333334,112.58446
2024-12-26 08,119.18,49067.94,62299.82,0.05,457.39,856.36,10797.26,17348.1,2024-12-26 08:00:00,8,3,26,361,112.62,90.21,92.15,115.89999999999947,110.2666666666671,101.06833333333338,119.29036
2024-12-26 09,118.23,52553.380000000005,64166.6,11.78,377.57,768.36,10880.33,17798.71,2024-12-26 09:00:00,9,3,26,361,119.18,99.24,131.1,118.70499999999947,116.67666666666712,105.83333333333339,118.94748
2024-12-26 10,113.25,54859.619999999995,64632.51,53.2,349.24,551.83,10886.09,17325.95,2024-12-26 10:00:00,10,3,26,361,118.23,93.56,110.9,115.73999999999947,116.88666666666711,109.56333333333339,113.472176
2024-12-26 11,106.01,55751.26,64494.3,90.59,350.7,508.55,10791.66,17447.6,2024-12-26 11:00:00,11,3,26,361,113.25,92.55,96.0,109.62999999999946,112.49666666666711,111.38166666666672,105.63092
2024-12-26 12,107.71,56329.79,63396.37,103.85,346.57,444.68,10825.4,17695.989999999998,2024-12-26 12:00:00,12,3,26,361,106.01,94.41,80.1,106.85999999999946,108.99000000000045,112.83333333333339,106.228714
2024-12-26 13,103.9,56141.72,60756.74,75.68,331.87,375.69,10852.49,18792.739999999998,2024-12-26 13:00:00,13,3,26,361,107.71,91.03,77.0,105.80499999999947,105.87333333333379,111.38000000000005,103.61164
2024-12-26 14,109.64,55804.740000000005,60130.39,41.84,319.98,311.45,10817.62,22282.260000000002,2024-12-26 14:00:00,14,3,26,361,103.9,99.17,80.03,106.76999999999947,107.08333333333378,109.79000000000006,108.71301
